Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,10/12/2023,01:00,Adelaide United,Brisbane Roar,2.25,4.0,2.8
2,VIETNAM - V.LEAGUE 1,10/12/2023,07:00,Quang Nam,Hong Linh Ha Tinh,2.15,3.55,2.92
3,BULGARIA - PARVA LIGA,10/12/2023,07:30,CSKA 1948 Sofia,Krumovgrad,1.4,4.75,7.5
4,SPAIN - PRIMERA RFEF,10/12/2023,08:00,Sanluqueno,Melilla,1.73,3.4,4.2
5,THAILAND - THAI LEAGUE 1,10/12/2023,09:00,Lamphun Warrior,Prachuap,2.05,3.4,3.35
6,NORTH MACEDONIA - 1. MFL,10/12/2023,09:00,Shkendija,Sileks,1.62,3.55,5.2
7,SERBIA - PRVA LIGA,10/12/2023,09:00,OFK Beograd,Dubocica,1.44,3.85,6.6
8,SERBIA - PRVA LIGA,10/12/2023,09:00,Smederevo,Sloboda,1.55,3.5,5.6
9,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,10/12/2023,09:00,Igman K.,Tuzla City,2.45,3.3,2.65
10,VIETNAM - V.LEAGUE 1,10/12/2023,09:15,Hanoi FC,Song Lam Nghe An,1.78,3.7,3.9
11,ALBANIA - SUPERLIGA,10/12/2023,09:30,Erzeni,Kukesi,2.32,3.05,2.87
12,INDIA - I-LEAGUE,10/12/2023,10:30,Churchill Brothers,Neroca FC,1.3,5.1,7.9
13,AUSTRIA - BUNDESLIGA,10/12/2023,10:30,BW Linz,Tirol,1.95,3.6,4.0
14,SLOVAKIA - NIKE LIGA,10/12/2023,11:00,Ruzomberok,Banska Bystrica,2.57,3.1,2.77
15,NIGERIA - NPFL,10/12/2023,11:00,Gombe,Heartland,1.93,3.05,4.05
16,GEORGIA - CRYSTALBET EROVNULI LIGA,10/12/2023,11:00,Telavi,Spaeri,1.6,3.6,4.8
17,GHANA - PREMIER LEAGUE,10/12/2023,12:00,Bechem United,Accra Lions,1.37,3.9,8.0
18,NIGERIA - NPFL,10/12/2023,12:00,Akwa United,Lobi Stars,2.37,2.72,3.3
19,NIGERIA - NPFL,10/12/2023,12:00,Niger Tornadoes,Plateau United,1.4,3.6,10.0
20,AUSTRIA - BUNDESLIGA,10/12/2023,13:00,Sturm Graz,Altach,1.5,4.75,5.75
21,ALBANIA - SUPERLIGA,10/12/2023,13:00,Vllaznia,Dinamo Tirana,2.15,3.15,3.05
22,SLOVAKIA - NIKE LIGA,10/12/2023,13:30,Dun. Streda,Trencin,1.8,3.8,3.95
23,SENEGAL - LIGUE 1,10/12/2023,13:30,Ouakam,Guediawaye,2.67,2.62,2.82
24,RUSSIA - PREMIER LEAGUE,10/12/2023,13:45,Baltika,Rubin Kazan,2.78,3.16,2.95
25,MOROCCO - BOTOLA PRO,10/12/2023,14:00,Olympique de Safi,Youssoufia Berrechid,1.75,2.9,5.25
26,IVORY COAST - LIGUE 1,10/12/2023,15:00,San Pedro,Lys Sassandra,2.02,2.9,3.7
27,PORTUGAL - LIGA PORTUGAL,10/12/2023,15:00,Arouca,Rio Ave,2.15,3.2,3.5
28,JAMAICA - PREMIER LEAGUE,10/12/2023,17:00,Treasure Beach,Montego Bay,2.55,3.2,2.62
