,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,12/11/2023,01:00,Melbourne City,Macarthur FC,1.53,4.33,6.0,1.53,2.4,1.62,2.2,2.2,1.2489996,0.499,0.6,1.2,0.963,0.6535948,0.23094688,0.16666667,0.6535948,0.41666666,0.61640275,1.6,2.449,1,0.8
2,AUSTRALIA - A-LEAGUE,12/11/2023,03:00,Central Coast Mariners,Brisbane Roar,2.15,3.8,3.0,1.53,2.4,1.5,2.5,2.4,0.9165151,0.377,0.6,0.9165151,0.462,0.4651163,0.2631579,0.33333334,0.6535948,0.41666666,0.23657933,1.8,1.833,1,1.0
3,SPAIN - PRIMERA RFEF,12/11/2023,08:00,Sanluqueno,Linares,1.7,3.3,4.75,2.15,1.67,2.1,1.67,2.5,1.024695,0.506,0.8,1.1661904,0.941,0.5882353,0.3030303,0.21052632,0.4651163,0.5988024,0.4376941,1.7,2.191,1,0.8663
4,SPAIN - PRIMERA RFEF,12/11/2023,08:00,Cordoba,Ceuta,1.7,3.4,4.5,2.2,1.65,2.1,1.67,1.3,1.1874342,0.965,1.5,1.2845232,0.889,0.5882353,0.29411766,0.22222222,0.45454547,0.6060606,0.4300436,-0.2,2.472,1,0.7877
5,SPAIN - PRIMERA RFEF,12/11/2023,08:00,Baleares,Merida AD,2.2,2.8,3.25,2.5,1.5,2.2,1.62,1.1,1.3,0.747,0.7,0.9,1.363,0.45454547,0.35714287,0.30769232,0.4,0.6666667,0.16350637,0.4,2.2,1,0.661
6,SPAIN - PRIMERA RFEF,12/11/2023,08:00,Alcoyano,Melilla,1.85,3.25,3.8,2.63,1.44,2.5,1.5,1.5,1.2845232,0.784,0.9,1.1357816,1.831,0.5405405,0.30769232,0.2631579,0.38022813,0.6944444,0.32831594,0.6,2.42,1,0.9336
7,POLAND - DIVISION 1,12/11/2023,08:40,GKS Katowice,Tychy,2.05,3.3,3.25,1.88,1.98,1.67,2.1,1.7,1.3453624,0.952,1.2,1.4696939,0.864,0.4878049,0.3030303,0.30769232,0.5319149,0.5050505,0.23493026,0.5,2.815,1,0.8367
8,BELGIUM - CHALLENGER PRO LEAGUE,12/11/2023,09:30,RFC Liege,Lierse K.,1.7,3.6,4.2,1.57,2.35,1.57,2.25,2.25,1.299038,0.59,1.2,1.2489996,0.612,0.5882353,0.2777778,0.23809524,0.6369427,0.42553192,0.42535192,1.05,2.548,1,0.5111
9,BELGIUM - JUPILER PRO LEAGUE,12/11/2023,09:30,Club Brugge KV,Cercle Brugge KSV,1.73,4.0,4.33,1.57,2.35,1.57,2.25,1.6,1.2,0.576,1.6,1.4282857,0.784,0.5780347,0.25,0.23094688,0.6369427,0.42553192,0.4513333,0.0,2.628,1,0.7886
10,SPAIN - LALIGA2,12/11/2023,10:00,Burgos CF,Alcorcon,2.1,3.25,3.75,2.4,1.53,2.1,1.67,2.0,1.264911,0.99,1.5,1.2845232,0.854,0.47619048,0.30769232,0.26666668,0.41666666,0.6535948,0.25889632,0.5,2.549,1,0.8
11,SWITZERLAND - SUPER LEAGUE,12/11/2023,10:15,Grasshoppers,Lausanne Ouchy,2.0,3.75,3.5,1.57,2.35,1.5,2.5,1.1,1.3,0.871,1.4,1.356466,0.62,0.5,0.26666668,0.2857143,0.6369427,0.42553192,0.30157617,-0.3,2.656,1,0.5047
12,NETHERLANDS - EERSTE DIVISIE,12/11/2023,10:30,Den Haag,Cambuur,2.1,3.6,3.1,1.57,2.35,1.5,2.5,1.2,1.2489996,0.812,0.4,0.9165151,0.83,0.47619048,0.2777778,0.32258064,0.6369427,0.42553192,0.23676941,0.8,2.166,1,0.525
13,NORWAY - OBOS-LIGAEN,12/11/2023,10:30,Kongsvinger,Moss,1.55,4.25,5.75,1.62,2.25,1.67,2.1,1.7,1.3453624,0.724,0.6,0.9165151,0.601,0.6451613,0.23529412,0.17391305,0.61728394,0.44444445,0.5952015,1.1,2.262,1,0.87
14,NORWAY - OBOS-LIGAEN,12/11/2023,10:30,Start,KFUM Oslo,1.85,4.0,3.8,1.73,2.08,1.67,2.1,2.4,0.9165151,0.477,1.9,1.3747727,0.674,0.5405405,0.25,0.2631579,0.5780347,0.48076922,0.38142368,0.5,2.291,1,0.8072
