Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,09/02/2024,05:45,Adelaide United,Perth Glory,1.7,4.5,4.2
2,POLAND - EKSTRAKLASA,09/02/2024,14:00,Stal Mielec,Puszcza,2.1,3.4,3.3
3,SWITZERLAND - CHALLENGE LEAGUE,09/02/2024,15:30,Xamax,Bellinzona,1.6,4.0,4.9
4,BELGIUM - JUPILER PRO LEAGUE,09/02/2024,16:45,St. Truiden,Kortrijk,1.57,4.2,5.25
5,NORTHERN IRELAND - NIFL CHAMPIONSHIP,09/02/2024,16:45,Bangor FC,Ards,1.53,4.15,5.1
6,ITALY - SERIE C,09/02/2024,16:45,Pro Sesto,Alessandria,2.32,2.95,3.25
7,ENGLAND - LEAGUE TWO,09/02/2024,16:45,Notts Co,Gillingham,1.91,4.0,3.6
8,PERU - LIGA 1,09/02/2024,17:00,Cajamarca,Cesar Vallejo,2.2,3.25,2.9
9,ARGENTINA - COPA DE LA LIGA PROFESIONAL,09/02/2024,21:15,Velez Sarsfield,Gimnasia L.P.,2.2,3.1,3.6
10,COLOMBIA - PRIMERA A,09/02/2024,22:20,Dep. Cali,Chico,1.75,3.6,4.75
