,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,ARGENTINA - COPA DE LA LIGA PROFESIONAL,28/11/2023,19:00,Barracas Central,Argentinos Jrs,3.4,3.0,2.25,2.4,1.53,2.0,1.05,1.73,1.0,0.6,0.9,1.1,0.294,0.333,0.444,0.417,0.952,0.178,0.1,-0.5,1,0.5011
2,URUGUAY - PRIMERA DIVISION,28/11/2023,19:00,Plaza Colonia,Racing Montevideo,2.75,3.1,2.55,2.15,1.67,1.83,1.07,1.83,1.1,1.3,0.8,1.5,0.364,0.323,0.392,0.465,0.935,0.079,0.3,-0.2,1,0.5885
3,URUGUAY - PRIMERA DIVISION,28/11/2023,21:15,Montevideo City,Maldonado,2.3,3.2,3.0,1.95,1.9,1.73,1.11,2.0,1.3,1.7,1.4,2.3,0.435,0.312,0.333,0.513,0.901,0.149,-0.1,-0.6,1,0.6862
