Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,04/11/2023,04:30,Cangzhou,Qingdao Hainiu,3.1,3.4,2.3
2,THAILAND - THAI LEAGUE 1,04/11/2023,09:00,Khonkaen Utd.,Uthai Thani,2.55,3.75,2.37
3,AZERBAIJAN - PREMIER LEAGUE,04/11/2023,11:00,Sumqayit,Araz,2.95,3.1,2.32
4,POLAND - EKSTRAKLASA,04/11/2023,11:00,Puszcza,Pogon Szczecin,5.0,4.0,1.62
5,SAN MARINO - CAMPIONATO SAMMARINESE,04/11/2023,11:00,Cosmos,Tre Penne,2.82,3.1,2.3
6,NORTHERN IRELAND - NIFL PREMIERSHIP,04/11/2023,12:00,Newry City,Linfield,11.25,6.4,1.2
7,SCOTLAND - LEAGUE TWO,04/11/2023,12:00,Clyde,Spartans,3.2,3.75,1.85
8,ITALY - SERIE C,04/11/2023,12:15,Alessandria,Triestina,5.1,3.55,1.65
9,ITALY - SERIE C,04/11/2023,12:15,Monterosi,Picerno,3.9,3.1,2.0
10,AUSTRIA - BUNDESLIGA,04/11/2023,13:00,Tirol,Salzburg,11.0,6.0,1.29
11,SENEGAL - LIGUE 1,04/11/2023,13:30,Dakar SC,Jaraaf,2.8,2.62,2.7
12,EGYPT - PREMIER LEAGUE,04/11/2023,14:00,Baladiyat El Mahalla,Pharco,2.77,2.95,2.55
13,EGYPT - PREMIER LEAGUE,04/11/2023,14:00,Arab Contractors,Al Ahly,8.5,4.6,1.32
14,ECUADOR - LIGA PRO,04/11/2023,15:00,Gualaceo,Delfin,3.4,3.2,2.25
15,ANDORRA - PRIMERA DIVISIÓ,04/11/2023,16:30,Penya,Atletic Escaldes,5.5,4.0,1.47
16,SOUTH AMERICA - COPA LIBERTADORES,04/11/2023,17:00,Boca Juniors (Arg),Fluminense (Bra),3.6,3.2,2.15
17,NICARAGUA - LIGA PRIMERA,04/11/2023,18:00,Sport Sebaco,Diriangen,4.54,3.61,1.76
18,VENEZUELA - LIGA FUTVE,04/11/2023,18:00,Portuguesa,Caracas,2.72,2.92,2.62
