,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,2024-06-30,07:00,Gwangju FC,Jeju Utd,1.85,3.5,4.2,1.98,1.88,1.8,1.91,1.4545455,1.4373989,0.98821175,0.4371562,0.32191435,0.73638284,0.4730149,0.127675,0.2699175,1.4545455,1.1570839,0.79549515,1.3636364,1.06794,0.78315604,0.09090909,1.5640591,17.20465,0.47580203,0.06379702,0.9651737,1.8512397,0.9091373,2.231405,0.65263003,0.90909094,1.0833068,1.1916375,0.32848704,0.21725717,0.6613873,0.50206333,0.06411986,0.1277127,0.72727275,0.44536176,0.61237246,1.1818181,0.83319557,0.70501167,-0.45454547,0.9875255,-2.1725562,0.31129715,0.05743663,0.7933884,0.4082483,1.1818181,0.83319557,0.5405405,0.2857143,0.23809524,0.5050505,0.5319149,0.5555556,0.5235602,1.8918918,2.2702703,0.5285714,1.2,0.44047618,0.8333333,0.5657143,0.5371429,0.37425938,0.3084112,0.38842976,0.09090909,0.27737227,0.44047618,1.2,0.5285714,0.93434346,2.121212,0.5657143,1.1,9.55,0.545,2.521,-0.17277487,0.07329843,0.19371727,0.43979058,0.3790301,1.2065792,0.4004735,2.9555032,39.522633,0.14142136,2.8624053,1.8597169,1.2548263,1.4820513,0.6747405,2.9555032,0.7,1.65,1,0.8878
2,SOUTH KOREA - K LEAGUE 1,2024-06-30,07:00,Incheon,Gangwon,2.2,3.4,3.1,2.05,1.75,1.83,1.83,1.1818181,1.1922616,1.0088367,0.45868376,0.3665164,0.7990613,0.43912715,0.12323759,0.28064215,1.2727273,0.9620914,0.75592893,1.0909091,0.7925271,0.72648317,0.18181819,1.465865,8.062258,0.41342625,0.08002968,0.84307677,1.6198347,0.75592893,1.8842975,0.45883146,1.3636364,1.2984415,0.95219046,0.5114826,0.5280538,1.0323983,0.54895395,0.07308954,0.1331433,1.0909091,1.0833068,0.99303126,1.5454545,1.304791,0.8442765,-0.45454547,1.5587662,-3.4292855,0.32062355,0.062774494,1.3884298,0.85116965,2.5289257,0.7973722,0.45454547,0.29411766,0.32258064,0.4878049,0.5714286,0.5464481,0.5464481,1.5454545,1.4090909,0.64705884,0.9117647,0.7096774,1.0967742,0.60294116,0.5147059,0.19572671,0.21428572,0.16981132,0.046153847,0.24770643,0.7096774,0.9117647,0.64705884,1.0731708,1.5121951,0.60294116,1.1202186,8.7,-0.182,2.491,-0.13793103,-0.03448276,0.25287357,0.35632184,0.21534476,0.6244998,0.24699382,1.5297059,30.963757,0.42426407,8.530766,1.686217,1.4222873,1.185567,0.84347826,1.5297059,0.3,1.2,1,0.6283
3,SOUTH KOREA - K LEAGUE 2,2024-06-30,07:00,Suwon Bluewings,Ansan Greeners,1.44,4.5,7.0,1.9,1.9,2.1,1.67,1.3636364,1.2984415,0.95219046,0.37877235,0.40900064,1.0798059,0.5622662,0.1622522,0.28856832,1.4545455,1.4993111,1.0307764,1.0909091,0.7925271,0.72648317,0.36363637,1.7200807,4.7302217,0.5379081,0.08663686,0.9962268,1.983471,1.0994948,0.892562,0.9686442,1.0909091,1.2398347,1.1365151,0.73038983,0.7066028,0.96743244,0.46135676,0.08259568,0.1790278,1.1818181,1.1134044,0.94211143,1.1818181,1.1134044,0.94211143,0.0,1.595448,1.0,0.23632765,0.050264087,1.8264463,0.7204382,1.6115702,0.8164966,0.6944444,0.22222222,0.14285715,0.5263158,0.5263158,0.47619048,0.5988024,3.125,4.861111,0.32,1.5555556,0.20571429,0.64285713,0.42222223,0.42222223,0.6894031,0.5151515,0.65876776,0.2173913,0.40625,0.20571429,1.5555556,0.32,0.75789475,3.6842105,0.42222223,0.9047619,12.94,0.273,2.538,-0.23647605,0.19319938,0.11128284,0.5409583,0.6456019,2.7846963,0.69381404,6.821085,56.831577,0.0,0.0,2.2261906,1.1230159,1.9823321,0.50445634,6.821085,2.5,3.06,1,0.991
4,SWEDEN - SUPERETTAN,2024-06-30,08:00,Landskrona,Ostersund,1.75,3.3,4.33,1.8,2.0,1.7,2.05,1.9090909,1.2398347,0.64943725,0.6263248,0.43765163,0.69876146,0.37497607,0.109945856,0.29320765,1.8181819,1.2662171,0.6964194,1.0909091,0.9958592,0.91287094,0.72727275,1.354515,1.8624581,0.43360013,0.124608494,1.125891,2.8099174,0.819317,1.3884298,0.7824608,0.8181818,1.1134044,1.3608277,0.43857157,0.414296,0.94464856,0.5107358,0.12919486,0.25295827,0.8181818,0.7158189,0.8748898,1.4545455,1.304791,0.89704376,-0.6363636,1.4937888,-2.3473823,0.30241504,0.10951291,0.446281,1.3123347,2.644628,0.717635,0.5714286,0.3030303,0.23094688,0.5555556,0.5,0.5882353,0.4878049,1.8857143,2.4742856,0.530303,1.3121212,0.40415704,0.7621247,0.54545456,0.6060606,0.39759278,0.3069307,0.4243421,0.13499345,0.29411766,0.40415704,1.3121212,0.530303,0.9722222,2.4055555,0.54545456,1.0588236,9.38,1.091,2.353,-0.1652452,0.1098081,0.18656716,0.46162048,0.4153639,1.2987045,0.4475038,3.1811633,37.775684,0.28284273,-5.710593,1.9452326,1.2642692,1.5386221,0.64993215,3.1811633,1.03,1.55,1,0.9349
5,CHINA - SUPER LEAGUE,2024-06-30,08:35,Changchun Yatai,Qingdao Hainiu,2.05,3.5,3.5,1.85,2.0,1.7,2.05,0.6363636,0.88139635,1.3850514,0.5580304,0.56036234,1.0041788,0.49486032,0.11293414,0.22821416,1.0909091,1.0833068,0.99303126,1.7272727,1.0523489,0.6092546,-0.6363636,0.97912085,-1.5386186,0.30175245,0.11056165,0.6963308,0.892562,1.3240417,2.198347,0.82684547,0.72727275,1.1354542,1.5612495,0.3029623,0.5728174,1.8907216,0.78101087,0.18214527,0.23321733,0.54545456,0.9875255,1.8104634,1.1818181,1.1134044,0.94211143,-0.6363636,1.2264307,-1.9272482,0.25872532,0.11697456,0.94214875,0.5717253,1.1818181,1.1134044,0.4878049,0.2857143,0.2857143,0.5405405,0.5,0.5882353,0.4878049,1.7073171,1.7073171,0.5857143,1.0,0.5857143,1.0,0.5285714,0.5714286,0.26981705,0.26126125,0.26126125,0.0,0.3084112,0.5857143,1.0,0.5857143,1.1081082,1.8918918,0.5285714,1.0882353,9.05,-0.091,2.017,-0.160221,0.0,0.22651933,0.38674033,0.2775109,0.8371579,0.32976514,2.0506096,35.942112,0.21213204,-4.289153,1.7491289,1.3449477,1.3005182,0.7689243,2.0506096,0.0,1.45,1,0.7297
6,CHINA - SUPER LEAGUE,2024-06-30,08:35,Chengdu Rongcheng,Cangzhou,1.13,9.0,15.0,1.25,4.0,1.8,1.95,2.5454545,0.9875255,0.38795644,0.346689,0.24440156,0.7049591,0.34235162,0.14529899,0.42441452,2.8181818,1.7486713,0.6204963,0.6363636,0.7713892,1.212183,2.1818182,2.0368507,0.9335565,0.68988174,0.17472826,1.7540318,7.6493506,0.6442473,0.72727275,0.67496556,0.54545456,0.8907235,1.6329932,0.5424008,0.50399816,0.9291988,0.45851508,0.0887444,0.1935474,0.90909094,0.8999541,0.98994946,3.2727273,1.7104443,0.52263576,-2.3636363,2.2268088,-0.94211143,0.17655857,0.10386947,1.2396694,0.65996635,8.033058,0.6968477,0.88495576,0.11111111,0.06666667,0.8,0.25,0.5555556,0.51282054,7.964602,13.274336,0.12555556,1.6666666,0.075333335,0.6,0.1388889,0.44444445,1.0605892,0.7769003,0.85988843,0.25,0.75609756,0.075333335,1.6666666,0.12555556,0.904,12.0,0.1388889,0.6944444,25.13,2.0,1.878,-0.3131715,0.23875846,0.044966176,0.5968961,0.83039933,6.9559784,1.01665,17.038597,75.74128,3.8890872,-53.972626,2.721534,1.0849558,2.5084286,0.39865598,17.038597,6.0,7.87,1,0.9991
7,CHINA - SUPER LEAGUE,2024-06-30,09:00,Beijing Guoan,Shandong Taishan,2.7,3.4,2.5,1.57,2.35,1.5,2.5,2.0,1.3483998,0.6741999,0.5340768,0.2861168,0.5357222,0.30744222,0.11920906,0.38774458,2.4545455,1.3726971,0.559247,1.3636364,0.88139635,0.6463573,1.0909091,1.6762809,1.5365907,0.5463212,0.1700694,1.5004333,8.033058,0.41943523,1.2396694,0.96953595,1.6363636,1.06794,0.65263003,0.4482403,0.53225356,1.187429,0.49445274,0.15068245,0.3047459,1.2727273,1.0523489,0.82684547,0.8181818,1.1922616,1.4572085,0.45454547,0.9875255,2.1725562,0.50405425,0.17800997,2.198347,0.6092546,0.892562,1.0929065,0.37037036,0.29411766,0.4,0.6369427,0.42553192,0.6666667,0.4,1.2592592,0.9259259,0.7941176,0.7352941,1.08,1.36,0.4617647,0.6911765,0.12569782,0.114754096,0.03846154,0.15254237,0.36820924,1.08,0.7352941,0.7941176,1.7197453,1.5923567,0.4617647,1.0466666,8.6,0.364,2.416,-0.08139535,-0.10465116,0.3139535,0.29069766,0.16485403,0.47258157,0.29674336,1.1575837,19.290047,1.1030866,-21.305784,1.5111111,1.5703703,0.9622642,1.0392157,1.1575837,0.9,0.7,1,0.6601
8,SWEDEN - SUPERETTAN,2024-06-30,10:00,Orgryte,Skovde AIK,1.67,3.5,4.5,1.75,2.05,1.75,2.0,1.0909091,1.2398347,1.1365151,0.42828313,0.32389018,0.7562525,0.47505423,0.16904397,0.35584143,1.1818181,0.83319557,0.70501167,1.2727273,0.86243933,0.6776309,-0.09090909,1.3111095,-14.422205,0.44725105,0.1199244,0.8145346,2.1487603,0.45825756,0.92561984,1.1858541,0.90909094,1.0833068,1.1916375,0.8377096,0.47192287,0.563349,0.25295988,0.06527587,0.25804833,1.5454545,0.78202957,0.5060191,2.2727273,1.4200454,0.62482,-0.72727275,1.2856487,-1.767767,0.27418682,0.08946942,2.3884296,0.5060191,2.892562,1.11575,0.5988024,0.2857143,0.22222222,0.5714286,0.4878049,0.5714286,0.5,2.0958083,2.6946108,0.47714287,1.2857143,0.37111112,0.7777778,0.5,0.5857143,0.44620275,0.3539652,0.45867097,0.125,0.33333334,0.37111112,1.2857143,0.47714287,0.95428574,2.5714285,0.5,1.0,9.67,0.182,2.323,-0.18924509,0.10341261,0.17269906,0.46535677,0.44523546,1.4351423,0.48480287,3.5153663,42.458515,0.42426407,-8.530766,2.0186293,1.2654691,1.595163,0.6268952,3.5153663,1.0,1.83,1,0.9141
9,BRAZIL - SERIE B,2024-06-30,11:00,Avai,Amazonas,1.73,3.3,5.5,2.5,1.5,2.25,1.57,1.7272727,1.2128786,0.70219284,0.34929654,0.3221377,0.9222471,0.5455928,0.13332216,0.24436206,1.0909091,0.9958592,0.91287094,0.90909094,0.8999541,0.98994946,0.18181819,1.1922616,6.5574384,0.41382766,0.10947061,0.7523684,2.2809918,0.47628048,1.0743802,0.7614996,1.2727273,1.354515,1.0642618,0.3009157,0.25467542,0.8463349,0.55629534,0.16794574,0.30190033,0.6363636,0.4810457,0.75592893,1.1818181,1.5266232,1.2917582,-0.54545456,1.6160353,-2.9627314,0.25390297,0.15541853,0.5785124,0.52915025,1.8264463,0.987815,0.5780347,0.3030303,0.18181819,0.4,0.6666667,0.44444445,0.6369427,1.9075145,3.1791906,0.5242424,1.6666666,0.31454545,0.6,0.75757575,0.45454547,0.46787834,0.31212723,0.5214385,0.25,0.13793103,0.31454545,1.6666666,0.5242424,0.692,2.2,0.75757575,1.1111112,10.53,0.455,2.567,-0.14909782,0.20892687,0.1642925,0.5223172,0.53953075,1.8937529,0.49934605,4.638728,38.131912,1.4142135,26.565052,1.9159223,1.1234893,1.705332,0.58639604,4.638728,2.2,1.57,1,0.9639
10,ARGENTINA - PRIMERA NACIONAL,2024-06-30,14:10,Chacarita Juniors,Ferro,2.2,3.0,3.6,2.5,1.5,2.1,1.67,1.3636364,1.2984415,0.95219046,0.26531833,0.13350868,0.50320184,0.47188145,0.13685687,0.29002383,1.2727273,0.6165755,0.48445213,1.2727273,1.1354542,0.8921426,0.0,1.4142135,1.0,0.5311684,0.058885563,0.90194786,1.0413224,0.7535922,0.46280992,3.122499,1.3636364,1.2984415,0.95219046,0.6661921,0.52450097,0.7873119,0.35831806,0.12668481,0.35355407,1.5454545,1.1570839,0.7487013,1.3636364,0.88139635,0.6463573,0.18181819,1.4024771,7.7136245,0.3063142,0.06156037,1.2644628,1.4142135,1.3636364,0.88139635,0.45454547,0.33333334,0.2777778,0.4,0.6666667,0.47619048,0.5988024,1.3636364,1.6363636,0.73333335,1.2,0.6111111,0.8333333,0.8333333,0.5,0.20777546,0.15384616,0.2413793,0.09090909,0.09090909,0.6111111,1.2,0.73333335,0.88,1.44,0.8333333,1.1904762,8.8,0.0,2.597,-0.09090909,0.06818182,0.25,0.4090909,0.23944667,0.7023769,0.21700972,1.7204651,21.801409,1.4142135,26.565052,1.6414142,1.2878788,1.2745098,0.7846154,1.7204651,0.6,0.8,1,0.6813
