Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/02/2024,09:00,INDONESIA - LIGA 1,Borneo,FC Bhayangkara,1.45,4.25,5.9,1.65,1.83,1.78,10.5,1.32,1.22,5.0,1.12
2,26/02/2024,09:00,INDONESIA - LIGA 1,Madura United,Persikabo 1973,1.47,4.3,5.5,1.53,1.65,1.98,1.02,1.27,1.15,3.55,1.21
3,26/02/2024,11:30,CAMEROON - ELITE ONE,Cotonsport,Fovu Baham,1.6,3.4,5.3,2.32,2.27,1.6,1.06,1.5,1.45,10.0,1.02
4,26/02/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Wehda,1.4,4.5,6.5,1.57,1.8,1.91,1.03,1.29,1.17,4.33,1.2
5,26/02/2024,15:00,ROMANIA - LIGA 1,Univ. Craiova,FC Voluntari,1.45,4.33,6.5,1.93,2.1,1.67,1.05,1.4,1.29,6.5,1.11
6,26/02/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Feirense,1.73,3.4,5.0,2.1,2.0,1.73,1.07,1.44,1.36,8.0,1.08
7,26/02/2024,16:45,ITALY - SERIE C,Juve Stabia,Turris,1.42,4.15,7.2,2.02,2.3,1.55,1.07,1.44,1.34,5.9,1.1
8,26/02/2024,19:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Tacuary,1.36,4.33,7.5,1.7,2.0,1.73,1.04,1.33,1.22,5.0,1.17
9,26/02/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,Royal Pari,1.65,3.6,4.75,1.8,1.73,2.0,1.04,1.38,1.22,5.5,1.14
10,26/02/2024,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Velez Sarsfield,Tigre,1.62,3.75,6.0,2.35,2.38,1.53,1.08,1.5,1.44,10.0,1.06
