,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,VIETNAM - V.LEAGUE 1,2024-05-31,08:00,Binh Duong,Ho Chi Minh,1.8,3.65,3.85,1.82,1.9,1.72,1.9,1.0,1.0444659,1.0444659,0.5132662,0.24657008,0.48039412,0.3202623,0.15085813,0.47104552,1.6363636,0.97912085,0.59835166,1.5454545,0.78202957,0.5060191,0.09090909,1.2398347,13.638182,0.4337732,0.13955197,1.0350684,2.0,0.8010989,0.85858583,1.4076532,0.90909094,1.3111095,1.4422206,0.6540511,0.6572382,1.0048728,0.4798597,0.10571015,0.22029386,1.1818181,1.1134044,0.94211143,1.9090909,1.5048132,0.7882355,-0.72727275,1.2856487,-1.767767,0.24991778,0.060186822,0.6446281,2.0412414,1.7355372,1.6552945,0.5555556,0.2739726,0.25974026,0.5494506,0.5263158,0.5813953,0.5263158,2.0277777,2.1388888,0.49315068,1.0547945,0.46753246,0.9480519,0.49863014,0.5205479,0.37516385,0.33944955,0.36283186,0.026666667,0.3345521,0.46753246,1.0547945,0.49315068,0.989011,2.1153846,0.49863014,1.0581396,9.3,0.091,2.356,-0.19892474,0.021505376,0.19354838,0.4139785,0.36460176,1.1302655,0.40397888,2.7685735,42.768826,0.11313708,-2.29061,1.926407,1.3347763,1.4432433,0.6928839,2.7685735,0.2,1.85,1,0.867
2,VIETNAM - V.LEAGUE 1,2024-05-31,08:00,Nam Dinh,Song Lam Nghe An,1.47,4.3,5.5,1.57,2.1,1.72,1.9,1.6363636,1.06794,0.65263003,0.32416877,0.22183535,0.68432057,0.50661033,0.17144695,0.33841977,1.1818181,0.83319557,0.70501167,0.6363636,0.7713892,1.212183,0.54545456,1.0756508,1.9720266,0.48462263,0.13854021,0.8332204,2.4710743,0.39848486,0.6363636,0.7713892,0.8181818,1.1134044,1.3608277,0.4327788,0.37900084,0.875738,0.4949449,0.08857034,0.1789499,0.8181818,0.7158189,0.8748898,1.6363636,1.2984415,0.793492,-0.8181818,1.3360853,-1.6329932,0.25842753,0.08208732,0.59504133,0.98425096,0.892562,2.3804762,0.6802721,0.23255815,0.18181819,0.6369427,0.47619048,0.5813953,0.5263158,2.9251702,3.7414966,0.34186047,1.2790698,0.26727274,0.7818182,0.36511627,0.4883721,0.6138241,0.49046794,0.57819223,0.12244898,0.46507666,0.26727274,1.2790698,0.34186047,0.93630576,3.5031848,0.36511627,0.9127907,11.27,0.818,2.181,-0.25110915,0.10647737,0.13043478,0.48802128,0.55081034,2.0692108,0.62691945,5.0685105,54.750626,0.7495332,-14.842227,2.2226346,1.2257266,1.8133199,0.5514747,5.0685105,1.2,2.83,1,0.9784
3,INDONESIA - LIGA 1,2024-05-31,09:00,Madura United,Persib Bandung,2.25,3.65,2.67,1.5,2.25,1.45,2.37,1.6363636,1.2984415,0.793492,0.405426,0.34307438,0.84620714,0.49460998,0.13085304,0.26455805,1.5454545,1.304791,0.8442765,1.2727273,1.2128786,0.952976,0.27272728,1.5427784,5.656854,0.5390354,0.1118167,1.0422449,1.2644628,1.5947444,1.3884298,1.1118053,1.8181819,1.1134044,0.61237246,0.57254255,0.4317956,0.7541721,0.39059824,0.11977663,0.30664918,2.0,1.595448,0.797724,1.0,0.8528029,0.8528029,1.0,1.595448,1.595448,0.43680477,0.13454393,1.6363636,1.9499921,1.9090909,0.44670627,0.44444445,0.2739726,0.37453184,0.6666667,0.44444445,0.6896552,0.42194092,1.6222222,1.1866666,0.6164383,0.7315068,0.8426966,1.3670412,0.41095892,0.6164383,0.19205484,0.23728813,0.085365854,0.15506329,0.41747573,0.8426966,0.7315068,0.6164383,1.5,1.78,0.41095892,1.0344827,8.57,-0.182,2.412,-0.16336057,-0.11435239,0.26254377,0.31155193,0.25149038,0.7184242,0.3562208,1.7597727,34.99202,1.0606601,-20.556046,1.7078651,1.5680399,1.089172,0.91812867,1.7597727,0.98,1.4,1,0.6535
4,UZBEKISTAN - SUPER LEAGUE,2024-05-31,11:30,OKMK,Metallurg Bekabad,1.7,3.6,4.4,1.93,1.7,1.91,1.7,1.9090909,1.2398347,0.64943725,0.5277303,0.4063841,0.77006024,0.3674423,0.1417198,0.3856927,2.090909,1.3111095,0.62705237,1.6363636,1.3666633,0.83518314,0.45454547,1.1570839,2.5455844,0.5521759,0.106885664,1.3215425,3.9917355,0.6867717,2.231405,1.0022198,0.8181818,1.1134044,1.3608277,0.65833783,0.7849069,1.1922555,0.5051736,0.1535876,0.30402932,1.2727273,1.2856487,1.0101526,1.5454545,0.9875255,0.63898706,-0.27272728,1.2128786,-4.4472213,0.26989904,0.10921503,0.80991733,2.0203052,1.8264463,0.8355985,0.5882353,0.2777778,0.22727273,0.5181347,0.5882353,0.5235602,0.5882353,2.1176472,2.5882354,0.4722222,1.2222222,0.38636363,0.8181818,0.5361111,0.4722222,0.43792596,0.35849056,0.44262296,0.1,0.30198914,0.38636363,1.2222222,0.4722222,0.88082904,2.2797928,0.5361111,1.0104712,9.7,1.091,2.353,-0.19587629,0.082474224,0.17525773,0.45360824,0.4289205,1.386843,0.44934845,3.3970575,43.5312,0.32526913,6.5601964,1.9919786,1.2700535,1.568421,0.6375839,3.3970575,0.8,1.9,1,0.9555
5,FINLAND - VEIKKAUSLIIGA,2024-05-31,12:00,SJK,Mariehamn,1.45,4.2,5.5,1.7,2.1,1.91,1.91,1.2727273,1.354515,1.0642618,0.60000515,0.40902612,0.68170434,0.33367237,0.102304794,0.30660254,1.8181819,0.9359664,0.51478153,1.9090909,0.9958592,0.52164054,-0.09090909,1.1642044,-12.806249,0.46204612,0.13921827,1.140114,2.9752066,0.57197946,2.0826447,0.91287094,0.8181818,1.1134044,1.3608277,0.69241124,0.41692632,0.60213685,0.32961828,0.0712996,0.2163096,1.2727273,0.74965554,0.58901507,1.7272727,1.354515,0.78419286,-0.45454547,1.4373989,-3.1622777,0.28010213,0.08616794,1.7355372,0.5497474,2.6694214,0.87645084,0.6896552,0.23809524,0.18181819,0.5882353,0.47619048,0.5235602,0.5235602,2.8965516,3.7931035,0.3452381,1.3095238,0.26363635,0.76363635,0.4047619,0.5,0.6145528,0.48672566,0.5827338,0.13402061,0.42372882,0.26363635,1.3095238,0.3452381,0.85294116,3.235294,0.4047619,0.8900524,11.15,0.455,2.468,-0.24663678,0.11659193,0.13004485,0.49327356,0.55636114,2.0678089,0.6121535,5.0650764,53.972626,0.56568545,-11.309933,2.2507837,1.2351097,1.822335,0.5487465,5.0650764,1.3,2.75,1,0.9808
6,FINLAND - VEIKKAUSLIIGA,2024-05-31,12:00,Ilves,KuPS,2.15,3.3,2.88,2.0,1.85,1.8,1.95,1.5454545,1.3726971,0.88821584,0.5062621,0.48662403,0.9612096,0.49835387,0.09544595,0.19152245,1.9090909,1.7296634,0.90601414,1.6363636,1.7200807,1.0511605,0.27272728,2.2193737,8.137704,0.5104782,0.09440681,1.2097845,3.644628,0.90601414,1.4876033,1.8920888,1.9090909,0.9958592,0.52164054,0.59825295,0.37902683,0.6335561,0.35088328,0.14118305,0.40236473,1.6363636,0.88139635,0.5386311,0.90909094,0.7925271,0.8717798,0.72727275,0.9620914,1.3228756,0.43560347,0.08887691,1.9338843,0.7457969,2.0661156,0.3487119,0.4651163,0.3030303,0.3472222,0.5,0.5405405,0.5555556,0.51282054,1.5348837,1.3395349,0.6515151,0.8727273,0.7465278,1.1458334,0.6060606,0.56060606,0.18401162,0.21100917,0.14512922,0.067961164,0.24528302,0.7465278,0.8727273,0.6515151,1.075,1.44,0.6060606,1.1111112,8.33,-0.364,2.369,-0.13805522,-0.05042017,0.25810325,0.3457383,0.20957579,0.5819221,0.23761606,1.4254122,29.898901,0.21213204,4.289153,1.7425711,1.5067829,1.1564845,0.8646895,1.4254122,0.42,1.15,1,0.6597
7,FINLAND - YKKONEN,2024-05-31,13:00,Jazz Pori,Atlantis,2.3,3.75,2.45,1.48,2.6,1.44,2.63,2.0,1.4142135,0.70710677,0.42923978,0.19060381,0.44404975,0.4055779,0.24815723,0.6118608,3.0,2.1602468,0.7200823,2.0,1.4142135,0.70710677,1.0,3.2659864,3.2659864,0.74820715,0.05385884,1.8741035,7.0,0.9258201,0.6666667,4.2426405,3.0,0.0,0.0,0.566127,0.34108558,0.60248953,0.39138457,0.17202139,0.4395201,1.3333334,0.47140452,0.35355338,0.33333334,0.47140452,1.4142135,1.0,0.0,0.0,0.4418896,0.10229196,2.1818182,0.28808054,0.24242425,0.6481812,0.4347826,0.26666668,0.40816328,0.6756757,0.3846154,0.6944444,0.38022813,1.6304348,1.0652174,0.61333334,0.6533333,0.93877554,1.5306122,0.39466667,0.6933333,0.19947799,0.23966943,0.031578947,0.20967741,0.4340344,0.93877554,0.6533333,0.61333334,1.554054,1.6554054,0.39466667,1.0277778,8.5,-1.0,1.414,-0.17058824,-0.15294118,0.27058825,0.2882353,0.28143233,0.7973916,0.37636244,1.9532025,35.942112,1.5839192,-29.248827,1.7125111,1.6592724,1.0320855,0.96891195,1.9532025,1.3,1.45,1,0.8387
8,BAHRAIN - PREMIER LEAGUE,2024-05-31,13:00,Al-Hidd,Malkia,1.82,3.7,3.85,1.62,2.2,1.57,2.25,1.5454545,1.3726971,0.88821584,0.41662335,0.31292972,0.7511094,0.4709853,0.090780094,0.19274507,1.2727273,0.9620914,0.75592893,1.4545455,1.5587662,1.0716518,-0.18181819,1.5266232,-8.396428,0.40393096,0.12643743,0.83832914,2.1487603,0.51478153,2.6694214,0.9024436,0.33333334,0.47140452,1.4142135,0.7272368,0.5169835,0.71088743,0.41944444,0.004166667,0.009933775,1.3333334,0.94280905,0.70710677,2.0,0.8164966,0.4082483,-0.6666667,0.47140452,-0.70710677,0.2497416,0.013925946,1.8181819,0.6913933,2.5454545,0.641533,0.5494506,0.27027026,0.25974026,0.61728394,0.45454547,0.6369427,0.44444445,2.032967,2.1153846,0.4918919,1.0405406,0.47272727,0.96103895,0.43783784,0.5945946,0.37284628,0.34057972,0.3580247,0.01986755,0.39097744,0.47272727,1.0405406,0.4918919,1.1234568,2.3765433,0.43783784,1.0318471,9.37,1.212,1.844,-0.20064034,0.016008537,0.19423692,0.4108858,0.36217996,1.1312088,0.4334255,2.7708843,43.22853,0.8202439,-16.17216,1.9080919,1.3286713,1.4360902,0.6963351,2.7708843,0.15,1.88,1,0.9059
9,BELARUS - VYSSHAYA LIGA,2024-05-31,13:30,BATE,Slutsk,2.0,3.62,3.62,1.9,1.91,1.75,2.03,1.5454545,1.3726971,0.88821584,0.40550035,0.25037137,0.6174381,0.44681486,0.18737088,0.4193479,1.8181819,1.1922616,0.65574384,1.5454545,0.9875255,0.63898706,0.27272728,1.5427784,5.656854,0.5684162,0.17044234,1.2342081,2.479339,0.87432516,2.2479339,0.6789238,0.72727275,1.1354542,1.5612495,0.6769212,1.0327635,1.5256776,0.5830259,0.16920389,0.29021677,1.1818181,1.5266232,1.2917582,1.8181819,1.1922616,0.65574384,-0.6363636,0.97912085,-1.5386186,0.25322518,0.12236881,1.1818181,1.5266232,1.322314,1.6393596,0.5,0.2762431,0.2762431,0.5263158,0.5235602,0.5714286,0.49261084,1.81,1.81,0.5524862,1.0,0.5524862,1.0,0.5248619,0.5276243,0.30065957,0.28825623,0.28825623,0.0,0.3115942,0.5524862,1.0,0.5524862,1.0526316,1.9052632,0.5248619,1.0857143,9.24,0.818,2.508,-0.17532468,0.0,0.21645021,0.3917749,0.30367124,0.93530744,0.34651306,2.2910259,39.007473,0.014142135,-0.28647652,1.7762431,1.3287293,1.3367983,0.748056,2.2910259,0.0,1.62,1,0.8708
10,NORWAY - OBOS-LIGAEN,2024-05-31,14:00,Lyn,Mjondalen,1.7,3.8,4.5,1.6,2.3,1.62,2.2,1.7142857,1.1605769,0.6770032,0.6478163,0.33757016,0.5210894,0.3080935,0.19083081,0.6193926,2.142857,1.4568627,0.6798693,0.85714287,0.63887656,0.74535596,1.2857143,1.9794866,1.5396007,0.46652594,0.1461674,1.3046916,5.4545455,0.57233894,0.46753246,1.1712737,0.54545456,0.8907235,1.6329932,0.49164653,0.5088672,1.0350267,0.5433203,0.07014219,0.12909915,0.8181818,0.83319557,1.0183501,1.6363636,1.2984415,0.793492,-0.8181818,1.0285189,-1.2570788,0.22516808,0.05918788,1.338843,0.50917506,3.2727273,0.64922076,0.5882353,0.2631579,0.22222222,0.625,0.4347826,0.61728394,0.45454547,2.235294,2.6470587,0.4473684,1.1842105,0.37777779,0.84444445,0.42105263,0.6052632,0.45755666,0.38181818,0.4516129,0.084337346,0.4074074,0.37777779,1.1842105,0.4473684,1.0625,2.8125,0.42105263,0.9876543,10.0,1.169,2.051,-0.21,0.07,0.17,0.45,0.43714985,1.4571662,0.5075725,3.5693138,46.397182,0.98994946,-19.290047,1.9869281,1.254902,1.5833334,0.6315789,3.5693138,0.7,2.1,1,0.9618
