,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SWEDEN - SUPERETTAN,01/09/2023,14:00,Orgryte,Orebro,2.3,3.25,2.8,1.83,2.03,1.67,1.13,2.1,1.5,1.6,1.0,1.8,0.435,0.308,0.357,0.546,0.885,0.143,0.5,-0.2,1,0.658
2,BELGIUM - JUPILER PRO LEAGUE,01/09/2023,15:45,Leuven,Kortrijk,1.7,4.2,4.2,1.48,2.6,1.5,1.25,2.5,1.7,1.5,1.4,2.0,0.588,0.238,0.238,0.676,0.8,0.465,0.3,-0.5,1,0.5643
3,SPAIN - LALIGA2,01/09/2023,16:30,Albacete,Valladolid,2.1,3.4,3.5,2.25,1.62,2.0,1.06,1.73,1.6,1.5,0.6,2.1,0.476,0.294,0.286,0.444,0.943,0.249,1.0,-0.6,1,0.7203
4,URUGUAY - PRIMERA DIVISION,01/09/2023,19:00,Wanderers,Montevideo City,2.7,3.2,2.55,2.1,1.7,1.83,1.08,1.83,1.0,0.9,1.4,1.3,0.37,0.312,0.392,0.476,0.926,0.094,-0.4,-0.4,1,0.5536
