Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PORTUGAL - LIGA PORTUGAL 2,07/01/2024,08:00,AVS,Leixoes,1.65,3.5,5.75
2,SAN MARINO - CAMPIONATO SAMMARINESE,07/01/2024,11:00,Folgore,Pennarossa,1.42,4.25,5.7
3,ENGLAND - FA CUP,07/01/2024,11:00,Luton,Bolton,1.75,3.8,4.5
4,ENGLAND - FA CUP,07/01/2024,11:00,Nottingham,Blackpool,1.4,5.0,7.0
5,ENGLAND - FA CUP,07/01/2024,11:00,Manchester City,Huddersfield,1.04,17.0,29.0
6,CAMEROON - ELITE ONE,07/01/2024,11:30,Bamboutos FC,Dynamo Douala,2.05,3.1,3.35
7,NIGERIA - NPFL,07/01/2024,12:00,Enyimba,Sporting Lagos,1.25,4.85,12.5
8,NIGERIA - NPFL,07/01/2024,12:00,Niger Tornadoes,Heartland,1.39,3.95,8.5
9,SENEGAL - LIGUE 1,07/01/2024,13:30,Teungueth,Pikine,2.25,2.7,3.4
10,ITALY - SERIE C,07/01/2024,14:30,Brindisi,Potenza,2.62,2.9,2.82
11,PORTUGAL - LIGA PORTUGAL,07/01/2024,15:00,Rio Ave,Portimonense,1.8,3.6,4.5
12,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Montego Bay,Lime Hall Academy,1.65,3.6,4.9
13,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Cavalier,Harbour View,1.65,3.55,4.85
14,JAMAICA - PREMIER LEAGUE,07/01/2024,19:00,Cavalier,Arnett Gardens,2.25,3.1,3.1
15,JAMAICA - PREMIER LEAGUE,07/01/2024,18:00,Waterhouse,Tivoli,2.22,3.3,3.0
16,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Cavalier,Harbour View,1.65,3.55,4.85
17,JAMAICA - PREMIER LEAGUE,07/01/2024,19:00,Cavalier,Arnett Gardens,2.25,3.1,3.1
