,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,CHINA - SUPER LEAGUE,25/08/2023,08:35,Henan Songshan Longmen,Shanghai Port,4.33,4.33,1.7,1.67,2.15,1.67,2.1,1.4,1.1135529,0.76,2.6,0.8,0.766,0.23094688,0.23094688,0.5882353,0.5988024,0.4651163,0.48116192,-1.2,1.914,1,0.8336
2,CHINA - SUPER LEAGUE,25/08/2023,08:35,Shenzhen,Shandong Taishan,17.0,9.0,1.13,1.33,3.4,2.05,1.7,1.0,1.3416408,0.754,1.2,0.9797959,0.887,0.05882353,0.11111111,0.88495576,0.7518797,0.29411766,1.0742021,-0.2,2.321,1,0.9659
3,INDONESIA - LIGA 1,25/08/2023,09:00,Dewa United,Persija Jakarta,2.8,3.32,2.38,1.94,1.84,1.71,2.08,1.4,1.356466,0.855,1.1,1.3,1.308,0.35714287,0.30120483,0.42016807,0.5154639,0.54347825,0.1351726,0.3,2.656,1,0.5089
4,ARMENIA - PREMIER LEAGUE,25/08/2023,10:00,Alashkert,Noah,1.87,3.48,3.9,1.98,1.81,1.8,1.96,1.6,1.4282857,1.105,1.0,1.3416408,1.301,0.53475934,0.28735632,0.25641027,0.5050505,0.5524862,0.34648207,0.6,2.77,1,0.5178
5,RUSSIA - PREMIER LEAGUE,25/08/2023,11:30,Orenburg,CSKA Moscow,4.21,4.21,1.85,1.64,2.47,1.55,2.38,1.8,1.2489996,0.564,1.6,1.4282857,0.732,0.2375297,0.2375297,0.5405405,0.6097561,0.4048583,0.42193982,0.2,2.677,1,0.9242
6,ROMANIA - LIGA 1,25/08/2023,12:30,Otelul,FC Voluntari,2.63,3.1,2.63,2.5,1.5,2.0,1.73,1.9,1.3747727,0.966,1.5,1.2845232,0.408,0.38022813,0.32258064,0.38022813,0.4,0.6666667,0.07527524,0.4,2.659,1,0.8217
7,GEORGIA - CRYSTALBET EROVNULI LIGA,25/08/2023,13:00,Telavi,Dinamo Tbilisi,8.25,4.85,1.33,1.69,2.14,1.95,1.81,0.8,0.8717798,1.126,1.8,1.2489996,0.54,0.121212125,0.20618556,0.7518797,0.591716,0.46728972,0.7767219,-1.0,2.121,1,0.5046
8,POLAND - DIVISION 1,25/08/2023,13:00,Tychy,Legnica,2.55,3.3,2.38,1.93,1.93,1.73,2.0,1.1,1.0440307,0.792,0.6,0.9165151,0.95,0.39215687,0.3030303,0.42016807,0.5181347,0.5181347,0.13433507,0.5,1.961,1,0.7573
9,POLAND - EKSTRAKLASA,25/08/2023,13:00,Stal Mielec,Radomiak Radom,3.4,3.4,2.1,1.98,1.88,1.8,1.95,1.2,0.9797959,1.188,1.4,1.356466,1.036,0.29411766,0.29411766,0.47619048,0.5050505,0.5319149,0.24190494,-0.2,2.336,1,0.8458
10,SERBIA - SUPER LIGA,25/08/2023,13:30,Radnicki Nis,Radnicki 1923,1.87,3.44,4.09,2.11,1.72,1.9,1.86,1.0,1.3416408,1.049,0.7,1.1874342,0.8,0.53475934,0.29069766,0.24449877,0.47393364,0.5813953,0.3570579,0.3,2.529,1,0.6552
