,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,29/11/2023,07:00,Gyeongnam,Bucheon FC 1995,2.05,3.25,3.4,2.0,1.8,1.8,1.91,1.1,1.3,1.113,1.2,1.2489996,0.89,0.4878049,0.30769232,0.29411766,0.5,0.5555556,0.2430572,-0.1,2.549,1,0.8083
2,NORTH MACEDONIA - 1. MFL,29/11/2023,09:00,KF Gostivar,Shkupi,2.9,2.87,2.52,2.4,1.45,2.0,1.65,1.3333334,1.2472191,0.691,1.6,1.2,0.835,0.3448276,0.34843206,0.3968254,0.41666666,0.6896552,0.06524665,-0.267,2.447,1,0.9415
3,NORTH MACEDONIA - 1. MFL,29/11/2023,09:00,Makedonija GP,Sileks,2.15,3.05,3.35,2.18,1.53,1.91,1.7,2.1,1.1357816,0.965,0.9,0.83066237,0.92,0.4651163,0.32786885,0.29850745,0.4587156,0.6535948,0.1995866,1.2,1.966,1,0.5348
4,NORTH MACEDONIA - 1. MFL,29/11/2023,09:00,Vardar,Struga,3.8,3.15,1.95,2.2,1.53,1.98,1.65,1.1666666,1.3437096,1.086,1.9,1.3747727,0.764,0.2631579,0.31746033,0.51282054,0.45454547,0.6535948,0.29414532,-0.733,2.718,1,0.9025
5,SERBIA - PRVA LIGA,29/11/2023,09:00,Mladost GAT,Smederevo,2.27,2.9,3.05,2.27,1.5,2.12,1.69,0.8,0.8717798,1.34,1.4285715,1.0497813,0.995,0.44052863,0.3448276,0.32786885,0.44052863,0.6666667,0.13365686,-0.629,1.922,1,0.8983
6,ESTONIA - MEISTRILIIGA,29/11/2023,13:00,Viimsi JK,Tammeka,3.25,3.6,1.9,1.46,2.45,1.44,2.7,2.2,0.9797959,0.863,0.2,0.4,1.181,0.30769232,0.2777778,0.5263158,0.6849315,0.40816328,0.29894122,2.0,1.38,1,0.5012
7,EGYPT - PREMIER LEAGUE,29/11/2023,14:00,Future FC,Zamalek,3.1,3.1,2.25,1.93,1.7,1.72,1.88,1.5,1.2845232,1.242,1.5,1.2845232,0.585,0.32258064,0.32258064,0.44444445,0.5181347,0.5882353,0.15816863,0.0,2.569,1,0.9149
8,NORWAY - OBOS-LIGAEN,29/11/2023,15:00,Kristiansund,Bryne,1.65,4.2,4.5,1.6,2.3,1.62,2.2,1.8,1.2489996,0.771,1.2,1.4696939,0.889,0.6060606,0.23809524,0.22222222,0.625,0.4347826,0.4988483,0.6,2.719,1,0.7233
9,ENGLAND - CHAMPIONSHIP,29/11/2023,16:45,Blackburn,Birmingham,1.8,3.75,4.5,1.62,2.25,1.57,2.25,1.6,1.4282857,0.725,0.6,1.2,1.249,0.5555556,0.26666668,0.22222222,0.61728394,0.44444445,0.42446676,1.0,2.628,1,0.5585
10,ENGLAND - CHAMPIONSHIP,29/11/2023,16:45,Southampton,Bristol City,1.6,4.33,5.25,1.73,2.08,1.8,1.91,1.2,1.2489996,1.304,1.3,1.4177446,0.879,0.625,0.23094688,0.1904762,0.5780347,0.48076922,0.56190014,-0.1,2.667,1,0.7548
11,ENGLAND - CHAMPIONSHIP,29/11/2023,16:45,Sheffield Wed,Leicester,5.25,4.2,1.62,1.8,2.0,1.8,1.91,1.1,1.3,1.107,2.7,0.9,0.704,0.1904762,0.23809524,0.61728394,0.5555556,0.5,0.547783,-1.6,2.2,1,0.8016
12,BRAZIL - SERIE A,29/11/2023,19:30,Flamengo RJ,Atletico-MG,1.91,3.4,4.2,2.15,1.67,1.95,1.8,1.5,1.2845232,1.21,1.5,1.2845232,0.905,0.5235602,0.29411766,0.23809524,0.4651163,0.5988024,0.35093075,0.0,2.569,1,0.6859
13,COLOMBIA - PRIMERA A,29/11/2023,20:15,Aguilas,Junior,2.63,3.3,2.75,2.1,1.7,1.83,1.83,2.6,0.8,0.358,1.2,1.2489996,1.524,0.38022813,0.3030303,0.36363637,0.47619048,0.5882353,0.09507963,1.4,2.049,1,0.7044
14,BRAZIL - SERIE A,29/11/2023,21:30,Coritiba,Botafogo RJ,4.75,3.6,1.75,1.95,1.9,1.8,1.95,0.9,1.3747727,0.867,1.3,1.1874342,1.044,0.21052632,0.2777778,0.5714286,0.51282054,0.5263158,0.44361246,-0.4,2.562,1,0.9548
15,BRAZIL - SERIE A,29/11/2023,21:30,Palmeiras,America MG,1.2,7.5,12.0,1.44,2.7,2.05,1.7,2.1,1.3747727,1.274,0.5,0.5,0.367,0.8333333,0.13333334,0.083333336,0.6944444,0.37037036,0.9782209,1.6,1.875,1,0.6327
16,MEXICO - LIGA MX,29/11/2023,22:06,Club Leon,Club America,3.0,3.6,2.2,1.57,2.35,1.5,2.5,1.8,1.2489996,0.867,2.8,0.6,0.625,0.33333334,0.2777778,0.45454547,0.6369427,0.42553192,0.20777546,-1.0,1.849,1,0.5433
17,COLOMBIA - PRIMERA A,29/11/2023,22:30,Dep. Cali,Deportes Tolima,2.75,3.3,2.6,2.1,1.7,1.83,1.83,2.0,1.0,0.82,1.6,1.4282857,1.398,0.36363637,0.3030303,0.3846154,0.47619048,0.5882353,0.09871321,0.4,2.428,1,0.5429
