Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,18/05/2024,08:30,SCOTLAND - PREMIERSHIP,Hearts,Rangers,4.2,4.33,1.7,1.5,1.5,2.5,1.03,1.25,1.14,3.75,1.29
2,18/05/2024,08:30,ESTONIA - MEISTRILIIGA,Tammeka,Paide,4.35,3.75,1.62,1.7,1.73,2.05,1.01,1.37,1.23,5.29,1.12
3,18/05/2024,08:30,THAILAND - THAI LEAGUE 1,Trat FC,Lamphun Warrior,3.55,3.8,1.87,1.6,1.57,2.27,1.04,1.31,1.19,4.0,1.2
4,18/05/2024,10:00,POLAND - DIVISION 1,Zaglebie Sosnowiec,Legnica,3.5,3.5,1.83,1.95,1.72,2.0,1.06,1.4,1.29,5.2,1.13
5,18/05/2024,10:00,AZERBAIJAN - PREMIER LEAGUE,Sabail,Neftci Baku,4.15,3.65,1.75,1.7,1.65,1.98,1.01,1.33,1.23,3.6,1.2
6,18/05/2024,13:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Lausanne,4.0,4.0,1.75,1.57,1.62,2.2,1.03,1.3,1.17,4.33,1.2
7,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Arenteiro,Celta Vigo B,3.5,3.5,1.85,2.1,2.0,1.73,1.02,1.44,1.3,7.0,1.03
8,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Algeciras,Castellon,3.75,3.3,1.8,1.9,1.75,1.95,1.06,1.4,1.29,5.3,1.12
9,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Granada CF B,Recreativo Huelva,4.5,3.4,1.67,2.25,2.18,1.6,1.09,1.52,1.42,6.9,1.07
10,18/05/2024,18:30,PARAGUAY - PRIMERA DIVISION,Tacuary,Libertad Asuncion,5.75,3.9,1.55,1.83,1.83,1.83,1.05,1.36,1.25,6.0,1.13
11,18/05/2024,21:00,BRAZIL - SERIE A,Vasco,Flamengo RJ,4.1,3.7,1.75,2.08,2.0,1.75,1.06,1.44,1.36,8.0,1.08
12,18/05/2024,23:30,USA - USL CHAMPIONSHIP,Las Vegas Lights,Louisville City,4.35,4.05,1.65,1.65,1.7,2.05,1.04,1.33,1.21,4.3,1.18
