,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,INDONESIA - LIGA 1,2024-04-30,05:00,Persija Jakarta,PSIS Semarang,3.05,3.7,2.05,1.62,1.57,2.12,2.02,1.7272727,1.2128786,0.70219284,0.37504175,0.33055842,0.881391,0.52017605,0.20261352,0.38950953,1.5454545,1.233151,0.7979212,0.72727275,0.6165755,0.84779125,0.8181818,1.5266232,1.8658729,0.577107,0.08019093,1.0612807,2.5289257,0.7535922,0.8595041,0.52171767,0.8181818,1.1134044,1.3608277,0.36614895,0.4466531,1.2198672,0.611309,0.15142027,0.24769843,1.0,1.2792042,1.2792042,1.7272727,0.86243933,0.499307,-0.72727275,1.6564425,-2.2776084,0.33629268,0.12071926,0.90909094,1.4071248,2.9834712,0.499307,0.32786885,0.27027026,0.4878049,0.61728394,0.4950495,0.6369427,0.4716981,1.2131147,0.6721311,0.8243243,0.5540541,1.4878049,1.804878,0.43783784,0.54594594,0.25422752,0.096296296,0.19607843,0.28695652,0.39097744,1.4878049,0.5540541,0.8243243,1.8827161,1.2654321,0.43783784,1.0318471,8.8,0.909,2.326,-0.07386363,-0.1875,0.3465909,0.23295455,0.2833513,0.8311638,0.36250824,2.0359273,18.004162,0.56568545,-11.309933,1.4714115,1.7912835,0.8214286,1.2173913,2.0359273,1.65,0.65,1.0,0.5473
2,INDONESIA - LIGA 1,2024-04-30,05:00,PSS Sleman,Persib Bandung,2.07,3.55,3.05,1.47,1.42,2.45,2.32,1.2727273,1.1354542,0.8921426,0.53857964,0.3449337,0.64045066,0.39349833,0.09969136,0.25334632,1.6363636,1.1499192,0.7027284,1.4545455,0.8907235,0.61237246,0.18181819,1.1134044,6.1237245,0.41444722,0.099853806,1.0254054,2.5289257,0.74406534,2.5123968,0.51568204,2.090909,0.9958592,0.47628048,0.63538235,0.38763553,0.6100823,0.3166632,0.11034613,0.34846526,2.1818182,1.465865,0.6718548,1.0,0.8528029,0.8528029,1.1818181,1.465865,1.2403474,0.4557838,0.1310024,3.3719008,0.94850093,1.9090909,0.44670627,0.4830918,0.28169015,0.32786885,0.6802721,0.43103448,0.70422536,0.40816328,1.7149758,1.4734299,0.5830986,0.85915494,0.6786885,1.1639345,0.4140845,0.6535211,0.23652221,0.26334518,0.19140625,0.07575758,0.41434264,0.6786885,0.85915494,0.5830986,1.4081633,2.0748298,0.4140845,1.0352113,8.67,-0.818,2.131,-0.17070358,-0.057670128,0.23875433,0.35178778,0.26050562,0.7528612,0.37046582,1.8441259,36.501442,1.2020816,-23.025492,1.7771442,1.4666983,1.211663,0.82531196,1.8441259,0.5,1.48,1.0,0.6549
3,INDONESIA - LIGA 1,2024-04-30,05:00,PSM Makassar,RANS Nusantara,2.07,3.75,2.92,1.57,1.52,2.2,2.12,1.7272727,1.2128786,0.70219284,0.38937128,0.30405816,0.7808952,0.48372477,0.13196781,0.27281588,1.7272727,1.354515,0.78419286,0.90909094,0.8999541,0.98994946,0.8181818,1.6958871,2.0727508,0.55242145,0.09943522,1.139847,2.9834712,0.78419286,0.90909094,0.8999541,0.72727275,1.1354542,1.5612495,0.6463944,0.64296055,0.9946878,0.48228866,0.11073101,0.22959489,1.0909091,0.9958592,0.91287094,2.1818182,1.2662171,0.5803495,-1.0909091,1.6762809,-1.5365907,0.26730445,0.07308439,0.9917355,1.0954452,3.768595,0.73307306,0.4830918,0.26666668,0.34246576,0.6369427,0.4716981,0.65789473,0.45454547,1.8115942,1.410628,0.552,0.7786667,0.7089041,1.2842466,0.41866666,0.5653333,0.24628645,0.28865978,0.17034069,0.12443778,0.40977442,0.7089041,0.7786667,0.552,1.3184713,1.8598726,0.41866666,1.0328947,8.74,1.0,2.348,-0.19221967,-0.094965674,0.23684211,0.3340961,0.28833634,0.8400198,0.3724455,2.05762,40.03026,0.7778175,-15.376251,1.7917411,1.5104891,1.1861993,0.8430286,2.05762,0.83,1.68,1.0,0.8317
4,INDONESIA - LIGA 1,2024-04-30,05:00,Persita,Bali United,1.6,4.3,4.3,1.39,1.45,2.37,2.57,1.7272727,1.2128786,0.70219284,0.72890294,0.50660646,0.6950259,0.31864333,0.13218309,0.4148309,1.9090909,1.0833068,0.5674465,1.5454545,1.0756508,0.6960094,0.36363637,1.2264307,3.3726845,0.40574774,0.1023544,1.1574193,1.9090909,1.0833068,3.3719008,0.49300665,1.4545455,1.233151,0.84779125,0.41456595,0.27663827,0.6672962,0.46525517,0.15643375,0.33623213,1.3636364,0.88139635,0.6463573,1.1818181,1.1922616,1.0088367,0.18181819,0.9359664,5.147815,0.47079548,0.12952086,1.7355372,0.6925257,1.3966942,1.0088367,0.625,0.23255815,0.23255815,0.7194245,0.38910505,0.6896552,0.42194092,2.6875,2.6875,0.37209302,1.0,0.37209302,1.0,0.3232558,0.5976744,0.5091169,0.45762712,0.45762712,0.0,0.5114235,0.37209302,1.0,0.37209302,1.1510792,3.0935252,0.3232558,0.95862067,10.2,0.273,2.446,-0.2647059,0.0,0.15686275,0.42156863,0.45848402,1.5588458,0.5597015,3.8183765,53.471146,1.668772,-30.540606,2.1075583,1.3226744,1.5934066,0.6275862,3.8183765,0.0,2.7,1.0,0.9492
5,INDONESIA - LIGA 1,2024-04-30,05:00,Dewa United,Borneo,1.85,3.8,3.5,1.5,1.47,2.32,2.27,1.6363636,1.06794,0.65263003,0.6055559,0.26187816,0.43245912,0.27246758,0.10878081,0.39924315,2.1818182,1.2662171,0.5803495,1.5454545,1.233151,0.7979212,0.6363636,2.1436048,3.3685217,0.4949639,0.13888566,1.3383911,3.1735537,0.8705243,2.3884296,0.7979212,2.090909,1.2398347,0.5929644,0.4440961,0.25603312,0.5765264,0.4172358,0.1375099,0.32957357,1.2727273,0.74965554,0.58901507,0.8181818,0.83319557,1.0183501,0.45454547,0.78202957,1.7204651,0.43415526,0.10044247,1.1570247,0.82462114,1.7107438,0.39848486,0.5405405,0.2631579,0.2857143,0.6666667,0.44052863,0.6802721,0.43103448,2.054054,1.8918918,0.4868421,0.92105263,0.5285714,1.0857143,0.39473686,0.5973684,0.34637117,0.34513274,0.3084112,0.04109589,0.43396226,0.5285714,0.92105263,0.4868421,1.2333333,2.3333333,0.39473686,1.0204082,9.15,-0.455,2.308,-0.21311475,-0.032786883,0.2021858,0.38251367,0.3442623,1.05,0.4340629,2.5719643,44.274776,1.0889444,-21.056705,1.9073359,1.3976834,1.3646408,0.7327935,2.5719643,0.3,1.95,1.0,0.8557
6,INDONESIA - LIGA 1,2024-04-30,05:00,Madura United,Arema FC,1.65,4.2,4.05,1.42,1.47,2.35,2.47,1.5454545,1.3726971,0.88821584,0.47064757,0.33904523,0.7203803,0.43050167,0.14065175,0.32671592,1.8181819,1.2662171,0.6964194,1.4545455,1.1570839,0.79549515,0.36363637,1.7721444,4.8733974,0.53572416,0.08813788,1.176953,2.3140495,0.99488485,0.7933884,2.1213202,1.1818181,1.4024771,1.1867114,0.8422653,0.5497927,0.6527548,0.32624376,0.115306474,0.35343656,1.5454545,0.9875255,0.63898706,2.090909,1.3787047,0.6593805,-0.54545456,1.6160353,-2.9627314,0.2728639,0.09222183,1.4049587,1.0862781,3.9917355,0.72217864,0.6060606,0.23809524,0.24691358,0.70422536,0.4048583,0.6802721,0.42553192,2.5454545,2.4545455,0.39285713,0.96428573,0.4074074,1.037037,0.33809525,0.58809525,0.4713353,0.43589744,0.42105263,0.018181818,0.49466193,0.4074074,0.96428573,0.39285713,1.1619718,2.8521128,0.33809525,0.9659864,9.9,0.364,2.775,-0.25757575,-0.015151516,0.16666667,0.4090909,0.43360874,1.4309088,0.5298704,3.5049965,51.89242,1.4849242,-27.699472,2.0650954,1.3468014,1.5333333,0.65217394,3.5049965,0.15,2.55,1.0,0.9397
7,CHINA - SUPER LEAGUE,2024-04-30,09:00,Meizhou Hakka,Qingdao West Coast,2.2,3.3,3.5,2.15,1.95,1.8,1.67,1.6363636,1.2984415,0.793492,0.37975052,0.42076913,1.1080146,0.53508115,0.14022858,0.26206976,1.5454545,1.6713433,1.0814574,1.2727273,1.1354542,0.8921426,0.27272728,2.048987,7.512952,0.47569835,0.1983553,1.0105765,1.8264463,1.4142135,0.34710744,4.163332,0.75,1.299038,1.7320508,0.7424655,0.46362573,0.6244407,0.33958334,0.014163943,0.04170977,1.25,0.8291562,0.66332495,2.5,1.118034,0.4472136,-1.25,1.47902,-1.183216,0.17569445,0.06246527,1.3636364,0.76005983,5.4545455,0.5124322,0.45454547,0.3030303,0.2857143,0.4651163,0.5988024,0.51282054,0.5555556,1.5,1.5909091,0.6666667,1.060606,0.62857145,0.94285715,0.6515151,0.5060606,0.21806943,0.2,0.22807017,0.029411765,0.21100917,0.62857145,1.060606,0.6666667,1.0232558,1.6279069,0.6515151,1.1025641,9.0,0.886,2.597,-0.12222222,0.022222223,0.24444444,0.3888889,0.23333333,0.7,0.25551358,1.7146428,28.810793,0.6788225,13.495733,1.6493506,1.3116883,1.2574258,0.79527557,1.7146428,0.2,1.1,1.0,0.7751
8,CHINA - SUPER LEAGUE,2024-04-30,09:00,Zhejiang Professional,Henan Songshan Longmen,1.8,3.6,4.5,1.65,1.62,2.2,2.2,1.9090909,1.2398347,0.64943725,0.43118802,0.32084367,0.7440922,0.44278905,0.18949987,0.42796874,1.9090909,1.6762809,0.8780519,0.8181818,0.83319557,1.0183501,1.0909091,1.781447,1.6329932,0.5292396,0.15611804,1.2191652,0.8677686,3.6878178,1.338843,0.50917506,0.8181818,1.1134044,1.3608277,0.6321615,0.4914718,0.7774466,0.39439866,0.08068439,0.20457572,1.2727273,1.0523489,0.82684547,2.2727273,1.4826823,0.6523802,-1.0,1.9069252,-1.9069252,0.25641528,0.113976546,1.7355372,0.77172244,2.892562,1.1649648,0.5555556,0.2777778,0.22222222,0.6060606,0.45454547,0.61728394,0.45454547,2.0,2.5,0.5,1.25,0.4,0.8,0.45833334,0.6111111,0.41442147,0.33333334,0.42857143,0.11111111,0.37142858,0.4,1.25,0.5,1.0909091,2.7272727,0.45833334,1.0185186,9.9,1.091,2.353,-0.18181819,0.09090909,0.18181819,0.45454547,0.41659778,1.3747727,0.48244613,3.3674917,41.987213,0.7778175,-15.376251,1.8888888,1.2222222,1.5454545,0.64705884,3.3674917,0.9,1.8,1.0,0.9442
9,VENEZUELA - LIGA FUTVE,2024-04-30,17:00,Inter de Barinas,La Guaira,2.25,3.0,3.2,2.2,1.9,1.72,1.53,1.1666666,1.3437096,1.1517512,0.38113645,0.17642403,0.46288937,0.42698103,0.043269396,0.10133798,0.8333333,0.37267798,0.4472136,1.1666666,1.0671874,0.91473204,-0.33333334,1.1055416,-3.3166249,0.32320747,0.046332143,0.5782704,1.2121212,0.2562161,1.1666666,1.0671874,1.2727273,1.1354542,0.8921426,0.5383221,0.2363808,0.4391066,0.3332203,0.088782296,0.26643726,1.4545455,0.6555548,0.4506939,1.5454545,0.4979296,0.32218975,-0.09090909,0.8999541,-9.899495,0.37389693,0.06670533,1.8512397,0.5150788,2.107438,0.36514837,0.44444445,0.33333334,0.3125,0.45454547,0.6535948,0.5263158,0.5813953,1.3333334,1.4222223,0.75,1.0666667,0.703125,0.9375,0.73333335,0.51,0.159363,0.14285715,0.17431192,0.032258064,0.15384616,0.703125,1.0666667,0.75,1.0227273,1.4545455,0.73333335,1.1578947,8.45,-0.106,2.479,-0.088757396,0.02366864,0.2662722,0.37869823,0.1778104,0.5008326,0.19235462,1.2267845,20.556046,0.94752306,18.52085,1.6458334,1.3819444,1.1909548,0.83966243,1.2267845,0.2,0.75,1.0,0.5559
10,USA - MLS,2024-04-30,20:30,Philadelphia Union,Seattle Sounders,2.1,3.4,3.5,2.2,1.95,1.8,1.65,1.6363636,1.06794,0.65263003,0.38457158,0.32719833,0.8508126,0.50537336,0.1727773,0.34188053,1.6363636,1.2984415,0.793492,1.0,0.8528029,0.8528029,0.6363636,1.1499192,1.8070158,0.5483639,0.05115853,1.0923638,1.785124,1.1902381,1.4545455,0.586302,0.90909094,1.0833068,1.1916375,0.39843756,0.32917956,0.82617605,0.51307684,0.065890975,0.1284232,0.90909094,0.7925271,0.8717798,1.1818181,1.1134044,0.94211143,-0.27272728,1.0523489,-3.8586123,0.31012473,0.068492234,1.4049587,0.51281166,2.1487603,0.61237246,0.47619048,0.29411766,0.2857143,0.45454547,0.6060606,0.51282054,0.5555556,1.6190476,1.6666666,0.61764705,1.0294118,0.6,0.9714286,0.64705884,0.4852941,0.24964708,0.23636363,0.25,0.014492754,0.21428572,0.6,1.0294118,0.61764705,0.95454544,1.5909091,0.64705884,1.1282052,9.0,0.727,2.151,-0.14444445,0.011111111,0.23333333,0.3888889,0.26034164,0.781025,0.26884738,1.9131126,33.02387,0.7778175,15.376251,1.7142857,1.3333334,1.2857143,0.7777778,1.9131126,0.1,1.3,1.0,0.8108
