,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,21/10/2023,04:00,Tai Po,Southern District,3.75,3.65,1.82
2,ROMANIA - LIGA 2,21/10/2023,05:00,CSC Dumbravita,Alexandria,2.1,3.25,3.35
3,ROMANIA - LIGA 2,21/10/2023,05:00,CSM Resita,Tunari,1.85,3.5,3.95
4,UZBEKISTAN - SUPER LEAGUE,21/10/2023,08:00,Olympic,Bunyodkor,2.0,3.3,3.45
5,MOLDOVA - SUPER LIGA,21/10/2023,09:00,Zimbru Chisinau,Floresti,1.53,3.8,5.2
6,MOLDOVA - SUPER LIGA,21/10/2023,09:00,Sheriff Tiraspol,Sparta Selemet,1.06,8.5,19.5
7,FINLAND - VEIKKAUSLIIGA,21/10/2023,09:00,KTP,Mariehamn,2.3,3.5,2.7
8,AUSTRIA - 2. LIGA,21/10/2023,09:30,Kapfenberg,Dornbirn,1.98,3.35,3.65
9,SAN MARINO - CAMPIONATO SAMMARINESE,21/10/2023,10:00,Cosmos,La Fiorita,2.5,2.92,2.72
10,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Floriana,Naxxar,1.31,5.1,7.6
11,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Birkirkara,Mosta,1.65,3.9,4.45
12,BULGARIA - PARVA LIGA,21/10/2023,10:30,Lok. Sofia,CSKA 1948 Sofia,5.5,3.8,1.62
13,SPAIN - PRIMERA RFEF,21/10/2023,11:00,Unionistas,Tarazona,1.62,3.3,5.5
14,PORTUGAL - TAÇA DE PORTUGAL,21/10/2023,11:00,Nacional,SC Mirandela,1.17,6.0,13.0
15,ITALY - SERIE C,21/10/2023,11:15,Pro Vercelli,Pergolettese,2.3,3.2,3.05
16,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/10/2023,12:00,Al Hazem,Al Raed,2.4,3.6,2.45
17,PORTUGAL - TAÇA DE PORTUGAL,21/10/2023,12:00,CD Rabo Peixe,Casa Pia,17.0,10.0,1.1
18,NIGERIA - NPFL,21/10/2023,12:00,Doma United,Enyimba,,,
19,NIGERIA - NPFL,21/10/2023,12:00,Niger Tornadoes,Bayelsa United,1.6,3.2,6.4
20,IVORY COAST - LIGUE 1,21/10/2023,12:30,Bouake,Academie de FAD,3.5,2.87,2.1
21,PORTUGAL - TAÇA DE PORTUGAL,21/10/2023,12:30,Malveira,AD Marco 09,7.0,3.6,1.44
22,BELGIUM - CHALLENGER PRO LEAGUE,21/10/2023,15:00,Waregem,RFC Liege,1.8,3.6,3.75
23,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,21/10/2023,15:00,Al Ahli SC,Al Wehda,1.29,4.75,9.0
24,ANDORRA - PRIMERA DIVISIÓ,21/10/2023,15:30,Atletic America,Pas de la Casa,4.0,3.9,1.65
25,USA - MLS,21/10/2023,22:00,St. Louis City,Seattle Sounders,2.38,3.6,2.8
