Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/04/2024,10:00,POLAND - EKSTRAKLASA,LKS Lodz,Lech Poznan,5.5,4.0,1.57,1.73,1.8,1.95,1.04,1.33,1.22,5.5,1.14
2,21/04/2024,11:00,NORTH MACEDONIA - 1. MFL,Tikves,Shkendija,4.0,3.3,1.87,1.95,1.75,1.85,1.03,1.42,1.31,7.47,1.06
3,21/04/2024,11:30,PORTUGAL - LIGA PORTUGAL 2,Vilaverdense,Maritimo,4.5,3.75,1.7,1.93,1.83,1.83,1.05,1.4,1.29,6.5,1.11
4,21/04/2024,11:30,SWITZERLAND - SUPER LEAGUE,Winterthur,Young Boys,3.8,4.0,1.85,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.22
5,21/04/2024,11:45,BULGARIA - PARVA LIGA,Lok. Sofia,Botev Plovdiv,3.8,3.5,1.95,2.1,1.91,1.8,1.06,1.44,1.36,8.0,1.08
6,21/04/2024,12:30,FINLAND - VEIKKAUSLIIGA,Ekenas,AC Oulu,3.8,3.8,1.85,1.65,1.62,2.2,1.03,1.3,1.2,4.5,1.18
7,21/04/2024,13:00,POLAND - DIVISION 1,Termalica B-B.,GKS Katowice,3.3,3.6,1.91,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
8,21/04/2024,13:00,SPAIN - PRIMERA RFEF,CF Intercity,Cordoba,4.0,3.2,1.83,1.95,1.8,1.91,1.03,1.4,1.29,6.0,1.11
9,21/04/2024,13:00,SPAIN - PRIMERA RFEF,Linares,Castellon,4.2,3.4,1.7,1.85,1.8,1.91,1.02,1.36,1.25,5.5,1.13
10,21/04/2024,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Gagra,Dila Gori,4.05,3.35,1.78,1.8,1.79,1.98,1.01,1.37,1.27,6.1,1.09
11,21/04/2024,14:15,BULGARIA - PARVA LIGA,Arda,CSKA Sofia,5.75,3.5,1.67,2.05,1.91,1.8,1.07,1.4,1.3,7.0,1.1
12,21/04/2024,17:00,MOROCCO - BOTOLA PRO,Renaissance Zemamra,Raja Casablanca,6.5,3.25,1.53,2.35,2.12,1.57,1.05,1.52,1.4,8.75,1.02
13,21/04/2024,18:00,PANAMA - LPF,UMECIT,Independiente,3.55,3.6,1.9,1.85,1.72,1.88,1.02,1.39,1.27,6.0,1.09
