,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,02/03/2024,00:00,MEXICO - LIGA MX,Mazatlan FC,Necaxa,2.05,3.3,3.75,2.03,1.83,1.8,1.95,D,H,H
2,AI_LAY_AWAY_RETORNOS,02/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Cheonan City,1.8,3.5,4.5,2.08,1.73,1.91,1.8,H,H,H
3,AI_LAY_AWAY_RETORNOS,02/03/2024,04:30,SOUTH KOREA - K LEAGUE 1,Incheon Utd,Suwon FC,1.95,3.5,3.6,1.83,2.03,1.67,2.1,A,D,H
4,AI_LAY_AWAY_RETORNOS,02/03/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Leiria,Mafra,2.0,3.2,3.6,2.15,1.67,1.91,1.8,D,H,A
5,AI_LAY_AWAY_RETORNOS,02/03/2024,08:40,POLAND - DIVISION 1,GKS Katowice,Pruszkow,1.91,3.2,3.8,2.05,1.8,1.83,1.83,A,H,A
6,AI_LAY_AWAY_RETORNOS,02/03/2024,09:00,ROMANIA - LIGA 1,UTA Arad,FC U Craiova 1948,2.1,3.3,3.2,2.0,1.85,1.8,1.91,H,A,H
7,AI_LAY_AWAY_RETORNOS,02/03/2024,11:00,INDIA - ISL,Bengaluru FC,Kerala Blasters,2.2,3.2,3.25,2.08,1.73,1.83,1.83,H,D,H
8,AI_LAY_AWAY_RETORNOS,02/03/2024,11:00,POLAND - DIVISION 1,Termalica B-B.,Wisla Plock,2.0,3.4,3.4,1.75,2.05,1.62,2.2,A,H,A
9,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,KV Mechelen,1.91,3.6,4.0,1.88,1.98,1.75,2.0,A,H,D
10,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SPAIN - PRIMERA RFEF,Algeciras,Granada CF B,1.75,3.0,5.0,2.63,1.44,2.5,1.5,A,H,H
11,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Bolton,Cambridge Utd,1.55,4.0,6.0,1.93,1.93,1.95,1.8,H,H,A
12,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Cheltenham,Burton Albion,1.8,3.6,4.75,2.1,1.7,1.95,1.8,H,H,A
13,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Portsmouth,Oxford Utd,1.73,3.75,5.0,1.85,2.0,1.8,1.95,H,H,A
14,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Leyton Orient,Bristol Rovers,1.85,3.6,4.33,1.98,1.88,1.8,1.95,H,H,A
15,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - LEAGUE ONE,Montrose,Alloa,2.1,3.4,3.0,1.85,2.0,1.73,2.0,D,H,A
16,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Morton,Inverness,1.75,3.6,4.0,2.03,1.83,1.91,1.8,H,D,H
17,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Tranmere,Sutton,2.0,3.5,3.8,1.98,1.88,1.73,2.0,D,H,D
18,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Swindon,Harrogate,1.8,4.0,4.2,1.67,2.15,1.62,2.2,D,H,D
19,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Crewe,Morecambe,1.85,3.75,4.0,1.83,2.03,1.73,2.0,D,H,D
20,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Walsall,Doncaster,1.95,3.5,4.0,1.95,1.9,1.73,2.0,D,H,D
21,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Grimsby,Forest Green,2.0,3.5,3.8,1.83,2.03,1.67,2.1,D,H,D
22,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Newcastle,Wolves,1.91,4.0,3.6,1.53,2.4,1.57,2.25,H,H,H
23,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - PREMIERSHIP,Hibernian,Ross Co,1.57,4.2,5.5,1.67,2.15,1.75,2.0,H,A,A
24,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ROMANIA - LIGA 1,Hermannstadt,Otelul,1.95,3.0,3.8,2.5,1.5,2.25,1.57,H,A,H
25,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Bradford City,Notts Co,1.91,3.75,3.8,1.67,2.15,1.62,2.2,D,H,D
26,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - LEAGUE TWO,Clyde,Elgin City,1.85,3.6,3.6,1.93,1.93,1.8,1.91,D,H,H
27,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - LEAGUE TWO,Spartans,East Fife,1.95,3.3,3.6,2.05,1.75,1.83,1.83,D,H,H
28,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - LEAGUE TWO,Dumbarton,Peterhead,2.05,3.3,3.4,2.03,1.83,1.8,1.91,D,H,H
29,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Everton De Vina,West Ham,2.05,3.6,3.4,1.84,2.06,1.7,2.05,H,H,H
30,AI_LAY_AWAY_RETORNOS,02/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Queen's Park,2.15,3.3,3.0,1.93,1.93,1.73,2.0,H,D,H
31,AI_LAY_AWAY_RETORNOS,02/03/2024,13:30,POLAND - EKSTRAKLASA,Slask Wroclaw,Widzew Lodz,2.0,3.2,3.5,2.15,1.67,1.95,1.8,H,A,D
32,AI_LAY_AWAY_RETORNOS,02/03/2024,14:00,SPAIN - PRIMERA RFEF,Cultural Leonesa,Tarazona,1.55,3.5,5.75,2.38,1.53,2.63,1.44,A,H,H
33,AI_LAY_AWAY_RETORNOS,02/03/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Fateh,1.5,4.75,5.25,1.5,2.5,1.67,2.1,H,D,D
34,AI_LAY_AWAY_RETORNOS,02/03/2024,14:00,SPAIN - PRIMERA RFEF,R. Sociedad B,SD Logrones,1.55,3.8,5.25,2.2,1.65,2.38,1.53,A,H,H
35,AI_LAY_AWAY_RETORNOS,02/03/2024,14:00,SWITZERLAND - SUPER LEAGUE,Servette,St. Gallen,1.91,4.0,3.8,1.65,2.2,1.62,2.2,D,D,H
36,AI_LAY_AWAY_RETORNOS,02/03/2024,14:00,SPAIN - PRIMERA RFEF,Teruel,Rayo Majadahonda,1.95,2.9,3.8,2.5,1.5,2.25,1.57,A,H,H
37,AI_LAY_AWAY_RETORNOS,02/03/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Deinze,Anderlecht U23,1.53,4.2,5.5,1.62,2.25,1.73,2.0,H,A,D
38,AI_LAY_AWAY_RETORNOS,02/03/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Lommel SK,RFC Liege,1.85,3.6,3.8,1.73,2.08,1.67,2.1,H,A,D
39,AI_LAY_AWAY_RETORNOS,02/03/2024,16:00,POLAND - EKSTRAKLASA,Legia Warsaw,Pogon Szczecin,1.91,3.5,3.5,1.8,2.0,1.7,2.05,H,A,D
40,AI_LAY_AWAY_RETORNOS,02/03/2024,16:30,SWITZERLAND - SUPER LEAGUE,Basel,Lausanne,2.05,3.6,3.5,1.93,1.93,1.73,2.0,D,D,H
41,AI_LAY_AWAY_RETORNOS,02/03/2024,18:00,COLOMBIA - PRIMERA A,Millonarios,La Equidad,1.8,3.25,5.25,2.7,1.44,2.38,1.53,A,A,H
42,AI_LAY_AWAY_RETORNOS,02/03/2024,19:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,CA Independiente,Argentinos Juniors,2.15,3.1,3.8,2.7,1.44,2.2,1.62,H,A,H
43,AI_LAY_AWAY_RETORNOS,02/03/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Guabira,Always Ready,1.73,3.75,3.75,1.73,2.08,1.73,2.0,H,H,H
44,AI_LAY_AWAY_RETORNOS,02/03/2024,22:05,MEXICO - LIGA MX,Cruz Azul,Guadalajara,1.85,3.6,4.2,1.88,1.98,1.8,1.95,D,H,H
45,AI_LAY_AWAY_RETORNOS,02/03/2024,22:20,COLOMBIA - PRIMERA A,Junior FC Barranquilla,Atletico Nacional Medellin,1.95,3.4,4.2,2.2,1.65,2.0,1.73,A,A,H
