,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,30/09/2023,05:00,CSM Resita,Viitorul Tg. Jiu,1.8,3.4,4.25
2,ROMANIA - LIGA 2,30/09/2023,05:00,CSC Dumbravita,Metaloglobus Bucharest,2.6,3.1,2.67
3,ESTONIA - MEISTRILIIGA,30/09/2023,08:30,Harju JK Laagri,Kalju,9.75,5.1,1.23
4,ENGLAND - FA CUP,30/09/2023,08:30,Leek,South Shields,5.8,4.6,1.42
5,CHINA - SUPER LEAGUE,30/09/2023,08:35,Shanghai Shenhua,Qingdao Hainiu,1.7,3.75,5.0
6,ENGLAND - FA CUP,30/09/2023,09:00,Darlington,Scarborough,2.45,3.4,2.6
7,INDONESIA - LIGA 1,30/09/2023,09:00,Persis Solo,Persija Jakarta,2.2,3.3,3.05
8,NORTH MACEDONIA - 1. MFL,30/09/2023,09:00,Makedonija GP,Brera Strumica,2.1,3.05,3.5
9,AUSTRIA - 2. LIGA,30/09/2023,09:30,Floridsdorfer AC,Bregenz,1.75,3.75,4.2
10,SLOVENIA - PRVA LIGA,30/09/2023,10:00,Bravo,Domzale,2.35,3.25,2.9
11,MALTA - PREMIER LEAGUE,30/09/2023,10:00,Hibernians,Birkirkara,2.55,3.4,2.47
12,UZBEKISTAN - SUPER LEAGUE,30/09/2023,10:30,Qizilqum,Sogdiana,2.92,2.95,2.45
13,NORTHERN IRELAND - NIFL PREMIERSHIP,30/09/2023,11:00,Linfield,Newry City,1.1,8.25,22.0
14,ENGLAND - FA CUP,30/09/2023,11:00,Whitby,Morpeth,2.15,4.0,2.67
15,ENGLAND - FA CUP,30/09/2023,11:00,Salisbury,Slough,2.52,3.7,2.37
16,ENGLAND - FA CUP,30/09/2023,11:00,Rushall,Boston Utd,2.67,3.55,2.3
17,ENGLAND - FA CUP,30/09/2023,11:00,Peterborough Sports,Needham Market,2.15,3.6,2.9
18,ENGLAND - FA CUP,30/09/2023,11:00,Worthing,Whitehawk,1.45,4.35,5.8
19,ENGLAND - FA CUP,30/09/2023,11:00,Macclesfield,Warrington Rylands,1.78,3.65,3.9
20,ENGLAND - FA CUP,30/09/2023,11:00,Bracknell,Poole,2.35,3.6,2.57
21,ENGLAND - FA CUP,30/09/2023,11:00,Blyth,Worksop,1.75,3.95,3.8
22,ENGLAND - FA CUP,30/09/2023,11:00,Billericay,St. Albans,3.55,3.65,1.88
23,ENGLAND - FA CUP,30/09/2023,11:00,Merthyr Town,Sheppey United,1.5,4.3,5.3
24,ENGLAND - FA CUP,30/09/2023,11:00,Aveley,Hornchurch,1.85,3.65,3.65
25,ENGLAND - FA CUP,30/09/2023,11:00,Alfreton,Emley,1.34,4.9,7.2
26,ENGLAND - FA CUP,30/09/2023,11:00,AFC Totton,Berkhamsted,1.75,3.85,3.85
27,ENGLAND - FA CUP,30/09/2023,11:00,Braintree,Brackley Town,2.65,3.25,2.5
28,ENGLAND - FA CUP,30/09/2023,11:00,Bromsgrove,Chelmsford,3.35,3.7,1.91
29,ENGLAND - FA CUP,30/09/2023,11:00,Biggleswade Town,Barton,1.98,3.8,3.15
30,ENGLAND - FA CUP,30/09/2023,11:00,Curzon Ashton,Chorley,2.42,3.15,2.8
31,ENGLAND - FA CUP,30/09/2023,11:00,Gorleston,Hemel Hempstead,5.4,4.5,1.47
32,ENGLAND - FA CUP,30/09/2023,11:00,Gosport,Welling,2.7,3.4,2.35
33,ENGLAND - FA CUP,30/09/2023,11:00,Coalville,Tamworth,3.2,3.65,1.98
34,ENGLAND - FA CUP,30/09/2023,11:00,Chester,Nantwich,1.44,4.4,6.0
35,ENGLAND - FA CUP,30/09/2023,11:00,Halesowen,Enfield Town,2.32,3.5,2.7
36,ENGLAND - FA CUP,30/09/2023,11:00,Farnborough,Weston-super-Mare,2.07,3.4,3.2
37,ENGLAND - FA CUP,30/09/2023,11:00,Hitchin,Kettering,1.7,3.75,4.3
38,ENGLAND - FA CUP,30/09/2023,11:00,Lancaster,Ashton Utd,2.52,3.35,2.52
39,ENGLAND - FA CUP,30/09/2023,11:00,Hereford,Cambridge City,1.39,4.75,6.3
40,ENGLAND - FA CUP,30/09/2023,11:00,Dover,Haringey,1.57,4.1,4.75
41,ITALY - SERIE C,30/09/2023,11:15,AlbinoLeffe,Legnago Salus,2.15,3.1,3.4
