Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/06/2024,13:00,ESTONIA - MEISTRILIIGA,Levadia,Kuressaare,1.11,6.9,15.5,1.37,2.5,1.5,1.01,1.21,1.09,3.08,1.3
2,01/06/2024,13:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Gagra,1.6,3.5,5.1,1.98,1.88,1.88,1.03,1.42,1.31,7.1,1.06
3,01/06/2024,14:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Torpedo Kutaisi,Telavi,1.5,4.0,5.3,1.7,1.9,1.86,1.01,1.35,1.24,5.3,1.12
4,01/06/2024,15:00,MOROCCO - BOTOLA PRO,Chabab Mohammedia,Maghreb Fez,1.62,3.5,4.75,2.0,1.91,1.8,1.06,1.4,1.3,7.0,1.1
5,01/06/2024,15:00,ECUADOR - LIGA PRO,Aucas,Imbabura,1.4,4.1,7.0,1.62,1.83,1.83,1.04,1.29,1.18,4.33,1.2
6,01/06/2024,17:00,CANADA - CANADIAN PREMIER LEAGUE,Forge,York Utd,1.7,3.75,4.65,1.72,1.65,2.1,1.05,1.37,1.23,4.55,1.18
7,01/06/2024,18:00,ARGENTINA - LIGA PROFESIONAL,Racing Club,Dep. Riestra,1.33,4.75,11.0,1.85,2.2,1.62,1.05,1.36,1.25,6.0,1.13
8,01/06/2024,18:30,BRAZIL - SERIE A,Fluminense,Juventude,1.55,4.33,5.5,1.98,2.0,1.75,1.05,1.4,1.3,6.5,1.11
9,01/06/2024,20:00,ECUADOR - LIGA PRO,Emelec,Libertad,1.27,5.0,9.5,1.73,2.25,1.57,1.04,1.33,1.22,5.5,1.14
10,01/06/2024,20:30,USA - MLS,Inter Miami,St. Louis City,1.5,4.5,5.75,1.44,1.57,2.25,1.02,1.25,1.13,3.5,1.29
11,01/06/2024,20:30,USA - MLS,Philadelphia Union,CF Montreal,1.5,4.75,5.75,1.53,1.75,2.0,1.03,1.25,1.17,4.0,1.22
12,01/06/2024,22:00,USA - USL CHAMPIONSHIP,Colorado Springs,Oakland Roots,1.62,3.6,4.8,1.82,1.8,1.9,1.06,1.4,1.27,5.0,1.14
13,01/06/2024,22:30,USA - MLS,Real Salt Lake,Austin FC,1.5,4.33,6.25,1.5,1.67,2.1,1.03,1.25,1.14,3.75,1.25
14,01/06/2024,23:30,USA - MLS,Los Angeles FC,FC Dallas,1.33,5.0,10.0,1.57,1.95,1.8,1.03,1.29,1.17,4.33,1.2
