Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/05/2024,07:30,SOUTH KOREA - K LEAGUE 2,Busan,Cheonan City,1.55,3.9,5.5,1.8,1.83,1.83,1.04,1.36,1.25,6.0,1.13
2,22/05/2024,09:00,CHINA - SUPER LEAGUE,Shanghai Port,Chengdu Rongcheng,1.45,4.75,6.25,1.33,1.44,2.63,1.01,1.18,1.08,2.75,1.4
3,22/05/2024,12:00,FINLAND - VEIKKAUSLIIGA,HJK,Gnistan,1.38,4.5,6.0,1.57,1.8,1.95,1.03,1.29,1.17,4.33,1.2
4,22/05/2024,12:30,BULGARIA - PARVA LIGA,Ludogorets,Lok. Plovdiv,1.4,5.0,6.5,1.48,1.73,2.0,1.02,1.25,1.14,3.75,1.25
5,22/05/2024,13:00,ESTONIA - MEISTRILIIGA,Levadia,Tallinna Kalev,1.14,6.2,14.0,1.52,2.54,1.49,1.02,1.25,1.13,3.64,1.22
6,22/05/2024,14:00,NORWAY - OBOS-LIGAEN,Bryne,Aalesund,1.65,3.7,5.0,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
7,22/05/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Mjondalen,1.44,4.75,5.5,1.5,1.67,2.1,1.02,1.25,1.14,3.75,1.25
8,22/05/2024,14:00,SWEDEN - SUPERETTAN,Helsingborg,Skovde AIK,1.5,4.0,6.25,1.8,1.91,1.91,1.04,1.33,1.22,5.5,1.14
9,22/05/2024,19:30,BRAZIL - COPA DO BRASIL,Gremio,Operario,1.3,4.85,9.75,1.85,2.4,1.5,1.05,1.39,1.28,5.2,1.13
10,22/05/2024,21:00,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Guarani,1.5,3.9,5.75,1.9,2.0,1.73,1.06,1.36,1.29,6.5,1.11
11,22/05/2024,21:30,BOLIVIA - DIVISION PROFESIONAL,Blooming,Wilstermann,1.53,4.0,5.0,1.85,1.83,1.78,1.02,1.33,1.26,6.0,1.11
