Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/03/2024,06:00,ROMANIA - LIGA 2,Ceahlaul,CSC Dumbravita,1.33,4.65,8.75,1.87,2.32,1.55,1.05,1.39,1.29,5.3,1.12
21,02/03/2024,08:00,VIETNAM - V.LEAGUE 1,Thanh Hoa,Gia Lai,1.5,4.0,5.9,1.9,2.0,1.65,1.02,1.39,1.28,5.9,1.08
22,02/03/2024,08:00,RUSSIA - PREMIER LEAGUE,CSKA Moscow,Orenburg,1.55,4.57,6.57,1.8,1.86,1.9,1.01,1.33,1.21,4.85,1.13
23,02/03/2024,08:00,INDIA - I-LEAGUE,Inter Kashi,Rajasthan United,1.57,4.25,4.5,1.39,1.45,2.4,23.0,1.22,1.11,2.92,1.3
24,02/03/2024,10:00,MALTA - PREMIER LEAGUE,Hamrun,Valletta,1.47,4.25,5.7,1.65,1.82,1.8,1.01,1.31,1.22,5.0,1.13
25,02/03/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Noordwijk,Lisse,1.57,4.0,4.9,1.57,1.62,2.02,1.02,1.28,1.16,3.7,1.19
26,02/03/2024,10:30,RUSSIA - PREMIER LEAGUE,Krasnodar,Rubin Kazan,1.64,4.06,6.21,2.17,2.1,1.7,1.03,1.44,1.33,6.85,1.06
27,02/03/2024,12:00,SCOTLAND - PREMIERSHIP,Rangers,Motherwell,1.14,9.0,15.0,1.4,2.1,1.67,1.01,1.23,1.13,3.4,1.33
20,02/03/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Samgurali,1.42,4.3,5.7,1.53,1.66,2.16,1.01,1.25,1.15,4.05,1.18
29,02/03/2024,12:00,SCOTLAND - LEAGUE ONE,Falkirk,Annan,1.13,9.0,12.0,1.3,2.1,1.67,1.01,1.21,1.08,2.75,1.4
30,02/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Tottenham,Crystal Palace,1.5,4.33,6.5,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.25
34,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Bolton,Cambridge Utd,1.55,4.0,6.0,1.93,1.95,1.8,1.05,1.42,1.29,6.5,1.11
32,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Peterborough,Exeter,1.5,4.33,6.5,1.62,1.8,1.95,1.03,1.33,1.18,4.5,1.18
33,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Derby,Port Vale,1.45,4.33,7.5,1.83,2.0,1.75,1.04,1.38,1.25,6.0,1.13
31,02/03/2024,12:00,ENGLAND - LEAGUE ONE,Portsmouth,Oxford Utd,1.73,3.75,5.0,1.85,1.8,1.95,1.05,1.42,1.25,6.0,1.13
35,02/03/2024,12:00,ENGLAND - CHAMPIONSHIP,Leicester,QPR,1.36,4.75,9.5,1.7,2.0,1.73,1.04,1.36,1.22,5.0,1.17
28,02/03/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Ards,1.42,4.65,5.8,1.32,1.45,2.4,1.02,1.16,1.09,2.6,1.38
36,02/03/2024,12:00,ENGLAND - LEAGUE TWO,Wrexham,Accrington,1.5,4.5,6.5,1.6,1.73,2.0,1.03,1.32,1.18,4.33,1.2
19,02/03/2024,12:15,MALTA - PREMIER LEAGUE,Santa Lucia,Sirens,1.62,3.6,5.2,2.12,2.15,1.55,1.07,1.47,1.39,7.3,1.06
17,02/03/2024,13:00,SLOVAKIA - NIKE LIGA,Dun. Streda,Zilina,1.52,4.1,6.0,1.72,1.8,1.91,1.05,1.37,1.23,4.6,1.17
2,02/03/2024,13:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Trnava,1.65,3.85,4.9,1.82,1.8,1.91,1.05,1.4,1.27,5.1,1.15
3,02/03/2024,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Torpedo Kutaisi,Samtredia,1.25,5.4,7.9,1.53,1.88,1.88,1.01,1.21,1.12,2.88,1.34
4,02/03/2024,13:10,CROATIA - HNL,Hajduk Split,Istra 1961,1.29,5.25,10.0,1.8,2.38,1.53,1.04,1.39,1.25,5.5,1.14
5,02/03/2024,13:30,SLOVENIA - PRVA LIGA,Maribor,Domzale,1.33,5.0,8.0,1.6,1.93,1.78,1.03,1.31,1.19,4.0,1.2
6,02/03/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Fateh,1.5,4.75,5.25,1.5,1.67,2.1,1.02,1.27,1.14,3.75,1.25
7,02/03/2024,14:00,SPAIN - PRIMERA RFEF,Cultural Leonesa,Tarazona,1.55,3.5,5.75,2.38,2.63,1.44,1.1,1.57,1.5,8.5,1.05
8,02/03/2024,14:00,SWITZERLAND - CHALLENGE LEAGUE,Thun,Baden,1.39,4.85,6.5,1.47,1.7,2.02,1.03,1.27,1.15,3.45,1.26
9,02/03/2024,14:00,SPAIN - PRIMERA RFEF,R. Sociedad B,SD Logrones,1.55,3.8,5.25,2.2,2.38,1.53,1.07,1.52,1.4,7.5,1.07
10,02/03/2024,14:30,SERBIA - SUPER LIGA,Partizan,Zeleznicar Pancevo,1.32,5.1,7.9,1.5,1.82,1.88,1.03,1.28,1.16,3.55,1.25
11,02/03/2024,14:30,ITALY - SERIE C,Triestina,Legnago Salus,1.62,3.55,5.5,2.02,1.98,1.75,1.07,1.45,1.34,5.8,1.1
12,02/03/2024,14:45,NETHERLANDS - EREDIVISIE,G.A. Eagles,Waalwijk,1.67,4.0,5.0,1.73,1.75,2.0,1.04,1.37,1.22,5.5,1.14
