Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,15/05/2024,04:30,Asan,Gimpo FC,2.05,3.1,3.25
2,SOUTH KOREA - K LEAGUE 2,15/05/2024,04:30,Bucheon FC 1995,Ansan Greeners,1.67,3.6,4.2
3,CHINA - SUPER LEAGUE,15/05/2024,08:35,Shanghai Shenhua,Qingdao Hainiu,1.13,8.5,17.0
4,ITALY - SERIE D,15/05/2024,11:00,Union Clodiense,Alcione Milano,2.27,3.0,3.0
5,EGYPT - PREMIER LEAGUE,15/05/2024,13:00,Pharco,Baladiyat El Mahalla,1.95,3.1,3.9
6,GEORGIA - CRYSTALBET EROVNULI LIGA,15/05/2024,13:00,Telavi,Kolkheti 1913,2.35,3.15,2.75
7,SWEDEN - ALLSVENSKAN,15/05/2024,14:00,Elfsborg,AIK,2.05,3.5,3.5
8,SWEDEN - ALLSVENSKAN,15/05/2024,14:00,Mjallby,Hammarby,2.2,3.25,3.25
9,DOMINICAN REPUBLIC - LDF,15/05/2024,17:00,Moca,Atlantico,1.95,3.35,3.35
10,SOUTH AMERICA - COPA LIBERTADORES,15/05/2024,19:00,The Strongest (Bol),Huachipato (Chi),1.3,5.25,11.0
11,BRAZIL - SERIE B,15/05/2024,19:00,Brusque,Operario,2.5,3.0,3.0
12,SOUTH AMERICA - COPA SUDAMERICANA,15/05/2024,19:00,Belgrano (Arg),Tomayapo (Bol),1.14,7.0,23.0
13,SOUTH AMERICA - COPA SUDAMERICANA,15/05/2024,19:00,Athletico-PR (Bra),Danubio (Uru),1.25,5.5,12.0
14,DOMINICAN REPUBLIC - LDF,15/05/2024,19:00,Atletico Pantoja,San Cristobal,1.15,5.9,14.0
15,SOUTH AMERICA - COPA SUDAMERICANA,15/05/2024,19:00,Lanus (Arg),Metropolitanos (Ven),1.1,9.0,29.0
16,USA - MLS,15/05/2024,20:30,FC Cincinnati,Atlanta Utd,1.8,4.1,3.9
17,SOUTH AMERICA - COPA SUDAMERICANA,15/05/2024,21:00,Cuiaba (Bra),Deportivo Garcilaso (Per),1.3,5.5,9.0
18,USA - MLS,15/05/2024,21:30,Nashville SC,Toronto FC,1.57,4.33,5.25
19,SOUTH AMERICA - COPA LIBERTADORES,15/05/2024,21:30,Palmeiras (Bra),Ind. del Valle (Ecu),1.4,4.75,7.5
20,BRAZIL - SERIE B,15/05/2024,21:30,Paysandu PA,Goias,2.5,3.25,2.8
21,SOUTH AMERICA - COPA LIBERTADORES,15/05/2024,21:30,Flamengo RJ (Bra),Bolivar (Bol),1.17,8.0,15.0
22,SOUTH AMERICA - COPA SUDAMERICANA,15/05/2024,23:00,Cesar Vallejo (Per),Always Ready (Bol),2.5,3.5,2.7
