Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/12/2023,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Binh Duong,2.57,3.05,2.65,2.15,1.88,1.72,1.05,1.5,1.4,8.2,1.03
2,03/12/2023,13:30,SENEGAL - LIGUE 1,US Goree,Pikine,2.02,2.65,4.25,3.04,2.51,1.5,1.14,1.65,1.65,10.0,1.02
3,03/12/2023,14:00,SPAIN - PRIMERA RFEF,Unionistas,Gimnastic,2.55,2.8,2.75,3.0,2.5,1.5,1.13,1.67,1.62,10.0,1.03
4,03/12/2023,14:30,SPAIN - LALIGA2,Ferrol,Albacete,2.45,2.9,3.25,2.6,2.1,1.67,1.1,1.57,1.5,13.0,1.04
5,03/12/2023,15:00,IVORY COAST - LIGUE 1,Stade d'Abidjan,ASI d'Abengourou,1.93,2.87,4.1,2.57,2.21,1.63,1.08,1.57,1.5,9.1,1.03
6,03/12/2023,16:30,URUGUAY - PRIMERA DIVISION,Danubio,La Luz,1.85,3.4,4.2,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
