,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,14/07/2024,00:00,USA - USL CHAMPIONSHIP,Sacramento Republic,North Carolina,2.02,3.1,3.5,1.91,1.7,2.02,1.07,1.44,1.3,5.4,1.12
2,14/07/2024,11:30,SWEDEN - ALLSVENSKAN,Hacken,Elfsborg,2.0,3.8,3.3,1.44,1.4,2.75,1.02,1.25,1.13,3.4,1.3
3,14/07/2024,15:00,PERU - LIGA 1,Alianza Atl.,Grau,2.4,3.1,3.0,2.4,2.0,1.73,1.1,1.53,1.44,11.0,1.05
4,14/07/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Guillermo Brown,Gimnasia Jujuy,2.75,2.88,2.8,3.1,2.38,1.53,1.13,1.67,1.62,15.0,1.03
5,14/07/2024,16:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Defensores Unidos,1.8,3.1,5.25,2.88,2.5,1.5,1.13,1.62,1.62,15.0,1.03
6,14/07/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Estudiantes Rio Cuarto,Almirante Brown,1.75,3.1,5.75,3.1,2.75,1.4,1.14,1.67,1.67,17.0,1.03
7,14/07/2024,16:00,ARGENTINA - PRIMERA NACIONAL,San Martin T.,San Miguel,1.9,3.0,4.75,3.1,2.63,1.44,1.17,1.67,1.67,17.0,1.03
8,14/07/2024,16:00,BRAZIL - SERIE B,Vila Nova FC,Avai,2.3,3.0,3.4,2.5,2.1,1.67,1.1,1.53,1.5,11.0,1.05
9,14/07/2024,17:30,URUGUAY - PRIMERA DIVISION,Wanderers,Progreso,2.38,2.9,3.0,2.15,1.83,1.83,1.07,1.5,1.36,9.0,1.07
10,14/07/2024,18:00,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,Deportivo Maipu,1.9,2.88,5.25,3.4,2.63,1.44,1.14,1.67,1.67,17.0,1.03
11,13/07/2024,22:30,USA - MLS,Colorado Rapids,New York Red Bulls,2.0,3.75,3.5,1.65,1.57,2.25,1.03,1.3,1.2,4.5,1.18
12,13/07/2024,23:30,USA - MLS,Los Angeles FC,Columbus Crew,1.95,4.0,3.4,1.53,1.53,2.38,1.02,1.29,1.14,4.0,1.22
