Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/10/2023,04:30,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Gwangju FC,2.6,3.2,2.7,2.05,1.8,1.91,1.06,1.44,1.33,8.0,1.08
2,01/10/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,Atletico Atlanta,1.91,3.25,4.33,2.4,2.1,1.67,1.1,1.53,1.44,11.0,1.05
3,01/10/2023,18:00,PANAMA - LPF,Potros del Este,San Francisco,2.2,3.05,3.25,2.22,1.93,1.7,1.06,1.52,1.42,9.0,1.03
4,01/10/2023,20:15,PANAMA - LPF,Deportivo Universitario,Plaza Amador,2.92,3.05,2.37,2.2,1.91,1.7,1.07,1.5,1.42,9.0,1.03
