Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/04/2024,13:00,ARGENTINA - PRIMERA NACIONAL,Arsenal Sarandi,San Martin S.J.,2.63,2.88,3.1,2.88,2.25,1.57,1.13,1.62,1.57,15.0,1.03
2,21/04/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia y Tiro,Gimnasia Jujuy,2.0,3.1,4.5,2.88,2.38,1.53,1.13,1.62,1.57,15.0,1.03
3,21/04/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Aldosivi,Nueva Chicago,2.1,3.3,3.6,2.35,2.0,1.73,1.08,1.5,1.44,10.0,1.06
4,21/04/2024,17:00,MOROCCO - BOTOLA PRO,Renaissance Zemamra,Raja Casablanca,6.5,3.25,1.53,2.35,2.12,1.57,1.05,1.52,1.4,8.75,1.02
