,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,12/08/2023,07:00,Jeonbuk,Suwon Bluewings,1.67,3.6,4.5,1.98,1.88,1.83,1.83,3.0,0.0,0.525,1.2,0.9797959,0.231,0.5988024,0.2777778,0.22222222,0.5050505,0.5319149,0.4531767,1.8,0.98,1,0.5558
2,SOUTH KOREA - K LEAGUE 2,12/08/2023,07:00,Anyang,Ansan Greeners,1.44,4.2,5.75,1.75,2.05,1.91,1.8,1.5,1.2845232,0.67,0.2,0.4,1.106,0.6944444,0.23809524,0.17391305,0.5714286,0.4878049,0.62832975,1.3,1.685,1,0.6065
3,SOUTH KOREA - K LEAGUE 1,12/08/2023,07:30,Gangwon,Ulsan Hyundai,4.5,3.6,1.7,1.93,1.93,1.8,1.91,0.6,0.48989794,0.112,2.1,1.3747727,0.287,0.22222222,0.2777778,0.5882353,0.5181347,0.5181347,0.4439775,-1.5,1.865,1,0.502
4,SOUTH KOREA - K LEAGUE 1,12/08/2023,08:00,Jeju Utd,Suwon FC,1.73,3.6,4.0,1.57,2.35,1.57,2.25,0.7,0.45825756,0.705,0.0,3.3306692e-17,0.776,0.5780347,0.2777778,0.25,0.6369427,0.42553192,0.40293446,0.7,0.458,1,0.5539
5,CHINA - SUPER LEAGUE,12/08/2023,08:35,Shanghai Port,Zhejiang Professional,1.33,5.5,8.0,1.5,2.5,1.8,1.95,2.3,1.1,0.831,1.0,1.0954452,0.573,0.7518797,0.18181819,0.125,0.6666667,0.4,0.80213743,1.3,2.195,1,0.8658
6,CHINA - SUPER LEAGUE,12/08/2023,08:35,Meizhou Hakka,Qingdao Hainiu,2.1,3.5,3.5,1.62,2.25,1.53,2.38,1.6,1.4282857,0.888,0.22222222,0.41573972,1.146,0.47619048,0.2857143,0.2857143,0.61728394,0.44444445,0.25712973,1.378,1.844,1,0.8387
7,FINLAND - YKKONEN,12/08/2023,10:00,Ekenas,KaPa,1.4,4.5,6.0,1.5,2.5,1.73,2.0,2.1,1.1357816,0.478,0.625,0.99215674,0.776,0.71428573,0.22222222,0.16666667,0.6666667,0.4,0.6692581,1.475,2.128,1,0.5145
8,POLAND - DIVISION 1,12/08/2023,10:00,Odra Opole,Podbeskidzie,2.4,3.2,2.6,1.95,1.9,1.73,2.0,1.5,1.2845232,0.538,0.9,0.83066237,0.644,0.41666666,0.3125,0.3846154,0.51282054,0.5263158,0.11733458,0.6,2.115,1,0.6414
9,POLAND - EKSTRAKLASA,12/08/2023,10:00,Stal Mielec,Slask Wroclaw,2.5,3.3,2.75,2.1,1.7,1.8,1.95,1.2,0.9797959,1.188,0.6,0.9165151,0.941,0.4,0.3030303,0.36363637,0.47619048,0.5882353,0.11249426,0.6,1.896,1,0.8145
10,SWEDEN - SUPERETTAN,12/08/2023,10:00,Utsikten,Landskrona,1.83,3.8,3.75,1.83,2.03,1.75,2.0,2.2,1.2489996,0.558,0.6,0.9165151,1.149,0.5464481,0.2631579,0.26666668,0.5464481,0.49261084,0.36995733,1.6,2.166,1,0.5035
11,SWEDEN - SUPERETTAN,12/08/2023,10:00,Ostersund,AFC Eskilstuna,1.85,3.5,4.0,1.95,1.9,1.75,2.0,2.0,1.264911,0.501,0.9,1.1357816,1.377,0.5405405,0.2857143,0.25,0.51282054,0.5263158,0.36060727,1.1,2.401,1,0.5018
