Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,23/03/2024,10:00,ITALY - SERIE C,Sorrento,Juve Stabia,4.55,3.2,1.82,2.42,2.2,1.6,1.11,1.57,1.5,7.5,1.06
2,23/03/2024,18:30,URUGUAY - PRIMERA DIVISION,Nacional,Progreso,1.33,4.5,7.5,2.0,2.5,1.5,1.06,1.4,1.3,7.0,1.1
3,23/03/2024,22:30,COLOMBIA - PRIMERA A,America De Cali,Chico,1.53,4.0,7.0,2.0,2.0,1.73,1.05,1.4,1.3,7.0,1.1
