,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-11-18,13:00:00,SERBIA - PRVA LIGA,Dubocica,Vozdovac,3.05,2.54,2.78,19.5,1.2506862
2,2025-11-18,16:45:00,ENGLAND - NATIONAL LEAGUE,Morecambe,Brackley Town,2.04,3.5,3.85,18.0,1.250525
3,2025-11-18,20:30:00,BRAZIL - SERIE A,Botafogo FR,Sport Recife,1.25,15.0,6.6,100.0,1.2502626
