Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Ponferradina,Gimnastic,2.25,2.9,3.1,2.75,2.5,1.5,1.13,1.67,1.62,10.0,1.03
2,31/03/2024,09:00,SPAIN - LALIGA2,Alcorcon,Amorebieta,2.15,3.0,4.0,2.88,2.25,1.57,1.13,1.62,1.57,15.0,1.03
3,31/03/2024,12:30,IVORY COAST - LIGUE 1,Academie de FAD,Mouna,2.27,3.0,3.0,2.2,1.97,1.79,1.06,1.5,1.4,9.0,1.03
4,31/03/2024,15:30,IRAQ - SUPER LEAGUE,Al Zawraa,Al Najaf,1.95,2.92,3.9,2.54,2.23,1.62,1.08,1.55,1.5,9.7,1.02
