League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Serbian Super League,2024-02-26,12:30:00,Mladost Lucani,Vozdovac,2.4,3.05,3.2,2.56,1.4,1.35,3.05,1.08,8.2,3.05,1.05,3.05,1.36,1.74,2.02,1.09,7.4,1.79,1.97,3.95,3.5,3.9,3.35,3.85,6.4,3.55,3.25,3.7,3.5,3.85,3.35,3.25,3.5,3.3,3.5,3.1,3.25,3.5,0.41666666,0.3125,0.32786885,0.4950495,0.57471263,0.5586592,0.5076142,1.3333334,1.2708334,0.75,0.953125,0.78688526,1.0491803,0.63125,0.54375,0.13030659,0.14285715,0.119266056,0.024,0.22605364,0.78688526,0.953125,0.75,1.1881188,1.509901,0.63125,1.1284916,8.65,-0.09248555,-0.01734104,0.27745664,0.35260117,0.14748383,0.42524502,0.20767687,1.0416334,21.801409,0.3959798,7.96961,1.0416334,0.15,0.8,1,1.0
Bulgarian A League,2024-02-26,12:30:00,Beroe Stara Za,Ludogorets,11.5,1.28,6.0,3.5,1.28,1.52,2.58,1.12,5.8,4.1,1.05,4.1,1.27,2.14,1.79,1.14,3.05,2.44,1.63,7.0,6.4,3.4,3.75,14.0,9.0,8.2,4.3,5.3,19.0,18.0,5.1,5.5,5.4,5.4,5.5,15.0,2.78,5.5,0.08695652,0.16666667,0.78125,0.5586592,0.46728972,0.40983605,0.61349696,0.5217391,0.11130435,1.9166666,0.21333334,8.984375,4.6875,0.29833335,0.35666665,0.89928913,0.31428573,0.799687,0.64835167,0.54043645,8.984375,0.21333334,1.9166666,6.424581,0.7150838,0.29833335,0.7336066,18.78,0.29286474,-0.2513312,0.61235356,0.06815761,0.81708604,5.1149583,0.92110467,12.529038,-70.01689,0.49497473,-9.926246,12.529038,4.72,5.5,1,1.0
Turkish 1 Lig,2024-02-26,14:00:00,Sanliurfaspor,Tuzlaspor,1.86,3.75,3.25,2.56,1.37,1.37,2.96,1.08,7.8,9.2,1.07,3.15,1.33,1.73,1.98,1.08,8.4,1.85,1.86,10.0,12.0,4.9,3.7,6.8,6.6,4.8,4.3,9.6,8.6,4.9,5.3,5.0,4.6,4.2,4.4,3.6,1.71,1.74,0.53763443,0.30769232,0.26666668,0.5050505,0.5780347,0.5405405,0.53763443,1.7473118,2.016129,0.5723077,1.1538461,0.496,0.8666667,0.60923076,0.5323077,0.32171318,0.27201566,0.3368984,0.071428575,0.24282983,0.496,1.1538461,0.5723077,0.93939394,1.8939394,0.60923076,1.0702703,8.86,-0.15688488,0.05643341,0.20993228,0.42325056,0.33159226,0.97930247,0.34540796,2.3987913,34.7993,0.35355338,7.125016,2.3987913,0.5,1.39,1,1.0
Italian Serie A,2024-02-26,14:30:00,Roma,Torino,2.06,4.6,3.3,2.6,1.54,1.33,3.6,1.07,11.0,8.6,1.11,2.92,1.5,1.63,2.5,1.07,12.0,2.2,1.81,8.8,12.0,28.0,100.0,7.0,7.2,18.0,60.0,10.0,10.5,23.0,80.0,22.0,24.0,48.0,150.0,20.0,23.0,1000.0,0.4854369,0.3030303,0.2173913,0.4,0.61349696,0.45454547,0.5524862,1.6019417,2.2330098,0.6242424,1.3939394,0.4478261,0.7173913,0.75757575,0.4939394,0.3333894,0.23134328,0.3813814,0.16455697,0.13793103,0.4478261,1.3939394,0.6242424,0.824,1.84,0.75757575,1.1363636,9.96,-0.124497995,0.13052209,0.20682731,0.4618474,0.3825657,1.2701181,0.35799462,3.1111412,31.798912,1.2303658,23.50904,3.1111412,1.3,1.24,1,1.0
French National,2024-02-26,14:30:00,Dijon,Nancy,2.22,3.55,3.2,2.38,1.42,1.35,2.74,1.08,8.6,3.0,1.06,3.0,1.39,1.67,2.18,1.08,3.65,1.93,1.91,3.6,4.0,4.2,4.7,7.6,6.6,11.5,4.6,3.95,3.95,4.1,4.7,4.4,4.3,4.6,4.8,4.2,4.2,4.4,0.45045045,0.3125,0.28169015,0.4587156,0.5988024,0.5181347,0.5235602,1.4414414,1.599099,0.69375,1.109375,0.6253521,0.90140843,0.68125,0.521875,0.2107284,0.18081181,0.2305026,0.05185185,0.18959108,0.6253521,1.109375,0.69375,1.0183486,1.6284404,0.68125,1.1295336,8.97,-0.109253064,0.03901895,0.24749164,0.39576367,0.23057526,0.68942004,0.24877615,1.6887274,26.104855,0.7212489,14.305552,1.6887274,0.35,0.98,1,1.0
Polish Ekstraklasa,2024-02-26,15:00:00,Warta Poznan,Radomiak Radom,2.52,3.05,3.05,2.64,1.47,1.35,3.2,1.07,9.4,8.0,1.09,2.66,1.42,1.62,2.2,1.06,3.9,1.99,1.84,8.4,8.6,15.5,4.7,7.8,6.0,11.0,4.6,13.5,10.0,16.5,4.7,4.5,4.5,4.7,5.0,4.4,4.6,5.0,0.3968254,0.32786885,0.32786885,0.45454547,0.61728394,0.5025126,0.54347825,1.2103175,1.2103175,0.8262295,1.0,0.8262295,1.0,0.72131145,0.53114754,0.09264934,0.0951526,0.0951526,0.0,0.16190477,0.8262295,1.0,0.8262295,1.1454545,1.3863636,0.72131145,1.1055276,8.62,-0.061484918,0.0,0.29234338,0.3538283,0.106495,0.30599564,0.15498903,0.7495332,14.842227,0.8202439,16.17216,0.7495332,0.0,0.53,1,1.0
Danish Superliga,2024-02-26,15:00:00,FC Copenhagen,FC Nordsjaelland,1.81,4.8,4.0,3.45,1.29,1.54,2.6,1.15,6.4,13.0,1.05,4.2,1.24,2.16,1.72,1.15,2.82,1.77,2.2,15.0,17.0,32.0,18.0,9.2,8.6,17.0,30.0,10.5,9.4,16.0,16.5,10.0,15.5,26.0,26.0,6.8,16.5,6.6,0.5524862,0.25,0.20833333,0.5813953,0.46296296,0.56497175,0.45454547,2.2099447,2.6519337,0.4525,1.2,0.37708333,0.8333333,0.43,0.54,0.45515713,0.37693632,0.45234492,0.09090909,0.3986014,0.37708333,1.2,0.4525,1.0523256,2.7906976,0.43,0.9717514,10.61,-0.20640905,0.07540057,0.17059378,0.4524034,0.43767557,1.5479126,0.5049194,3.791596,47.59636,0.62225395,-12.407418,3.791596,0.8,2.19,1,1.0
Portuguese Segunda Liga,2024-02-26,15:00:00,Pacos Ferreira,Feirense,1.75,4.6,3.4,2.72,1.46,1.36,3.15,1.07,8.6,8.6,1.08,3.05,1.39,1.75,2.1,1.08,3.6,2.0,1.83,8.6,4.1,4.3,4.6,6.2,7.0,4.1,4.5,8.0,7.8,4.1,4.5,4.1,4.0,4.4,4.6,3.7,4.6,4.7,0.5714286,0.29411766,0.2173913,0.47619048,0.5714286,0.5,0.5464481,1.9428571,2.6285715,0.5147059,1.3529412,0.38043478,0.73913044,0.61764705,0.5147059,0.42127398,0.32038835,0.4488189,0.15,0.23636363,0.38043478,1.3529412,0.5147059,0.8333333,2.1904762,0.61764705,1.05,9.75,-0.16923077,0.12307692,0.17948718,0.47179487,0.44027963,1.4309088,0.43954825,3.5049965,39.522633,0.49497473,9.926246,3.5049965,1.2,1.65,1,1.0
Romanian Liga I,2024-02-26,15:00:00,Universitatea Craiova,FC Voluntari,1.49,7.4,4.5,2.62,1.4,1.45,2.88,1.1,6.8,10.0,1.06,3.55,1.31,1.9,1.89,1.1,3.35,2.1,1.78,3.85,4.2,4.5,4.7,6.6,3.65,4.3,4.6,7.6,8.6,4.2,4.6,11.5,3.95,4.4,4.7,3.1,4.6,4.8,0.67114097,0.22222222,0.13513513,0.52910054,0.5263158,0.47619048,0.56179774,3.0201342,4.966443,0.3311111,1.6444445,0.20135134,0.6081081,0.42,0.42222223,0.6850442,0.50250417,0.6647919,0.24369748,0.4084507,0.20135134,1.6444445,0.3311111,0.78835976,3.915344,0.42,0.9,13.39,-0.22479463,0.21657954,0.11127707,0.5526512,0.6620995,2.9551706,0.71583974,7.23866,56.397877,0.014142135,-0.28647652,7.23866,2.9,3.01,1,1.0
Dutch Eerste Divisie,2024-02-26,16:00:00,Jong PSV Eindhoven,FC Dordrecht,2.26,2.82,4.6,4.1,1.19,1.9,1.97,1.01,1.01,21.0,1.02,3.4,1.1,3.4,1.37,1.43,3.1,1.41,3.1,30.0,23.0,25.0,40.0,20.0,12.0,13.0,22.0,21.0,11.5,12.5,23.0,30.0,17.0,20.0,32.0,6.4,8.2,14.0,0.44247788,0.2173913,0.35460994,0.729927,0.29411766,0.7092199,0.32258064,2.0353982,1.2477876,0.49130434,0.6130435,0.8014184,1.6312057,0.29782608,0.73913044,0.27390757,0.34110788,0.11023622,0.23989218,0.5410385,0.8014184,0.6130435,0.49130434,1.6496351,2.0583942,0.29782608,0.9716312,9.68,-0.24173553,-0.1838843,0.23347108,0.29132232,0.37867454,1.2218565,0.49330372,2.992925,49.47946,2.8708534,-45.42651,2.992925,1.78,2.34,1,1.0
