Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PORTUGAL - LIGA PORTUGAL,13/02/2024,12:30,Gil Vicente,Vizela,2.05,3.5,3.5
2,BAHRAIN - PREMIER LEAGUE,13/02/2024,13:00,Al Khalidiyah,Sitra,1.55,3.95,5.6
3,ITALY - SERIE C,13/02/2024,14:30,Virtus Verona,Arzignano,2.7,2.85,2.8
4,MOROCCO - BOTOLA PRO,13/02/2024,16:00,FUS Rabat,Olympique de Safi,2.1,2.75,3.75
5,NETHERLANDS - TWEEDE DIVISIE,13/02/2024,16:15,Rijnsburgse Boys,Excelsior Maassluis,1.55,4.35,4.7
6,ITALY - SERIE C,13/02/2024,16:45,Triestina,Renate,1.7,3.35,5.2
7,SCOTLAND - LEAGUE TWO,13/02/2024,16:45,Dumbarton,Spartans,2.1,3.6,2.9
8,COLOMBIA - PRIMERA A,13/02/2024,20:10,Aguilas,La Equidad,1.8,3.4,4.75
9,SOUTH AMERICA - COPA LIBERTADORES,13/02/2024,21:30,Defensor Sp. (Uru),Puerto Cabello (Ven),1.53,4.0,5.75
10,MEXICO - LIGA DE EXPANSION MX,13/02/2024,22:05,Cancun,Celaya,2.32,3.3,2.92
11,COLOMBIA - PRIMERA A,13/02/2024,22:20,Santa Fe,Dep. Cali,1.8,3.5,4.75
