,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,26/05/2024,09:00,SWEDEN - ALLSVENSKAN,Hammarby,Sirius,2.0,3.6,3.5,1.67,2.15,1.57,2.25,D,H,A
2,Lay Away New,26/05/2024,10:00,SWEDEN - SUPERETTAN,Oddevold,Ostersunds FK,2.1,3.3,3.4,2.08,1.73,1.8,1.95,A,H,D
3,Lay Away New,26/05/2024,10:00,POLAND - DIVISION 1,Arka Gdynia,GKS Katowice,2.25,3.25,2.75,1.9,1.95,1.73,2.0,A,D,H
4,Lay Away New,26/05/2024,10:00,POLAND - DIVISION 1,Odra Opole,Pruszkow,1.62,3.6,4.5,2.05,1.75,2.0,1.73,A,D,H
5,Lay Away New,26/05/2024,11:00,ENGLAND - CHAMPIONSHIP,Leeds,Southampton,2.35,3.25,3.2,2.0,1.85,1.73,2.0,H,H,D
6,Lay Away New,26/05/2024,12:30,FINLAND - VEIKKAUSLIIGA,IFK Mariehamn,Gnistan,2.15,3.25,2.9,1.88,1.98,1.75,2.0,H,H,A
7,Lay Away New,26/05/2024,13:10,ARGENTINA - PRIMERA NACIONAL,Ferro Carril Oeste,San Miguel,2.15,3.1,3.6,2.7,1.44,2.25,1.57,H,D,A
8,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Burgos,Tenerife,1.9,3.2,4.5,2.4,1.53,2.1,1.67,D,H,D
9,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Oviedo,Andorra CF,1.55,4.0,5.75,1.73,2.08,1.8,1.91,D,H,D
10,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Racing Santander,Zaragoza,2.05,3.4,3.5,1.9,1.95,1.67,2.1,D,H,D
11,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Valladolid,Villarreal B,1.33,5.25,8.0,1.65,2.2,2.1,1.67,D,H,D
12,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Sporting Gijon,Eibar,2.63,3.25,2.63,1.67,2.15,1.53,2.38,D,H,D
13,Lay Away New,26/05/2024,13:30,SPAIN - LALIGA2,Amorebieta,Espanyol,3.0,3.2,2.4,2.05,1.75,1.8,1.91,D,H,D
14,Lay Away New,26/05/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Deportivo Madryn,CA Atlanta,2.2,2.9,3.75,2.7,1.44,2.2,1.62,H,D,A
15,Lay Away New,26/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Alvarado,Chacarita,2.63,3.0,2.8,2.7,1.44,2.2,1.62,H,D,A
16,Lay Away New,26/05/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,Talleres (R.E),1.9,3.1,4.75,2.7,1.44,2.38,1.53,H,D,A
17,Lay Away New,26/05/2024,20:00,ARGENTINA - LIGA PROFESIONAL,CA Independiente,Velez Sarsfield,2.3,3.0,3.5,2.7,1.44,2.38,1.53,A,H,D
