Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,02/12/2023,05:45,Sydney FC,Perth Glory,1.57,4.33,5.25
2,ROMANIA - LIGA 2,02/12/2023,06:00,CSM Slatina,Progresul Spartac,1.37,4.3,8.5
3,ROMANIA - LIGA 2,02/12/2023,06:00,Alexandria,Viitorul Tg. Jiu,2.62,3.05,2.67
4,ROMANIA - LIGA 2,02/12/2023,06:30,Unirea Slobozia,Ceahlaul,2.32,3.05,3.1
5,VIETNAM - V.LEAGUE 1,02/12/2023,07:00,Song Lam Nghe An,Quang Nam,1.72,3.85,3.95
6,BELARUS - VYSSHAYA LIGA,02/12/2023,08:00,Neman,Naftan,1.17,7.4,13.5
7,BELARUS - VYSSHAYA LIGA,02/12/2023,08:00,FC Gomel,Slutsk,1.49,4.25,6.21
8,POLAND - EKSTRAKLASA,02/12/2023,08:30,Stal Mielec,LKS Lodz,2.0,3.6,3.6
9,MONTENEGRO - PRVA CRNOGORSKA LIGA,02/12/2023,09:00,Decic,Arsenal Tivat,1.47,3.95,6.2
10,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/12/2023,09:30,Tuzla City,Zeljeznicar,2.4,3.15,2.82
11,RUSSIA - PREMIER LEAGUE,02/12/2023,10:30,Sochi,Krylya Sovetov,2.64,3.6,2.79
12,IRAQ - SUPER LEAGUE,02/12/2023,11:00,Al Shorta,Al Naft,1.6,3.25,5.7
13,POLAND - EKSTRAKLASA,02/12/2023,11:00,Piast Gliwice,Puszcza,1.5,4.0,7.0
14,NORWAY - OBOS-LIGAEN,02/12/2023,11:00,Hodd,Lyn,2.0,4.0,2.75
15,NIGERIA - NPFL,02/12/2023,11:00,Doma United,Niger Tornadoes,1.62,3.05,6.7
16,NETHERLANDS - TWEEDE DIVISIE,02/12/2023,11:30,Jong Almere City,Scheveningen,2.22,3.65,2.72
17,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/12/2023,12:00,Al Fateh,Al Taee,1.45,4.2,5.5
18,SCOTLAND - LEAGUE ONE,02/12/2023,12:00,Falkirk,Cove Rangers,1.45,4.5,6.0
19,SCOTLAND - CHAMPIONSHIP,02/12/2023,12:00,Partick Thistle,Airdrieonians,1.67,4.0,4.0
20,SCOTLAND - CHAMPIONSHIP,02/12/2023,12:00,Dunfermline,Queen's Park,1.91,3.5,3.6
21,NIGERIA - NPFL,02/12/2023,12:00,Enyimba,Sunshine Stars,1.57,3.15,7.3
22,NIGERIA - NPFL,02/12/2023,12:00,Akwa United,Kwara,1.62,3.15,6.4
23,ITALY - SERIE C,02/12/2023,12:15,Cesena,Juventus U23,1.35,4.35,8.75
24,BULGARIA - PARVA LIGA,02/12/2023,12:30,Levski Sofia,Lok. Plovdiv,1.6,4.0,5.5
25,ALBANIA - SUPERLIGA,02/12/2023,13:00,Skenderbeu,Erzeni,2.18,3.05,3.1
26,SENEGAL - LIGUE 1,02/12/2023,13:30,Dakar SC,Mbour,1.72,2.95,5.2
27,RUSSIA - PREMIER LEAGUE,02/12/2023,13:30,Pari NN,Ural,2.66,3.16,3.11
28,SENEGAL - LIGUE 1,02/12/2023,13:30,Jaraaf,Generation F.,2.42,2.65,3.1
29,ITALY - SERIE C,02/12/2023,14:30,Ancona,Pontedera,2.32,3.0,3.15
30,BOLIVIA - DIVISION PROFESIONAL,02/12/2023,16:00,Libertad Gran Mamore,Aurora,2.3,3.3,2.7
31,SPAIN - PRIMERA RFEF,02/12/2023,16:00,Cultural Leonesa,R. Union,1.83,3.2,3.75
32,ARGENTINA - PRIMERA NACIONAL,02/12/2023,17:00,Deportivo Maipu,Dep. Riestra,2.45,3.0,3.2
33,SPAIN - LALIGA2,02/12/2023,17:00,Levante,Valladolid,2.55,3.2,2.9
34,ECUADOR - LIGA PRO,02/12/2023,17:00,Guayaquil City,Gualaceo,2.0,3.5,3.3
35,PORTUGAL - LIGA PORTUGAL 2,02/12/2023,17:30,AVS,Benfica B,1.75,3.6,4.75
36,BRAZIL - SERIE A,02/12/2023,18:00,Corinthians,Internacional,2.6,3.0,3.0
37,CHILE - PRIMERA DIVISION,02/12/2023,18:00,A. Italiano,Magallanes,1.95,3.5,4.0
38,USA - MLS,02/12/2023,20:00,FC Cincinnati,Columbus Crew,2.25,3.2,3.3
39,BRAZIL - SERIE A,02/12/2023,21:00,Atletico-MG,Sao Paulo,1.55,4.2,5.75
40,ARGENTINA - COPA DE LA LIGA PROFESIONAL,02/12/2023,21:30,Godoy Cruz,Banfield,2.45,2.9,3.25
