Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,15/06/2024,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Changchun Yatai,1.44,4.5,6.5,1.4,1.57,2.25,1.02,1.22,1.11,3.4,1.3
2,15/06/2024,12:00,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Termez Surkhon,1.65,3.35,5.4,2.15,2.1,1.57,1.04,1.45,1.4,7.9,1.03
3,15/06/2024,12:00,BELARUS - VYSSHAYA LIGA,Dynamo Brest,Dnepr Mogilev,1.28,5.05,14.0,1.91,2.05,1.73,1.04,1.24,1.21,6.9,1.05
4,15/06/2024,14:00,BELARUS - VYSSHAYA LIGA,Neman,BATE,1.6,3.98,5.7,2.01,2.02,1.75,1.02,1.41,1.3,6.4,1.07
5,15/06/2024,15:30,BRAZIL - SERIE B,America MG,CRB,1.62,3.7,5.75,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
6,15/06/2024,17:00,BRAZIL - BRASILEIRO WOMEN,Ferroviaria W,Santos W,1.26,4.9,9.0,1.44,1.8,1.91,17.0,1.24,1.14,3.48,1.24
7,15/06/2024,18:00,ARGENTINA - LIGA PROFESIONAL,Huracan,Ind. Rivadavia,1.62,3.6,6.25,2.4,2.38,1.53,1.08,1.53,1.44,11.0,1.05
8,15/06/2024,18:30,BRAZIL - SERIE A,Bragantino,Juventude,1.62,3.8,5.75,2.05,2.0,1.75,1.06,1.4,1.33,7.0,1.1
9,15/06/2024,20:00,URUGUAY - PRIMERA DIVISION,Defensor Sp.,Progreso,1.65,3.7,4.75,1.85,1.83,1.83,1.05,1.36,1.25,6.0,1.13
10,15/06/2024,22:30,USA - MLS,Colorado Rapids,Austin FC,1.57,4.1,5.75,1.53,1.57,2.25,1.03,1.25,1.14,4.0,1.22
11,15/06/2024,23:30,USA - MLS,Los Angeles Galaxy,Sporting Kansas City,1.6,4.5,4.75,1.44,1.5,2.5,1.02,1.22,1.13,3.5,1.29
12,15/06/2024,23:30,USA - MLS,Seattle Sounders,Minnesota United,1.65,4.0,5.0,1.67,1.7,2.05,1.03,1.33,1.2,5.0,1.17
