Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,17/12/2023,04:00,North District,Hong Kong FC,1.53,4.4,4.75
2,HONG KONG - PREMIER LEAGUE,17/12/2023,04:00,Sham Shui Po,HK U23,1.93,3.85,3.2
3,VIETNAM - V.LEAGUE 1,17/12/2023,07:00,Song Lam Nghe An,Gia Lai,1.98,3.35,3.5
4,SPAIN - PRIMERA RFEF,17/12/2023,08:00,Melilla,Linares,2.45,2.88,3.0
5,POLAND - EKSTRAKLASA,17/12/2023,08:30,LKS Lodz,Ruch Chorzow,2.2,3.3,3.3
6,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,17/12/2023,09:00,Zvijezda 09,Siroki Brijeg,2.55,3.15,2.62
7,ANDORRA - PRIMERA DIVISIÓ,17/12/2023,09:30,Atletic Escaldes,Penya,1.95,3.6,3.15
8,ALBANIA - SUPERLIGA,17/12/2023,09:30,Erzeni,Teuta,2.2,3.0,3.1
9,SWITZERLAND - CHALLENGE LEAGUE,17/12/2023,10:15,Vaduz,Bellinzona,1.8,3.95,3.7
10,POLAND - EKSTRAKLASA,17/12/2023,11:00,Rakow,Korona Kielce,1.57,4.2,5.25
11,REPUBLIC OF THE CONGO - LIGUE 1,17/12/2023,11:00,V. Club Mokanda,Cheminots,1.5,3.77,5.62
12,NIGERIA - NPFL,17/12/2023,12:00,Heartland,Akwa United,1.75,3.05,5.2
13,NIGERIA - NPFL,17/12/2023,12:00,Lobi Stars,Doma United,1.72,3.1,5.5
14,NIGERIA - NPFL,17/12/2023,12:00,Sunshine Stars,Gombe,1.57,3.15,7.3
15,GHANA - PREMIER LEAGUE,17/12/2023,12:00,Bibiani Gold Stars,Samartex,2.02,3.05,3.5
16,SPAIN - LALIGA2,17/12/2023,12:15,Levante,Huesca,2.1,3.1,4.0
17,PORTUGAL - LIGA PORTUGAL,17/12/2023,12:30,Moreirense,Portimonense,1.7,3.6,5.0
18,SWITZERLAND - SUPER LEAGUE,17/12/2023,12:30,Servette,Lugano,1.7,4.0,4.75
19,NETHERLANDS - EREDIVISIE,17/12/2023,12:45,Ajax,Zwolle,1.25,6.5,9.5
20,ALBANIA - SUPERLIGA,17/12/2023,13:00,Skenderbeu,Laci,2.37,3.1,2.72
21,BAHRAIN - PREMIER LEAGUE,17/12/2023,13:00,Al Khalidiyah,Al-Shabbab,1.42,4.35,6.7
22,SPAIN - PRIMERA RFEF,17/12/2023,13:00,Barcelona B,Ponferradina,2.25,3.0,3.2
23,SENEGAL - LIGUE 1,17/12/2023,13:30,US Goree,Mbour,2.4,2.6,3.25
24,QATAR - QSL,17/12/2023,13:30,Al-Sadd,Al Arabi,1.31,5.5,7.3
25,ITALY - SERIE C,17/12/2023,14:30,Arzignano,Pro Vercelli,2.57,2.82,3.0
26,BELGIUM - JUPILER PRO LEAGUE,17/12/2023,15:15,Genk,Kortrijk,1.22,6.5,10.0
27,SPAIN - PRIMERA RFEF,17/12/2023,16:00,Cultural Leonesa,Sabadell,1.44,3.8,9.5
28,ITALY - SERIE C,17/12/2023,16:45,Virtus Verona,Pro Patria,1.93,3.1,4.15
29,JAMAICA - PREMIER LEAGUE,17/12/2023,17:00,Mount Pleasant,Vere United,1.45,3.9,6.8
30,JAMAICA - PREMIER LEAGUE,17/12/2023,17:30,Tivoli,Molynes,1.5,4.2,5.3
31,JAMAICA - PREMIER LEAGUE,17/12/2023,20:00,Portmore,Cavalier,2.5,3.25,2.62
32,NICARAGUA - LIGA PRIMERA,17/12/2023,21:00,Diriangen,Esteli,2.42,3.4,2.81
