Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/11/2023,06:00,ROMANIA - LIGA 2,Tunari,Concordia,4.7,3.55,1.72,2.05,1.95,1.75,1.07,1.44,1.34,6.0,1.1
18,11/11/2023,06:00,ROMANIA - LIGA 2,Alexandria,Hunedoara,5.1,3.7,1.62,1.9,1.9,1.82,1.06,1.4,1.3,5.4,1.12
17,11/11/2023,07:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Samgurali,Dinamo Batumi,4.45,3.75,1.62,1.62,1.68,2.13,1.01,1.31,1.19,4.8,1.14
16,11/11/2023,07:45,BULGARIA - PARVA LIGA,Hebar,Cherno More,5.5,3.2,1.8,2.2,2.1,1.67,1.08,1.5,1.36,9.0,1.07
15,11/11/2023,09:00,IRAQ - SUPER LEAGUE,Al Karkh,Al Quwa Al Jawiya,4.0,3.05,1.88,2.25,2.07,1.72,1.07,1.5,1.43,8.5,1.04
14,11/11/2023,11:00,POLAND - EKSTRAKLASA,LKS Lodz,Piast Gliwice,4.5,3.25,1.85,2.25,2.05,1.7,1.07,1.5,1.4,9.0,1.07
13,11/11/2023,12:00,ENGLAND - LEAGUE TWO,Swindon,Stockport County,3.25,4.2,2.0,1.6,1.53,2.38,1.03,1.29,1.18,4.33,1.2
12,11/11/2023,12:00,ENGLAND - LEAGUE TWO,Salford,Mansfield,4.33,3.8,1.8,1.62,1.57,2.25,1.03,1.29,1.18,4.33,1.2
11,11/11/2023,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Beerschot VA,3.4,3.75,1.91,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
10,11/11/2023,12:15,ITALY - SERIE C,Fiorenzuola,Mantova,4.55,3.5,1.75,2.25,2.15,1.62,1.09,1.52,1.42,6.9,1.07
9,11/11/2023,13:00,AUSTRIA - BUNDESLIGA,Hartberg,Rapid Vienna,3.75,3.5,2.0,1.62,1.57,2.25,1.03,1.3,1.18,4.5,1.18
8,11/11/2023,13:45,ROMANIA - LIGA 1,Poli Iasi,CFR Cluj,4.0,3.3,1.85,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
7,11/11/2023,14:00,SWITZERLAND - SUPER LEAGUE,Yverdon,Lausanne,3.6,3.8,1.95,1.65,1.62,2.2,1.03,1.3,1.2,4.5,1.18
6,11/11/2023,14:30,ENGLAND - PREMIER LEAGUE,Bournemouth,Newcastle,4.33,3.75,1.83,1.7,1.67,2.1,1.04,1.33,1.22,5.0,1.17
5,11/11/2023,16:45,ITALY - SERIE C,AlbinoLeffe,Padova,4.25,3.25,1.85,2.32,2.12,1.65,1.1,1.55,1.45,7.2,1.06
4,11/11/2023,17:30,ECUADOR - LIGA PRO,Guayaquil City,Tecnico U.,4.0,3.2,2.0,2.4,2.1,1.67,1.08,1.53,1.44,11.0,1.05
3,11/11/2023,17:30,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,FC Porto,5.25,3.8,1.65,1.85,1.8,1.95,1.04,1.36,1.25,6.0,1.13
2,11/11/2023,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Rosario Central,River Plate,4.0,3.5,1.91,1.93,1.8,1.91,1.05,1.4,1.29,6.5,1.11
19,11/11/2023,18:30,PARAGUAY - PRIMERA DIVISION,Ameliano,Olimpia Asuncion,3.6,3.5,1.85,1.62,1.57,2.25,1.03,1.3,1.18,4.33,1.2
20,11/11/2023,20:00,MEXICO - LIGA MX,Queretaro,Monterrey,3.4,3.75,1.95,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
