Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/12/2023,11:00,CAMEROON - ELITE ONE,Canon Yaounde,Les Astres,1.62,3.3,5.2,2.07,2.09,1.71,1.05,1.45,1.36,8.0,1.05
2,29/12/2023,12:30,BAHRAIN - PREMIER LEAGUE,Al-Ahli Manama,Al-Hala,1.55,4.2,5.1,1.65,1.75,1.95,1.04,1.33,1.22,4.3,1.18
3,29/12/2023,15:00,ENGLAND - CHAMPIONSHIP,Southampton,Plymouth,1.33,5.75,7.5,1.4,1.73,2.0,1.02,1.22,1.13,3.4,1.33
4,29/12/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ahli SC,Al Khaleej,1.33,5.0,7.5,1.57,1.83,1.83,1.03,1.29,1.17,4.0,1.22
5,29/12/2023,15:45,PORTUGAL - LIGA PORTUGAL,Benfica,Famalicao,1.29,5.5,10.0,1.62,2.1,1.67,1.03,1.3,1.18,4.5,1.18
6,29/12/2023,16:45,ENGLAND - LEAGUE TWO,MK Dons,Crawley,1.65,3.8,5.25,1.62,1.62,2.2,1.03,1.29,1.18,4.33,1.2
7,29/12/2023,16:45,ENGLAND - LEAGUE TWO,Mansfield,Doncaster,1.36,5.25,7.5,1.65,1.91,1.8,1.03,1.3,1.2,4.5,1.18
8,29/12/2023,16:45,ENGLAND - CHAMPIONSHIP,Ipswich,QPR,1.45,4.75,6.0,1.7,1.83,1.83,1.03,1.33,1.22,5.0,1.17
9,29/12/2023,16:45,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Partick Thistle,1.53,4.0,4.75,1.67,1.8,1.91,1.03,1.33,1.2,4.5,1.17
10,29/12/2023,16:45,ENGLAND - LEAGUE ONE,Stevenage,Cambridge Utd,1.67,3.8,5.0,2.05,2.0,1.75,1.05,1.4,1.3,7.0,1.1
11,29/12/2023,16:45,ENGLAND - LEAGUE TWO,AFC Wimbledon,Colchester,1.57,4.0,6.0,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
12,29/12/2023,17:45,PORTUGAL - LIGA PORTUGAL,FC Porto,Chaves,1.14,7.5,19.0,1.44,2.25,1.57,1.02,1.22,1.13,3.5,1.29
