Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,16/03/2024,04:00,Hong Kong Rangers,Resources Capital,1.4,4.9,5.9
2,SOUTH KOREA - K LEAGUE 2,16/03/2024,04:30,Bucheon FC 1995,Seoul E-Land,2.3,3.25,2.7
3,SOUTH KOREA - K LEAGUE 1,16/03/2024,04:30,Seoul,Jeju Utd,2.25,3.25,2.9
4,SOUTH KOREA - K LEAGUE 1,16/03/2024,04:30,Daegu,Suwon FC,2.05,3.2,3.4
5,AUSTRALIA - A-LEAGUE,16/03/2024,05:45,Perth Glory,WS Wanderers,2.45,3.8,2.55
6,BULGARIA - PARVA LIGA,16/03/2024,07:45,Slavia Sofia,Lok. Plovdiv,2.0,3.3,4.0
7,ARMENIA - PREMIER LEAGUE,16/03/2024,08:00,Alashkert,Urartu,2.25,3.0,3.0
8,BELARUS - VYSSHAYA LIGA,16/03/2024,09:00,Neman,Naftan,1.12,8.7,23.0
9,ROMANIA - LIGA 2,16/03/2024,09:00,Gloria Buzau,Viitorul Tg. Jiu,1.47,4.2,6.1
10,ROMANIA - LIGA 2,16/03/2024,09:00,Steaua Bucuresti,Tunari,1.52,4.15,5.6
11,ARMENIA - PREMIER LEAGUE,16/03/2024,09:00,Pyunik Yerevan,BKMA,1.25,5.0,9.25
12,ROMANIA - LIGA 2,16/03/2024,09:00,Unirea Slobozia,Hunedoara,2.37,2.95,3.1
13,MALTA - PREMIER LEAGUE,16/03/2024,10:00,Floriana,Sliema,1.78,3.5,4.1
14,MOLDOVA - SUPER LIGA,16/03/2024,11:00,Sheriff Tiraspol,Petrocub,1.5,4.05,5.2
15,BELARUS - VYSSHAYA LIGA,16/03/2024,11:00,Din. Minsk,Smorgon,1.14,8.3,20.0
16,AZERBAIJAN - PREMIER LEAGUE,16/03/2024,11:30,Araz,Gabala,1.91,3.3,3.8
17,SPAIN - PRIMERA RFEF,16/03/2024,12:00,Algeciras,Linares,2.05,3.0,3.6
18,SCOTLAND - LEAGUE TWO,16/03/2024,12:00,Bonnyrigg Rose,Clyde,2.5,3.25,2.6
