,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,05/11/2023,08:00,SPAIN - PRIMERA RFEF,Real Madrid B,Baleares,1.45,4.0,5.5,2.0,1.8,2.2,1.62,H,A,D
2,AI_LAY_AWAY_RETORNOS,05/11/2023,08:00,SPAIN - PRIMERA RFEF,SD Logrones,Tarazona,2.15,2.88,3.4,2.75,1.4,2.38,1.53,H,A,D
3,AI_LAY_AWAY_RETORNOS,05/11/2023,08:40,POLAND - DIVISION 1,Tychy,Lechia Gdansk,2.15,3.4,3.1,1.88,1.98,1.67,2.1,A,H,H
4,AI_LAY_AWAY_RETORNOS,05/11/2023,10:00,ITALY - SERIE C,Entella,Torres,2.07,3.1,3.65,2.32,1.55,2.02,1.7,A,H,D
5,AI_LAY_AWAY_RETORNOS,05/11/2023,10:00,ROMANIA - LIGA 1,Universitatea Cluj,FC Voluntari,1.8,3.4,4.0,2.1,1.7,2.0,1.73,D,H,A
6,AI_LAY_AWAY_RETORNOS,05/11/2023,10:15,SWITZERLAND - SUPER LEAGUE,Luzern,Grasshoppers,1.6,4.33,5.25,1.53,2.4,1.62,2.2,H,D,D
7,AI_LAY_AWAY_RETORNOS,05/11/2023,10:30,NETHERLANDS - EERSTE DIVISIE,FC Groningen,FC Dordrecht,1.62,4.2,5.25,1.48,2.6,1.53,2.38,H,A,D
8,AI_LAY_AWAY_RETORNOS,05/11/2023,10:30,AUSTRIA - BUNDESLIGA,Hartberg,FC Blau Weiss Linz,1.85,3.6,4.33,1.83,2.03,1.7,2.05,D,A,H
9,AI_LAY_AWAY_RETORNOS,05/11/2023,11:00,SWEDEN - SUPERETTAN,Sundsvall,AFC Eskilstuna,1.91,3.4,3.5,1.67,2.15,1.57,2.25,D,H,D
10,AI_LAY_AWAY_RETORNOS,05/11/2023,11:00,FINLAND - VEIKKAUSLIIGA,VPS,Honka,1.91,3.6,3.8,1.83,2.03,1.7,2.05,A,H,H
11,AI_LAY_AWAY_RETORNOS,05/11/2023,11:00,SCOTLAND - PREMIERSHIP,Dundee FC,Livingston,2.05,3.3,3.8,2.1,1.7,1.91,1.91,D,H,D
12,AI_LAY_AWAY_RETORNOS,05/11/2023,12:00,SPAIN - PRIMERA RFEF,Ceuta,Murcia,2.2,2.9,3.25,2.38,1.53,2.1,1.67,H,A,D
13,AI_LAY_AWAY_RETORNOS,05/11/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,St. Liege,KV Mechelen,1.7,3.8,4.5,1.67,2.15,1.67,2.1,A,H,A
14,AI_LAY_AWAY_RETORNOS,05/11/2023,12:30,PORTUGAL - LIGA PORTUGAL,Casa Pia,Vizela,2.05,3.4,3.5,2.08,1.73,1.91,1.91,A,H,D
15,AI_LAY_AWAY_RETORNOS,05/11/2023,14:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Liberia,1.57,4.0,4.75,1.57,2.35,1.62,2.2,H,D,H
16,AI_LAY_AWAY_RETORNOS,05/11/2023,15:00,MEXICO - LIGA MX,Pumas UNAM,Atlas,1.85,3.6,4.0,1.83,2.03,1.75,2.0,H,D,H
17,AI_LAY_AWAY_RETORNOS,05/11/2023,15:30,ROMANIA - LIGA 1,FCSB,Rapid Bucharest,1.85,3.5,3.75,1.83,2.03,1.73,2.0,D,H,A
18,AI_LAY_AWAY_RETORNOS,05/11/2023,16:00,BRAZIL - SERIE A,Bragantino SP,Corinthians,1.6,4.2,5.5,2.03,1.83,2.0,1.75,A,H,H
19,AI_LAY_AWAY_RETORNOS,05/11/2023,16:00,BRAZIL - SERIE A,Cruzeiro MG,Internacional,2.2,3.3,3.3,2.4,1.53,2.1,1.67,A,H,H
20,AI_LAY_AWAY_RETORNOS,05/11/2023,16:00,SPAIN - PRIMERA RFEF,Malaga,Cordoba,1.85,3.2,3.8,2.2,1.65,1.91,1.8,H,A,D
21,AI_LAY_AWAY_RETORNOS,05/11/2023,19:00,MEXICO - LIGA MX,Necaxa,Mazatlan FC,2.2,3.6,3.1,1.7,2.1,1.57,2.25,H,D,H
22,AI_LAY_AWAY_RETORNOS,05/11/2023,20:30,PARAGUAY - PRIMERA DIVISION,Guarani (Par),General Caballero,1.91,3.3,3.75,1.93,1.88,1.73,2.0,A,H,H
23,AI_LAY_AWAY_RETORNOS,05/11/2023,20:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Estudiantes,Defensa y Justicia,2.0,3.4,4.0,2.35,1.57,2.1,1.67,A,D,H
24,AI_LAY_AWAY_RETORNOS,05/11/2023,21:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Newells,Sarmiento de Junin,1.65,3.5,6.0,2.5,1.5,2.5,1.5,A,D,H
25,AI_LAY_AWAY_RETORNOS,05/11/2023,21:05,MEXICO - LIGA MX,Santos Laguna,Toluca,2.1,3.75,3.2,1.44,2.7,1.4,2.75,H,D,H
26,AI_LAY_AWAY_RETORNOS,05/11/2023,23:06,MEXICO - LIGA MX,FC Juarez,Queretaro,1.91,3.6,4.0,1.88,1.98,1.75,2.0,H,D,H
