Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,IRAQ - SUPER LEAGUE,16/02/2024,08:00,Al Minaa,Al-Hudod,3.7,3.1,1.95
2,SLOVENIA - PRVA LIGA,16/02/2024,13:30,Aluminij,Koper,4.3,3.4,1.82
3,MOROCCO - BOTOLA PRO,16/02/2024,16:00,Hassania Agadir,FUS Rabat,3.0,2.8,2.38
