Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/05/2024,06:45,AUSTRALIA - A-LEAGUE,Sydney FC,Macarthur FC,1.44,5.0,6.5,1.33,1.5,2.5,1.01,1.2,1.1,3.0,1.4
27,04/05/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Duong,Khanh Hoa,1.7,3.4,4.9,2.12,2.05,1.6,1.05,1.47,1.39,8.45,1.04
26,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,Middlesbrough,Watford,1.67,4.0,5.0,1.62,1.62,2.2,1.03,1.29,1.17,4.33,1.22
25,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,Ipswich,Huddersfield,1.25,6.0,12.0,1.5,1.83,1.83,1.03,1.22,1.14,3.75,1.29
24,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,Leicester,Blackburn,1.65,4.0,5.25,1.53,1.53,2.38,1.03,1.25,1.17,4.0,1.25
23,04/05/2024,08:30,ENGLAND - PREMIER LEAGUE,Arsenal,Bournemouth,1.2,7.5,11.0,1.33,1.8,1.95,1.01,1.2,1.11,3.0,1.4
22,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,West Brom,Preston,1.4,4.33,8.5,1.9,2.1,1.67,1.05,1.36,1.29,6.0,1.13
21,04/05/2024,09:00,FINLAND - VEIKKAUSLIIGA,Ilves,AC Oulu,1.67,4.0,4.5,1.7,1.75,2.0,1.03,1.33,1.2,5.0,1.17
20,04/05/2024,10:00,SWEDEN - SUPERETTAN,Oster,Gefle,1.36,4.33,7.5,1.73,2.0,1.75,1.04,1.33,1.22,5.5,1.14
19,04/05/2024,10:00,SWEDEN - SUPERETTAN,Utsikten,Skovde AIK,1.53,3.75,5.0,2.05,2.05,1.7,1.06,1.4,1.33,7.0,1.1
18,04/05/2024,10:30,SLOVAKIA - NIKE LIGA,Trnava,Ruzomberok,1.72,3.5,5.0,2.25,2.1,1.65,1.09,1.52,1.42,7.1,1.08
17,04/05/2024,11:00,NORWAY - OBOS-LIGAEN,Valerenga,Bryne,1.62,4.2,5.0,1.7,1.73,2.0,1.03,1.33,1.22,5.0,1.17
16,04/05/2024,11:00,SCOTLAND - LEAGUE ONE,Hamilton,Kelty Hearts,1.5,4.0,5.5,1.67,1.8,1.91,1.03,1.33,1.2,4.5,1.17
28,04/05/2024,11:00,ALBANIA - SUPERLIGA,Partizani,Skenderbeu,1.65,3.83,4.66,2.1,2.06,1.73,1.04,1.42,1.37,6.89,1.07
15,04/05/2024,11:00,SCOTLAND - PREMIERSHIP,Aberdeen,St Johnstone,1.67,3.6,5.5,2.1,2.0,1.75,1.07,1.44,1.33,7.0,1.1
13,04/05/2024,13:00,EGYPT - PREMIER LEAGUE,Al Ahly,El Gouna,1.36,4.45,7.6,1.62,1.88,1.72,1.01,1.31,1.21,4.81,1.15
12,04/05/2024,13:00,ESTONIA - MEISTRILIIGA,Paide,Tallinna Kalev,1.36,4.4,6.7,1.62,1.95,1.81,1.02,1.3,1.2,4.65,1.15
11,04/05/2024,13:00,SWITZERLAND - SUPER LEAGUE,Servette,Winterthur,1.5,4.5,5.75,1.65,1.73,2.0,1.03,1.3,1.2,4.5,1.18
10,04/05/2024,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Sutjeska,Petrovac,1.6,3.5,5.6,2.07,2.05,1.6,1.05,1.47,1.37,8.2,1.04
9,04/05/2024,13:00,SPAIN - PRIMERA RFEF,Barcelona B,Tarazona,1.6,3.5,5.0,2.2,2.2,1.62,1.07,1.5,1.4,7.5,1.07
8,04/05/2024,13:00,SLOVAKIA - NIKE LIGA,Trencin,Michalovce,1.52,4.3,5.5,1.7,1.82,1.9,1.04,1.35,1.23,4.6,1.17
7,04/05/2024,13:30,RUSSIA - PREMIER LEAGUE,Krasnodar,Akhmat Grozny,1.67,4.27,5.55,1.88,1.83,1.93,1.01,1.36,1.24,5.25,1.11
6,04/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Wehda,1.25,6.0,8.5,1.3,1.67,2.1,1.01,1.17,1.08,2.63,1.44
5,04/05/2024,15:00,POLAND - DIVISION 1,GKS Katowice,S. Rzeszow,1.6,3.75,4.75,1.98,1.91,1.8,1.06,1.4,1.29,6.5,1.11
4,04/05/2024,17:30,PERU - LIGA 1,Comerciantes Unidos,Union Comercio,1.7,3.6,5.0,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
3,04/05/2024,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Miami FC,1.45,4.3,6.3,1.82,2.0,1.72,1.05,1.38,1.27,5.0,1.14
2,04/05/2024,21:30,USA - USL CHAMPIONSHIP,San Antonio,Oakland Roots,1.6,4.05,4.8,1.75,1.78,1.93,1.04,1.35,1.24,4.65,1.16
14,04/05/2024,22:30,USA - MLS,Real Salt Lake,Sporting Kansas City,1.7,3.8,4.75,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
29,04/05/2024,23:30,USA - MLS,Vancouver Whitecaps,Austin FC,1.65,3.8,4.75,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
