League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
US Major League Soccer,2024-02-25,00:30:00,Portland Timbers,Colorado,1.78,4.9,4.0,3.4,1.39,1.5,2.84,1.13,7.8,15.0,1.06,4.3,1.28,2.12,1.85,1.16,6.6,1.83,2.14,14.5,18.0,34.0,80.0,9.0,8.4,17.5,50.0,10.0,9.4,17.5,48.0,17.0,16.0,29.0,65.0,9.6,48.0,20.0,0.56179774,0.25,0.20408164,0.5405405,0.4716981,0.5464481,0.46728972,2.247191,2.752809,0.445,1.225,0.3632653,0.81632656,0.4625,0.53,0.4692943,0.38408303,0.46706587,0.101123594,0.36752138,0.3632653,1.225,0.445,0.96216214,2.6486487,0.4625,1.010929,10.68,-0.20786516,0.084269665,0.16666667,0.4588015,0.45108548,1.6058643,0.49970293,3.933548,47.984283,0.38183767,-7.688448,3.933548,0.9,2.22,1,1.0
Japanese J League 2,2024-02-25,01:00:00,Kumamoto,Shimizu,5.1,1.74,4.0,3.45,1.38,1.52,2.76,1.14,7.4,14.0,1.06,4.4,1.27,2.1,1.85,1.16,6.4,1.82,2.04,13.5,8.2,9.2,14.0,16.5,7.8,8.6,14.5,28.0,17.5,16.0,25.0,75.0,44.0,46.0,75.0,6.4,4.2,7.0,0.19607843,0.25,0.57471263,0.5405405,0.47619048,0.5494506,0.49019608,0.78431374,0.34117648,1.275,0.435,2.9310346,2.2988505,0.4625,0.525,0.49148822,0.12087912,0.49122807,0.39372823,0.36752138,2.9310346,0.435,1.275,2.7567568,0.94054055,0.4625,1.0164835,10.84,0.10147601,-0.20848708,0.4704797,0.1605166,0.47409075,1.713048,0.52116245,4.1960936,-28.810793,0.35355338,-7.125016,4.1960936,2.26,1.1,1,1.0
Japanese J League 2,2024-02-25,01:00:00,Jef Utd Chiba,Yamagata,2.06,3.9,3.6,3.2,1.44,1.45,3.0,1.11,8.6,12.0,1.07,3.75,1.33,1.93,2.0,1.13,7.6,1.83,2.08,12.0,12.5,20.0,46.0,8.6,7.4,14.0,32.0,11.0,9.6,16.5,42.0,21.0,19.0,29.0,65.0,5.5,7.0,8.0,0.4854369,0.2777778,0.25641027,0.5,0.5181347,0.5464481,0.48076922,1.7475728,1.8932039,0.57222223,1.0833334,0.52820516,0.9230769,0.5555556,0.5361111,0.3039259,0.2720848,0.30872482,0.04,0.2857143,0.52820516,1.0833334,0.57222223,1.03,1.95,0.5555556,1.0928962,9.56,-0.16108787,0.031380754,0.21548118,0.4079498,0.30978593,0.9871845,0.3463205,2.4180984,37.59627,0.09899495,2.004534,2.4180984,0.3,1.54,1,1.0
Japanese J League 2,2024-02-25,02:00:00,Tokushima,Kofu,2.94,2.64,3.25,2.7,1.51,1.36,3.4,1.09,10.5,10.0,1.09,3.25,1.41,1.73,2.28,1.09,9.8,1.91,1.96,8.8,8.2,15.0,28.0,9.0,6.6,10.5,23.0,16.5,10.5,15.0,7.2,32.0,27.0,7.2,6.8,3.45,4.1,2.1,0.34013605,0.30769232,0.37878788,0.4385965,0.5780347,0.5235602,0.5102041,1.1054422,0.8979592,0.9046154,0.8123077,1.1136364,1.2310606,0.70153844,0.5323077,0.08492416,0.050080776,0.05376344,0.103565365,0.17540687,1.1136364,0.8123077,0.9046154,1.2894737,1.1578947,0.70153844,1.1937172,8.83,-0.035107587,-0.06908267,0.33295584,0.29898074,0.10362865,0.30501366,0.14932816,0.74712783,8.810733,0.7778175,15.376251,0.74712783,0.61,0.31,1,1.0
Japanese J League,2024-02-25,02:00:00,Kashiwa,Kyoto,2.08,4.2,3.35,2.84,1.53,1.36,3.5,1.08,11.0,9.6,1.09,3.15,1.44,1.7,2.36,1.09,10.0,2.02,1.88,7.6,9.2,20.0,4.5,6.0,5.8,12.5,4.4,9.0,8.4,19.0,4.4,19.5,19.0,4.3,4.5,3.95,4.4,4.7,0.48076922,0.29850745,0.23809524,0.42372882,0.5882353,0.4950495,0.5319149,1.6105769,2.0192308,0.6208955,1.2537314,0.4952381,0.79761904,0.7044776,0.5074627,0.30416662,0.23388582,0.3375796,0.11258278,0.17338003,0.4952381,1.2537314,0.6208955,0.88135594,1.779661,0.7044776,1.1683168,9.63,-0.13187954,0.088265836,0.21599169,0.43613708,0.33237118,1.0669115,0.32336074,2.6133885,32.415546,0.93338096,18.26289,2.6133885,0.85,1.27,1,1.0
Japanese J League 2,2024-02-25,02:00:00,Oita,Sendai,2.02,4.1,3.65,3.05,1.42,1.45,2.92,1.11,7.6,12.0,1.07,3.85,1.33,1.96,2.0,1.13,7.6,1.84,2.08,12.0,14.0,23.0,6.8,8.4,7.4,15.0,7.2,11.0,9.4,17.0,7.4,20.0,19.5,28.0,7.0,5.0,6.4,7.2,0.4950495,0.2739726,0.24390244,0.5,0.5102041,0.54347825,0.48076922,1.8069307,2.029703,0.55342466,1.1232877,0.49268293,0.8902439,0.5479452,0.5369863,0.33165115,0.28747794,0.3398693,0.058064517,0.2920354,0.49268293,1.1232877,0.55342466,1.01,2.05,0.5479452,1.0869565,9.77,-0.16683726,0.046059366,0.20675537,0.419652,0.33603817,1.0943644,0.3712314,2.6806343,39.180035,0.05656854,1.1457628,2.6806343,0.45,1.63,1,1.0
Japanese J League 2,2024-02-25,02:00:00,Thespakusatsu Gunma,Kagoshima Utd,2.52,3.15,3.15,2.74,1.54,1.34,3.65,1.07,11.5,9.0,1.1,2.96,1.47,1.63,2.44,1.07,11.0,2.02,1.83,8.2,8.8,17.0,4.7,7.4,6.2,11.5,4.7,11.0,10.0,4.1,4.9,4.7,4.7,4.8,4.8,4.3,4.5,4.2,0.3968254,0.31746033,0.31746033,0.40983605,0.61349696,0.4950495,0.5464481,1.25,1.25,0.8,1.0,0.8,1.0,0.7746032,0.51746035,0.10878566,0.11111111,0.11111111,0.0,0.12701252,0.8,1.0,0.8,1.0327868,1.2909836,0.7746032,1.2079208,8.82,-0.071428575,0.0,0.2857143,0.35714287,0.12371791,0.36373067,0.13790444,0.89095455,17.484426,1.1455129,22.047947,0.89095455,0.0,0.63,1,1.0
Australian A-League Men,2024-02-25,03:00:00,Newcastle Jets,Macarthur FC,1.97,3.7,4.3,4.7,1.25,1.84,2.1,1.24,4.8,29.0,1.03,7.4,1.14,3.15,1.44,1.37,3.55,1.46,2.92,29.0,25.0,30.0,50.0,17.0,10.5,15.0,30.0,16.5,10.5,13.0,27.0,23.0,15.5,20.0,34.0,7.0,17.0,24.0,0.5076142,0.23255815,0.27027026,0.6944444,0.31746033,0.6849315,0.34246576,2.1827412,1.8781726,0.45813954,0.8604651,0.53243244,1.1621622,0.33488372,0.73255813,0.3614788,0.37161085,0.30511463,0.075,0.49825785,0.53243244,0.8604651,0.45813954,1.3680556,2.5694444,0.33488372,0.98630136,9.97,-0.23370111,-0.06018054,0.19759278,0.37111333,0.36403424,1.2098072,0.47843343,2.9634101,49.358227,2.4183052,-40.53044,2.9634101,0.6,2.33,1,1.0
Dutch Eredivisie,2024-02-25,08:15:00,Excelsior,Vitesse Arnhem,2.18,3.4,3.75,3.15,1.35,1.48,2.62,1.13,7.2,12.5,1.06,4.2,1.26,2.1,1.82,1.15,5.5,1.69,2.32,15.0,14.5,23.0,46.0,10.0,7.8,13.0,32.0,13.5,9.8,15.0,36.0,24.0,19.5,26.0,28.0,12.0,23.0,16.5,0.4587156,0.26666668,0.29411766,0.5494506,0.47619048,0.591716,0.43103448,1.7201835,1.559633,0.58133334,0.9066667,0.64117646,1.1029412,0.48533332,0.56,0.24955237,0.2647555,0.21863799,0.04895105,0.34649912,0.64117646,0.9066667,0.58133334,1.1978022,1.8681319,0.48533332,1.0769231,9.33,-0.16827439,-0.037513398,0.23365487,0.36441585,0.26501498,0.8241966,0.33440128,2.018861,38.131912,0.3959798,-7.96961,2.018861,0.35,1.57,1,1.0
Italian Serie A,2024-02-25,08:30:00,Juventus,Frosinone,1.32,11.5,6.2,3.6,1.35,1.55,2.62,1.15,6.6,20.0,1.05,4.9,1.24,2.32,1.72,1.19,5.5,2.2,1.8,21.0,32.0,90.0,120.0,8.0,12.5,38.0,120.0,7.0,9.8,30.0,120.0,9.6,13.0,34.0,120.0,5.1,100.0,28.0,0.75757575,0.16129032,0.08695652,0.5813953,0.43103448,0.45454547,0.5555556,4.6969695,8.712121,0.21290323,1.8548387,0.11478261,0.53913045,0.27741936,0.37419355,0.8952384,0.64893615,0.79407173,0.29943502,0.56565654,0.11478261,1.8548387,0.21290323,0.76744187,6.6860466,0.27741936,0.7818182,19.02,-0.25657204,0.27865404,0.06940063,0.6046267,0.80306685,5.091444,0.91722953,12.471439,67.71441,0.84852815,-16.699244,12.471439,5.3,4.88,1,1.0
