Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/10/2023,01:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Macarthur FC,1.6,4.5,5.0,1.44,1.53,2.38,1.02,1.25,1.14,3.5,1.3
24,29/10/2023,04:30,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Changchun Yatai,1.44,4.5,7.5,1.57,1.75,2.0,1.03,1.25,1.17,4.0,1.22
25,29/10/2023,04:30,CHINA - SUPER LEAGUE,Zhejiang Professional,Cangzhou,1.2,7.0,13.0,1.36,1.95,1.8,1.01,1.2,1.1,3.0,1.36
26,29/10/2023,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Neroca FC,1.5,4.15,5.6,1.6,1.72,1.9,12.2,1.3,1.2,4.45,1.15
27,29/10/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Binh Duong,1.65,3.65,4.7,1.9,1.85,1.75,1.02,1.4,1.29,6.25,1.07
28,29/10/2023,08:00,SPAIN - PRIMERA RFEF,UD Ibiza,CF Intercity,1.5,3.6,6.5,2.08,2.2,1.62,1.07,1.4,1.33,7.0,1.08
29,29/10/2023,09:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Ratchaburi,1.5,4.2,5.7,1.75,1.87,1.83,1.04,1.36,1.24,4.65,1.16
30,29/10/2023,09:00,NORTH MACEDONIA - 1. MFL,Shkendija,Voska Sport,1.37,4.5,7.1,1.7,1.98,1.65,1.01,1.33,1.23,5.2,1.12
31,29/10/2023,10:30,INDIA - I-LEAGUE,Mohammedan,Aizawl,1.65,3.8,4.5,1.55,1.57,2.12,1.02,1.29,1.19,3.7,1.19
33,29/10/2023,10:30,RUSSIA - PREMIER LEAGUE,Dynamo Moscow,Ural,1.72,4.12,5.28,1.92,1.83,1.93,1.01,1.36,1.24,5.5,1.1
36,29/10/2023,11:00,CROATIA - HNL,Rijeka,Gorica,1.53,4.2,6.5,1.95,2.0,1.73,1.05,1.4,1.29,6.5,1.11
34,29/10/2023,11:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Sandnes,1.5,4.75,5.5,1.5,1.62,2.2,1.02,1.25,1.14,3.75,1.25
35,29/10/2023,11:00,ENGLAND - PREMIER LEAGUE,Brighton,Fulham,1.55,4.2,5.75,1.5,1.62,2.2,1.03,1.25,1.14,4.0,1.25
39,29/10/2023,11:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Luton,1.2,7.0,13.0,1.44,1.91,1.91,1.02,1.22,1.14,3.5,1.3
37,29/10/2023,11:00,POLAND - EKSTRAKLASA,Legia,Stal Mielec,1.36,5.25,7.0,1.7,2.0,1.75,1.03,1.33,1.22,5.0,1.17
38,29/10/2023,11:00,ENGLAND - PREMIER LEAGUE,Liverpool,Nottingham,1.2,7.0,13.0,1.36,1.8,1.95,1.02,1.2,1.11,3.2,1.36
42,29/10/2023,11:00,NORWAY - OBOS-LIGAEN,Fredrikstad,Mjondalen,1.45,4.5,7.0,1.73,1.91,1.8,1.04,1.33,1.22,5.5,1.14
40,29/10/2023,11:30,QATAR - QSL,Al Arabi,Al Ahli Doha,1.36,4.9,7.0,1.4,1.6,2.2,1.02,1.24,1.13,3.05,1.33
