Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/04/2024,13:30,ITALY - SERIE C,Legnago Salus,Pro Sesto,2.15,2.9,3.65,2.77,2.3,1.55,1.14,1.65,1.62,8.75,1.04
2,06/04/2024,15:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Galway,2.6,3.2,2.63,2.35,2.0,1.75,1.08,1.5,1.4,10.0,1.06
3,06/04/2024,18:00,COLOMBIA - PRIMERA A,Aguilas,Dep. Pasto,1.95,3.1,4.75,2.6,2.2,1.62,1.11,1.57,1.5,13.0,1.04
4,06/04/2024,19:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Estudiantes L.P.,Central Cordoba,1.5,3.8,8.0,2.15,2.25,1.57,1.07,1.44,1.36,9.0,1.07
