Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,09/12/2023,08:00,Bangkok Utd,Khonkaen Utd.,1.21,6.1,10.75
2,BULGARIA - PARVA LIGA,09/12/2023,10:00,Cherno More,Slavia Sofia,1.73,3.4,5.5
3,MOROCCO - BOTOLA PRO,09/12/2023,11:00,Raja Casablanca,Renaissance Zemamra,1.42,4.0,7.3
4,ENGLAND - PREMIER LEAGUE,09/12/2023,12:00,Manchester Utd,Bournemouth,1.53,4.33,5.75
5,SERBIA - SUPER LIGA,09/12/2023,12:00,Crvena zvezda,Mladost,1.07,9.25,30.0
6,SCOTLAND - LEAGUE TWO,09/12/2023,12:00,East Fife,Elgin City,1.73,3.4,4.33
7,MONTENEGRO - PRVA CRNOGORSKA LIGA,09/12/2023,12:00,Petrovac,Mornar Bar,2.22,3.0,3.25
8,ENGLAND - LEAGUE TWO,09/12/2023,12:00,Barrow,Gillingham,2.0,3.25,3.8
9,ITALY - SERIE C,09/12/2023,12:15,Juventus U23,Pineto,2.32,3.0,3.15
10,RUSSIA - PREMIER LEAGUE,09/12/2023,13:45,Zenit,Pari NN,1.26,6.44,14.5
11,ROMANIA - LIGA 1,09/12/2023,15:45,FC Rapid Bucuresti,FC Voluntari,1.67,3.6,5.25
12,SPAIN - PRIMERA RFEF,09/12/2023,16:00,Celta Vigo B,Cultural Leonesa,2.05,3.1,3.3
13,MEXICO - LIGA MX,09/12/2023,23:00,Club America,Atl. San Luis,1.33,5.5,9.5
