,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,17/03/2024,05:30,Real Kashmir,Delhi FC,1.4,4.7,6.2
2,NIGERIA - NPFL,17/03/2024,12:00,Sporting Lagos,Kwara,1.7,3.1,5.7
3,NIGERIA - NPFL,17/03/2024,12:00,Gombe,Akwa United,2.0,2.92,4.0
4,NIGERIA - NPFL,17/03/2024,12:00,Bayelsa United,Kano Pillars,1.75,3.05,5.2
5,GHANA - PREMIER LEAGUE,17/03/2024,12:00,Bibiani Gold Stars,Bofoakwa Tano,1.72,2.95,5.3
6,BELGIUM - JUPILER PRO LEAGUE,17/03/2024,14:30,Gent,Charleroi,1.53,4.0,6.5
7,USA - MLS,17/03/2024,15:00,New England Revolution,FC Cincinnati,2.2,3.6,3.1
8,IVORY COAST - LIGUE 1,17/03/2024,15:00,ASEC Mimosas,Mouna,1.55,3.45,5.8
9,ARGENTINA - PRIMERA NACIONAL,17/03/2024,16:00,Almagro,Chaco For Ever,2.15,2.8,4.33
10,SPAIN - PRIMERA RFEF,17/03/2024,16:00,Ponferradina,Lugo,1.91,2.8,4.5
11,ECUADOR - LIGA PRO,17/03/2024,17:30,Delfin,Tecnico U.,1.91,3.3,4.2
12,MEXICO - LIGA DE EXPANSION MX,17/03/2024,22:05,Atletico La Paz,Correcaminos,2.37,3.25,2.82
