Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,07/05/2024,08:45,Tai Po,Hong Kong FC,1.13,6.9,16.5
2,ARMENIA - PREMIER LEAGUE,07/05/2024,12:00,Ararat-Armenia,BKMA,1.2,5.7,10.0
3,ROMANIA - LIGA 2,07/05/2024,13:00,Gloria Buzau,Unirea Slobozia,1.95,3.15,3.95
4,EGYPT - PREMIER LEAGUE,07/05/2024,13:00,Al Ahly,Al Ittihad,1.27,5.1,9.5
5,BRAZIL - BRASILEIRO WOMEN,07/05/2024,15:00,Fluminense W,Avai Kindermann W,1.33,5.09,7.4
6,ARGENTINA - PRIMERA NACIONAL,07/05/2024,15:05,Talleres (R.E),Racing Cordoba,2.5,2.9,3.1
7,ITALY - SERIE C,07/05/2024,15:30,Pescara,Pontedera,1.95,3.46,3.6
8,ITALY - SERIE C,07/05/2024,15:30,Giana Erminio,Pro Vercelli,2.44,2.98,2.98
9,MOROCCO - BOTOLA PRO,07/05/2024,16:00,Berkane,Moghreb Tetouan,1.73,3.2,4.5
10,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,21:30,Ameliano (Par),Danubio (Uru),2.4,3.2,3.1
11,COSTA RICA - PRIMERA DIVISION,07/05/2024,23:00,Liberia,Grecia,1.4,4.33,5.75
