,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,BULGARIA - PARVA LIGA,06/11/2023,10:30,Slavia Sofia,Etar,1.83,3.4,4.5,2.2,1.65,2.0,1.73,1.4,1.356466,0.741,0.42857143,1.0497813,1.213,0.5464481,0.29411766,0.22222222,0.45454547,0.6060606,0.3924466,0.971,2.406,1,0.5085
2,MOROCCO - BOTOLA PRO,06/11/2023,13:00,Raja Casablanca,FUS Rabat,1.95,3.0,3.8,2.5,1.5,2.2,1.62,2.1,1.1357816,0.772,1.3,1.1874342,1.35,0.51282054,0.33333334,0.2631579,0.4,0.6666667,0.28431258,0.8,2.323,1,0.5174
3,ROMANIA - LIGA 1,06/11/2023,13:00,UTA Arad,Din. Bucuresti,1.83,3.3,4.2,2.15,1.67,1.91,1.8,1.7,1.3453624,0.97,0.8,1.1661904,0.863,0.5464481,0.3030303,0.23809524,0.4651163,0.5988024,0.36612114,0.9,2.512,1,0.8297
4,PORTUGAL - LIGA PORTUGAL 2,06/11/2023,15:00,Pacos Ferreira,Academico Viseu,2.15,3.4,2.8,2.05,1.8,1.8,1.91,1.3,1.4177446,1.017,1.0,1.0954452,0.836,0.4651163,0.29411766,0.35714287,0.4878049,0.5555556,0.1897457,0.3,2.513,1,0.7313
5,SWEDEN - ALLSVENSKAN,06/11/2023,15:10,Goteborg,AIK,2.2,3.3,3.4,2.15,1.67,1.91,1.91,1.7,1.3453624,1.103,1.0,1.3416408,0.675,0.45454547,0.3030303,0.29411766,0.4651163,0.5988024,0.20999172,0.7,2.687,1,0.6732
6,ENGLAND - PREMIER LEAGUE,06/11/2023,17:00,Tottenham,Chelsea,2.15,3.6,3.2,1.67,2.15,1.57,2.25,2.0,1.264911,0.669,1.0,1.3416408,0.885,0.4651163,0.2777778,0.3125,0.5988024,0.4651163,0.23130406,1.0,2.607,1,0.7626
7,PORTUGAL - LIGA PORTUGAL,06/11/2023,17:15,SC Farense,Arouca,2.2,3.3,3.2,2.05,1.75,1.8,1.95,2.4,1.2,0.708,1.2,1.2489996,0.69,0.45454547,0.3030303,0.3125,0.4878049,0.5714286,0.1942876,1.2,2.449,1,0.7043
8,PARAGUAY - PRIMERA DIVISION,06/11/2023,18:00,Libertad Asuncion,Cerro Porteno,1.91,3.4,3.6,1.73,2.08,1.62,2.2,2.1,1.1357816,0.96,1.6,1.2,0.89,0.5235602,0.29411766,0.2777778,0.5780347,0.48076922,0.30729696,0.5,2.336,1,0.747
9,ARGENTINA - COPA DE LA LIGA PROFESIONAL,06/11/2023,18:30,Godoy Cruz,Platense,1.95,3.1,4.5,2.7,1.44,2.38,1.53,2.2,0.9797959,0.76,0.8,1.1661904,0.759,0.51282054,0.32258064,0.22222222,0.37037036,0.6944444,0.3418409,1.4,2.146,1,0.8
10,CHILE - PRIMERA DIVISION,06/11/2023,19:00,U. De Chile,Everton,2.15,3.5,3.3,2.0,1.85,1.8,1.91,1.4,1.1135529,0.903,1.9,1.3747727,0.935,0.4651163,0.2857143,0.3030303,0.5,0.5405405,0.23000948,-0.5,2.488,1,0.8481
11,ARGENTINA - COPA DE LA LIGA PROFESIONAL,06/11/2023,21:00,Banfield,Colon Santa Fe,2.1,3.2,3.75,2.5,1.5,2.2,1.62,1.7,1.3453624,0.593,0.5,0.92195445,1.011,0.47619048,0.3125,0.26666668,0.4,0.6666667,0.25565413,1.2,2.267,1,0.8
12,BRAZIL - SERIE A,06/11/2023,21:00,Santos,Cuiaba,2.05,3.3,3.75,2.35,1.57,2.05,1.7,2.0,1.264911,0.785,1.3,1.4177446,1.153,0.4878049,0.3030303,0.26666668,0.42553192,0.6369427,0.27466464,0.7,2.683,1,0.8
