,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,26/05/2024,04:30,Anyang,Jeonnam,1.95,3.1,3.6,1.98,1.83,1.8,1.91,1.8,1.2489996,0.708,1.3,1.4177446,0.919,0.51282054,0.32258064,0.2777778,0.5050505,0.5464481,0.27460584,0.5,2.667,1,0.5061
2,SOUTH KOREA - K LEAGUE 2,26/05/2024,07:00,Seongnam,Cheonan City,2.05,3.1,3.3,2.03,1.78,1.8,1.91,1.3,1.4177446,0.706,1.5,1.2845232,0.813,0.4878049,0.32258064,0.3030303,0.49261084,0.56179774,0.2233147,-0.2,2.702,1,0.5141
3,SCOTLAND - PREMIERSHIP,26/05/2024,08:00,Ross County,Raith,1.75,3.7,4.5,1.83,2.03,1.75,2.0,1.4,1.356466,1.012,1.7,1.3453624,0.871,0.5714286,0.27027026,0.22222222,0.5464481,0.49261084,0.435772,-0.3,2.702,1,0.52
4,BELGIUM - JUPILER PRO LEAGUE,26/05/2024,08:30,Kortrijk,Lommel SK,1.85,3.5,3.5,1.8,2.0,1.67,2.1,0.7,1.1874342,0.967,1.6,1.2,0.616,0.5405405,0.2857143,0.2857143,0.5555556,0.5,0.3240906,-0.9,2.387,1,0.6381
5,SWEDEN - ALLSVENSKAN,26/05/2024,09:00,Hammarby,Sirius,2.0,3.6,3.5,1.67,2.15,1.57,2.25,1.6,1.2,0.552,1.4,1.356466,0.98,0.5,0.2777778,0.2857143,0.5988024,0.4651163,0.29037428,0.2,2.556,1,0.703
6,NORWAY - OBOS-LIGAEN,26/05/2024,09:30,Valerenga,Levanger,1.7,3.8,3.9,1.7,2.1,1.67,2.1,1.0,1.0954452,0.614,1.25,1.0897248,0.268,0.5882353,0.2631579,0.25641027,0.5882353,0.47619048,0.41936472,-0.25,2.185,1,0.9295
7,SWEDEN - SUPERETTAN,26/05/2024,10:00,Sandviken,Orgryte,1.95,3.5,3.6,1.73,2.08,1.67,2.1,1.5,1.5,1.03,1.7,1.3453624,0.992,0.51282054,0.2857143,0.2777778,0.5780347,0.48076922,0.30375302,-0.2,2.845,1,0.5178
8,POLAND - DIVISION 1,26/05/2024,10:00,Wisla,Termalica B-B.,1.57,4.2,4.1,1.48,2.6,1.53,2.38,2.2,1.2489996,0.765,0.6,0.9165151,0.794,0.6369427,0.23809524,0.24390244,0.6756757,0.3846154,0.50046843,1.6,2.166,1,0.7187
9,SWEDEN - SUPERETTAN,26/05/2024,10:00,Oddevold,Ostersund,2.1,3.3,3.4,2.08,1.73,1.8,1.95,2.3333333,0.94280905,0.816,0.7,0.9,1.031,0.47619048,0.3030303,0.29411766,0.48076922,0.5780347,0.23424554,1.633,1.843,1,0.5049
10,POLAND - DIVISION 1,26/05/2024,10:00,Motor Lublin,Podbeskidzie,1.44,4.33,5.5,1.62,2.25,1.8,1.91,1.7,1.1,0.495,0.5,0.92195445,1.297,0.6944444,0.23094688,0.18181819,0.61728394,0.44444445,0.62575465,1.2,2.022,1,0.7495
11,POLAND - DIVISION 1,26/05/2024,10:00,Odra Opole,Pruszkow,1.62,3.6,4.5,2.05,1.75,2.0,1.73,1.5,1.2845232,0.965,1.3,1.4177446,0.85,0.61728394,0.2777778,0.22222222,0.4878049,0.5714286,0.4688652,0.2,2.702,1,0.7987
12,POLAND - DIVISION 1,26/05/2024,10:00,Chrobry Glogow,Zaglebie Sosnowiec,1.85,3.4,3.5,1.98,1.88,1.8,1.91,1.4,1.356466,1.269,0.5,0.5,1.816,0.5405405,0.29411766,0.2857143,0.5050505,0.5319149,0.31648946,0.9,1.856,1,0.8728
