,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/06/2024,12:00,UZBEKISTAN - SUPER LEAGUE,Termez Surkhon,Metallurg Bekabad,2.3,3.15,3.0,2.27,2.0,1.65,1.08,1.47,1.44,10.7,1.05
2,19/06/2024,12:00,ESTONIA - MEISTRILIIGA,Nomme Utd,Levadia,11.25,6.0,1.17,1.45,2.08,1.63,1.01,1.24,1.15,3.33,1.3
3,19/06/2024,13:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Future FC,2.45,2.65,3.3,2.27,1.83,1.78,1.1,1.47,1.44,7.82,1.06
4,19/06/2024,20:00,BRAZIL - SERIE A,Fortaleza,Gremio,1.9,3.4,4.33,2.1,1.95,1.8,1.07,1.44,1.36,8.0,1.08
5,19/06/2024,20:00,CANADA - CANADIAN PREMIER LEAGUE,York Utd,Pacific FC,2.9,3.25,2.4,1.82,1.6,2.18,1.06,1.4,1.27,5.0,1.15
6,19/06/2024,20:00,BRAZIL - SERIE A,Juventude,Vasco,2.05,3.1,4.0,2.4,2.1,1.67,1.1,1.53,1.5,11.0,1.05
7,19/06/2024,21:00,BRAZIL - SERIE B,Botafogo SP,Ponte Preta,2.25,3.0,3.5,2.6,2.2,1.62,1.1,1.57,1.5,13.0,1.04
8,19/06/2024,21:30,USA - USL CHAMPIONSHIP,FC Tulsa,Miami FC,1.6,3.95,4.6,1.6,1.65,2.12,1.04,1.29,1.19,4.0,1.2
9,19/06/2024,21:30,USA - MLS,Houston Dynamo,Seattle Sounders,1.95,3.6,3.8,2.03,1.91,1.91,1.05,1.4,1.3,7.0,1.1
10,19/06/2024,21:30,USA - MLS,St. Louis City,Colorado Rapids,1.8,4.2,3.8,1.44,1.44,2.63,1.02,1.22,1.13,3.4,1.3
