,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,15:45,IRELAND - PREMIER DIVISION,Cork City,Drogheda,2.3,3.3,3.1,1.95,1.7
2,30/06/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Union de Santa Fe,2.15,3.1,3.75,2.5,2.1
