,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,OVER2_5,21/10/2023,09:00,INDIA - ISL,East Bengal,Goa,2.9,3.6,2.1,1.53,2.4,1.5,2.5,H,A,A
2,BTTS Sim,21/10/2023,10:00,NORWAY - OBOS-LIGAEN,Sandnes Ulf,Fredrikstad,4.0,3.8,1.85,1.67,2.15,1.62,2.2,A,H,H
3,OVER2_5,21/10/2023,11:00,SCOTLAND - LEAGUE ONE,Stirling,Falkirk,5.25,4.2,1.5,1.62,2.25,1.73,2.0,A,H,H
