,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-01-28,12:00:00,EGYPT - PREMIER LEAGUE,Zamalek,Petrojet,1.76,6.0,3.6,17.0,1.25303
2,2026-01-28,15:00:00,EGYPT - PREMIER LEAGUE,Al Masry,Ceramica Cleopatra,2.26,3.5,3.3,12.0,1.253036
3,2026-01-28,15:00:00,EGYPT - PREMIER LEAGUE,Pyramids,El Gouna,1.58,7.8,3.75,18.5,1.2530092
4,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Ajax,Olympiacos Piraeus,3.0,2.46,3.8,13.5,1.2527885
5,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Liverpool,Qarabag FK,1.13,25.0,11.5,110.0,1.2527853
6,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Bayer Leverkusen,Villarreal,1.77,4.8,4.3,25.0,1.2527889
7,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Dortmund,Inter,3.05,2.46,3.65,13.5,1.2527866
8,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Manchester City,Galatasaray,1.24,13.5,8.2,65.0,1.2527854
9,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,PSV,Bayern Munich,5.8,1.57,5.1,19.5,1.2527874
10,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Club Brugge KV,Marseille,2.8,2.56,3.85,16.5,1.2527894
11,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Monaco,Juventus,4.2,1.98,3.8,12.5,1.2527863
12,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Royale Union SG,Atalanta,3.6,2.12,3.85,12.0,1.252788
13,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Benfica,Real Madrid,4.4,1.82,4.4,14.0,1.2527851
14,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Pafos FC,Slavia Prague,2.94,2.6,3.55,12.5,1.2527883
15,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,PSG,Newcastle,1.66,5.0,4.8,32.0,1.2527857
16,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Ath Bilbao,Sporting CP,2.9,2.68,3.5,12.0,1.2527896
17,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Atl. Madrid,Bodo/Glimt,1.31,10.5,7.0,65.0,1.2527899
18,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Arsenal,Kairat Almaty,1.05,75.0,24.0,270.0,1.252785
19,2026-01-28,17:00:00,EUROPE - CHAMPIONS LEAGUE,Barcelona,FC Copenhagen,1.16,20.0,10.5,120.0,1.2527864
20,2026-01-28,18:00:00,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Ameliano,1.9,5.1,3.1,13.5,1.2531533
21,2026-01-28,19:00:00,BRAZIL - SERIE A,Coritiba,Red Bull Bragantino,2.54,3.35,3.1,10.0,1.2518203
22,2026-01-28,19:00:00,BRAZIL - SERIE A,Internacional,Athletico-PR,1.9,5.0,3.45,15.0,1.2518147
23,2026-01-28,19:00:00,BRAZIL - SERIE A,Vitoria,Remo,1.84,5.1,3.65,15.0,1.2518148
24,2026-01-28,19:00:00,BRAZIL - SERIE A,Atletico-MG,Palmeiras,3.25,2.5,3.3,9.4,1.2518151
25,2026-01-28,19:30:00,BRAZIL - SERIE A,Fluminense,Gremio,1.84,5.2,3.55,14.5,1.2518154
26,2026-01-28,20:00:00,BRAZIL - SERIE A,Corinthians,Bahia,2.26,3.6,3.35,12.5,1.2518153
27,2026-01-28,20:00:00,BRAZIL - SERIE A,Chapecoense-SC,Santos,3.1,2.62,3.25,9.4,1.2518202
28,2026-01-28,20:15:00,PARAGUAY - PRIMERA DIVISION,Club 2 de Mayo,Olimpia Asuncion,4.3,2.16,3.05,6.8,1.2532763
29,2026-01-28,21:30:00,BRAZIL - SERIE A,Sao Paulo,Flamengo RJ,4.7,2.02,3.35,7.2,1.2518152
