,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
40,ENGLAND - FA CUP,16/09/2023,11:00,Bracknell,Havant & W,,,
41,ENGLAND - FA CUP,16/09/2023,11:00,Boston Utd,Leamington,,,
42,ENGLAND - FA CUP,16/09/2023,11:00,Blyth,Bradford PA,1.65,3.95,4.4
43,ENGLAND - FA CUP,16/09/2023,11:00,Bishop's Stortford,Biggleswade Town,,,
44,ENGLAND - FA CUP,16/09/2023,11:00,Bedford,Gorleston,,,
45,ENGLAND - FA CUP,16/09/2023,11:00,Barwell,Bromsgrove,,,
46,ENGLAND - FA CUP,16/09/2023,11:00,Barton,Wroxham,,,
47,ENGLAND - FA CUP,16/09/2023,11:00,Ashton Utd,Atherton,2.0,3.45,3.3
48,ENGLAND - FA CUP,16/09/2023,11:00,South Shields,Bishop Auckland,,,
49,ENGLAND - FA CUP,16/09/2023,11:00,Hayes & Yeading,Slough,,,
50,ENGLAND - FA CUP,16/09/2023,11:00,Hashtag,Needham Market,2.7,3.45,2.35
51,ENGLAND - FA CUP,16/09/2023,11:00,Lincoln Utd.,Worksop,6.4,4.8,1.38
52,ENGLAND - FA CUP,16/09/2023,11:00,Reading City,Winchester,,,
53,ENGLAND - FA CUP,16/09/2023,11:00,Plymouth Parkway,Frome,,,
54,ENGLAND - FA CUP,16/09/2023,11:00,Peterborough Sports,Redditch,,,
55,ENGLAND - FA CUP,16/09/2023,11:00,Northwood,Cray Valley,,,
56,ENGLAND - FA CUP,16/09/2023,11:00,Nantwich,Banbury,5.2,4.1,1.53
57,ENGLAND - FA CUP,16/09/2023,11:00,Mousehole,Salisbury,,,
58,ENGLAND - FA CUP,16/09/2023,11:00,Mossley,Emley,,,
59,ENGLAND - FA CUP,16/09/2023,11:00,Mickleover,Spalding United,,,
60,ENGLAND - FA CUP,16/09/2023,11:00,Margate,Folkestone,,,
61,ENGLAND - FA CUP,16/09/2023,11:00,Macclesfield,Buxton,1.9,3.7,3.4
62,ENGLAND - FA CUP,16/09/2023,11:00,Rushall,Carlton Town,1.62,3.85,4.7
63,ENGLAND - FA CUP,16/09/2023,11:00,Hereford,Anstey Nomads,,,
64,ENGLAND - FA CUP,16/09/2023,11:00,Leiston,St. Albans,3.7,3.85,1.78
65,ENGLAND - FA CUP,16/09/2023,11:00,Royston,Hemel Hempstead,,,
66,ENGLAND - FA CUP,16/09/2023,11:00,Larkhall,Bath,,,
67,ENGLAND - FA CUP,16/09/2023,11:00,Knaphill,Hanworth,,,
68,ENGLAND - FA CUP,16/09/2023,11:00,Kettering,Sporting Khalsa,1.7,3.85,4.05
69,ENGLAND - FA CUP,16/09/2023,11:00,Hyde,Albion Sports,1.47,4.4,5.4
70,ENGLAND - FA CUP,16/09/2023,11:00,Horsham FC,Marlow,,,
71,ENGLAND - FA CUP,16/09/2023,11:00,Horndean,Poole,,,
72,ENGLAND - FA CUP,16/09/2023,11:00,Hitchin,Sudbury,,,
73,ENGLAND - FA CUP,16/09/2023,11:00,Highworth,Weymouth,,,
74,ENGLAND - FA CUP,16/09/2023,11:00,Scunthorpe,Brackley Town,1.95,3.4,3.55
75,ENGLAND - FA CUP,16/09/2023,11:00,Lancaster,Marske,,,
76,ENGLAND - FA CUP,16/09/2023,11:00,Runcorn Linnets,Chorley,,,
77,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/09/2023,12:00,Al Raed,Al Nassr,9.5,5.75,1.22
78,SPAIN - PRIMERA RFEF,16/09/2023,14:30,Arenteiro,R. Union,2.55,3.0,2.63
79,NETHERLANDS - EREDIVISIE,16/09/2023,15:00,PSV,Nijmegen,1.17,8.0,15.0
80,SERBIA - PRVA LIGA,16/09/2023,15:00,Dubocica,Kolubara,2.55,2.95,2.67
81,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/09/2023,15:00,Al Ahli SC,Al Taawon,1.44,4.5,6.0
82,MALTA - PREMIER LEAGUE,16/09/2023,15:15,Gzira,Hibernians,2.92,3.55,2.15
83,MOROCCO - BOTOLA PRO,16/09/2023,15:15,Olympique de Safi,FUS Rabat,2.3,2.75,3.2
84,SPAIN - PRIMERA RFEF,16/09/2023,16:30,Cordoba,Linares,1.8,3.6,3.6
85,BRAZIL - SERIE B,16/09/2023,17:00,Sampaio Correa,Chapecoense-SC,2.1,2.9,3.9
86,MOROCCO - BOTOLA PRO,16/09/2023,17:30,Youssoufia Berrechid,Chabab Mohammedia,2.38,2.8,3.0
