,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,03/08/2023,05:00,INDONESIA - LIGA 1,PSM Makassar,Persik Kediri,1.46,4.33,6.12,1.68,1.78,1.99
2,03/08/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Flamengo RJ (Bra),Olimpia Asuncion (Par),1.2,7.0,11.0,1.48,2.1,1.67
3,03/08/2023,22:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Alebrijes Oaxaca,2.01,3.54,3.45,1.84,1.67,2.15
