,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,27/04/2024,04:00,Loyola,Don Bosco Garelli,1.21,5.8,9.25
2,ROMANIA - LIGA 2,27/04/2024,05:00,CSC Dumbravita,Metaloglobus Bucharest,2.22,3.25,3.0
3,PHILIPPINES - PFL,27/04/2024,06:00,Cebu FC,Maharlika,,,
4,PHILIPPINES - PFL,27/04/2024,06:45,Taguig,Kaya,5.7,5.3,1.34
5,MONGOLIA - PREMIER LEAGUE,27/04/2024,08:15,Khoromkhon,Tuv Azarganuud,,,
6,BANGLADESH - PREMIER LEAGUE,27/04/2024,08:45,Bashundara Kings,Sheikh Jamal,1.1,7.0,18.0
7,PHILIPPINES - PFL,27/04/2024,09:30,Mendiola FC 1991,Manila Digger,2.6,3.75,2.1
8,MOLDOVA - SUPER LIGA,27/04/2024,10:00,Saxan Gagauz Yeri,Sparta Selemet,,,
9,FINLAND - YKKONEN,27/04/2024,10:00,Jazz Pori,KuPS Akatemia,1.25,5.0,8.5
10,FINLAND - YKKONEN,27/04/2024,11:00,Atlantis,Rovaniemi,1.36,5.0,5.75
11,SCOTLAND - LEAGUE TWO,27/04/2024,11:00,East Kilbride,Buckie Thistle,1.8,3.75,3.4
12,SERBIA - PRVA LIGA,27/04/2024,11:00,Tekstilac Odzaci,OFK Beograd,,,
13,BELGIUM - JUPILER PRO LEAGUE,27/04/2024,11:00,Patro Eisden,Deinze,2.1,3.5,3.4
14,MALTA - PREMIER LEAGUE,27/04/2024,11:15,Hibernians,Marsaxlokk,3.15,3.0,2.27
15,MOLDOVA - SUPER LIGA,27/04/2024,12:00,Milsami,Balti,1.85,3.35,3.7
16,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,27/04/2024,12:00,Al Raed,Al Ettifaq,3.75,3.5,1.91
17,SLOVENIA - PRVA LIGA,27/04/2024,12:30,Bravo,Radomlje,2.12,3.3,3.25
18,IVORY COAST - LIGUE 1,27/04/2024,12:30,Zoman,Mouna,,,
19,BULGARIA - PARVA LIGA,27/04/2024,13:00,Botev Plovdiv,Slavia Sofia,1.91,3.6,3.8
20,ALBANIA - SUPERLIGA,27/04/2024,13:00,Dinamo Tirana,Laci,,,
21,ITALY - SERIE C,27/04/2024,13:30,Brindisi,Turris,5.9,3.7,1.5
22,POLAND - EKSTRAKLASA,27/04/2024,15:00,Widzew Lodz,Rakow,3.75,3.6,1.95
23,BRAZIL - BRASILEIRO WOMEN,27/04/2024,15:00,Botafogo RJ W,Atletico-MG W,1.23,5.1,9.75
24,BRAZIL - BRASILEIRO WOMEN,27/04/2024,15:00,Real Brasilia W,Internacional W,2.97,3.45,2.2
25,BRAZIL - BRASILEIRO WOMEN,27/04/2024,16:00,Cruzeiro W,America Mineiro W,,,
26,ARGENTINA - PRIMERA NACIONAL,27/04/2024,16:35,Patronato,Talleres (R.E),2.2,3.1,3.6
27,BRAZIL - SERIE B,27/04/2024,17:00,Paysandu PA,Botafogo SP,1.95,3.2,4.05
28,PANAMA - LPF,27/04/2024,18:00,UMECIT,San Francisco,2.9,2.8,2.57
29,PANAMA - LPF,27/04/2024,18:00,Arabe Unido,Miguelito,3.3,3.35,2.05
30,USA - USL CHAMPIONSHIP,27/04/2024,23:00,Sacramento Republic,Loudoun,1.35,4.65,8.0
