Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,28/03/2024,00:05,Correcaminos,Cimarrones de Sonora,2.18,3.25,3.2
2,INDIA - I-LEAGUE,28/03/2024,07:00,Delhi FC,Lajong,2.47,3.35,2.57
3,CAMEROON - ELITE ONE,28/03/2024,11:00,Fauve Azur Elite,Fortuna Mfou,1.85,2.85,4.6
4,CAMEROON - ELITE ONE,28/03/2024,11:00,Gazelle,Victoria United,2.1,2.87,3.55
5,CAMEROON - ELITE ONE,28/03/2024,11:00,Yong Sports Academy,Dynamo Douala,2.05,2.9,3.65
6,SENEGAL - LIGUE 1,28/03/2024,13:30,US Goree,Casa,2.62,2.62,2.9
7,BRAZIL - BRASILEIRO WOMEN,28/03/2024,15:00,Botafogo RJ W,Real Brasilia W,1.75,3.3,4.2
8,ITALY - SERIE C,28/03/2024,16:45,Padova,Pergolettese,1.45,4.0,7.2
9,PERU - LIGA 1,28/03/2024,17:00,Deportivo Garcilaso,Comerciantes Unidos,1.67,3.5,5.75
10,CHILE - PRIMERA DIVISION,28/03/2024,20:30,O'Higgins,Deportes Iquique,2.15,3.4,3.4
11,VENEZUELA - LIGA FUTVE,28/03/2024,20:30,Dep. Tachira,Metropolitanos,1.91,3.15,3.95
12,ECUADOR - LIGA PRO,28/03/2024,21:00,LDU Quito,Imbabura,1.25,5.75,8.5
13,PERU - LIGA 1,28/03/2024,22:00,Alianza Lima,Los Chankas,1.22,5.75,15.0
14,MEXICO - LIGA DE EXPANSION MX,28/03/2024,22:05,Atl. Morelia,Venados,2.5,3.25,2.7
