,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,31/07/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Dorados de Sinaloa,Atletico La Paz,3.26,3.56,2.08,1.81,1.74,2.02
2,31/07/2023,14:00,SWEDEN - SUPERETTAN,Orebro,GAIS,3.75,3.4,1.85,1.93,1.8,1.95
3,31/07/2023,15:00,PERU - LIGA 1,Sport Boys,FBC Melgar,3.8,3.4,2.0,2.1,1.91,1.8
4,31/07/2023,15:30,ROMANIA - LIGA 1,Din. Bucuresti,Sepsi Sf. Gheorghe,3.4,3.4,2.1,2.1,1.83,1.83
