,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,20/10/2023,08:35,Shanghai Port,Beijing Guoan,1.44,4.75,6.5
2,BULGARIA - PARVA LIGA,20/10/2023,10:45,Krumovgrad,Etar,2.05,3.5,3.6
3,UZBEKISTAN - SUPER LEAGUE,20/10/2023,11:00,Pakhtakor,Turon,1.22,5.4,11.5
4,ROMANIA - LIGA 2,20/10/2023,12:00,Ceahlaul,Selimbar,2.12,3.1,3.5
5,GHANA - PREMIER LEAGUE,20/10/2023,12:00,Accra Lions,Real Tamale,1.63,3.48,5.24
6,AUSTRIA - 2. LIGA,20/10/2023,13:10,Lafnitz,Stripfing,2.32,3.55,2.7
7,QATAR - QSL,20/10/2023,13:30,Al-Gharafa,Muaither SC,1.75,4.15,3.8
8,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,20/10/2023,15:00,Al Hilal,Al Khaleej,1.1,8.5,21.0
9,POLAND - DIVISION 1,20/10/2023,15:30,Wisla,R. Rzeszow,1.4,4.2,6.5
10,ITALY - SERIE C,20/10/2023,15:45,Atalanta U23,Legnago Salus,1.83,3.45,4.05
11,BOLIVIA - DIVISION PROFESIONAL,20/10/2023,20:00,The Strongest,Blooming,1.17,7.0,11.0
12,COLOMBIA - PRIMERA A,20/10/2023,22:20,La Equidad,Aguilas,2.7,2.9,2.9
