Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/09/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Cercle Brugge KSV,1.53,4.2,5.75,1.57,1.62,2.2,1.03,1.25,1.17,4.0,1.22
18,01/09/2024,08:30,SCOTLAND - PREMIERSHIP,Celtic,Rangers,1.5,4.33,5.75,1.5,1.62,2.2,1.03,1.25,1.14,4.0,1.25
17,01/09/2024,08:30,THAILAND - THAI LEAGUE 1,Bangkok Utd,Lamphun Warrior,1.42,4.55,6.4,1.62,1.82,1.88,1.04,1.31,1.2,4.05,1.2
16,01/09/2024,09:30,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Shirak Gyumri,1.47,3.95,5.8,1.78,1.95,1.81,1.01,1.35,1.24,5.5,1.1
15,01/09/2024,09:30,ENGLAND - PREMIER LEAGUE,Chelsea,Crystal Palace,1.6,4.33,5.0,1.5,1.57,2.25,1.03,1.25,1.14,4.0,1.25
14,01/09/2024,11:00,BULGARIA - PARVA LIGA,Lok. Plovdiv,Lok. Sofia,1.67,3.6,5.5,2.2,2.1,1.67,1.07,1.44,1.36,9.0,1.07
13,01/09/2024,11:00,BRAZIL - SERIE A,Cruzeiro,Atletico GO,1.57,4.0,6.0,2.08,2.1,1.67,1.07,1.44,1.36,8.0,1.08
12,01/09/2024,13:00,ITALY - SERIE C,Potenza,Turris,1.13,6.8,22.0,1.47,2.55,1.45,1.03,1.27,1.15,3.5,1.26
11,01/09/2024,13:00,SLOVAKIA - NIKE LIGA,Trnava,Ruzomberok,1.47,4.1,6.8,2.05,2.25,1.57,1.07,1.44,1.35,6.3,1.1
10,01/09/2024,14:00,SERBIA - SUPER LIGA,TSC,Mladost,1.47,4.35,6.0,1.65,1.8,1.9,1.04,1.33,1.21,4.25,1.18
19,01/09/2024,14:00,RUSSIA - PREMIER LEAGUE,FK Rostov,Fakel Voronezh,1.54,4.36,7.38,2.11,2.18,1.65,1.03,1.43,1.32,6.6,1.06
9,01/09/2024,14:00,SPAIN - PRIMERA RFEF,Murcia,Yeclano,1.6,3.6,4.5,2.1,2.1,1.67,1.04,1.44,1.36,7.0,1.08
8,01/09/2024,15:00,MEXICO - LIGA DE EXPANSION MX,Tapatio,Tepatitlan de Morelos,1.42,4.35,6.6,1.62,1.82,1.8,11.5,1.31,1.2,4.6,1.14
7,01/09/2024,15:00,SPAIN - PRIMERA RFEF,Villarreal B,Betis B,1.62,3.6,4.5,2.1,2.2,1.62,1.06,1.44,1.36,7.0,1.08
6,01/09/2024,15:15,SLOVENIA - PRVA LIGA,O. Ljubljana,Mura,1.53,4.05,5.5,1.72,1.82,1.9,1.05,1.36,1.24,4.6,1.16
5,01/09/2024,15:30,BULGARIA - PARVA LIGA,Ludogorets,Cherno More,1.65,3.6,5.5,2.0,1.91,1.8,1.05,1.4,1.29,7.0,1.1
4,01/09/2024,15:30,ROMANIA - LIGA 1,FCSB,UTA Arad,1.53,4.33,5.75,1.8,1.83,1.83,1.04,1.33,1.25,5.5,1.14
3,01/09/2024,17:00,COLOMBIA - PRIMERA A,Ind. Medellin,Alianza,1.6,3.7,5.5,2.07,2.1,1.65,1.07,1.47,1.36,6.1,1.09
2,01/09/2024,21:00,ARGENTINA - PRIMERA NACIONAL,Colon Santa Fe,Deportivo Moron,1.57,3.5,7.0,2.7,2.63,1.44,1.13,1.57,1.53,13.0,1.04
20,31/08/2024,22:30,USA - MLS,Real Salt Lake,New England Revolution,1.62,4.5,4.75,1.53,1.57,2.25,1.02,1.25,1.17,4.0,1.22
21,31/08/2024,23:30,USA - MLS,Los Angeles FC,Houston Dynamo,1.67,4.1,4.75,1.62,1.62,2.2,1.03,1.3,1.18,4.33,1.2
