,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,28/01/2024,03:00,Macarthur FC,Perth Glory,1.83,4.5,3.4,1.4,2.88,1.44,2.63,1.4,1.1135529,0.776,0.3,0.45825756,0.658,0.5464481,0.22222222,0.29411766,0.71428573,0.3472222,0.3924466,1.1,1.572,1,0.6
2,SPAIN - PRIMERA RFEF,28/01/2024,08:00,Unionistas,Cornella,1.73,3.1,4.75,2.63,1.44,2.63,1.44,1.7,1.1,0.82,0.9,1.1357816,1.066,0.5780347,0.32258064,0.21052632,0.38022813,0.6944444,0.41523433,0.8,2.236,1,0.8382
3,ROMANIA - LIGA 1,28/01/2024,09:00,FC Hermannstadt,FC Botosani,1.75,3.3,4.75,2.25,1.62,2.0,1.73,1.9,1.1357816,0.589,0.3,0.45825756,0.694,0.5714286,0.3030303,0.21052632,0.44444445,0.61728394,0.42321193,1.6,1.594,1,0.9401
4,PORTUGAL - LIGA PORTUGAL 2,28/01/2024,09:45,Pacos Ferreira,Mafra,2.1,3.3,3.25,2.1,1.7,1.83,1.83,1.7,1.3453624,0.968,1.1,1.3,0.688,0.47619048,0.3030303,0.30769232,0.47619048,0.5882353,0.22233276,0.6,2.645,1,0.6603
5,SWITZERLAND - SUPER LEAGUE,28/01/2024,10:15,St. Gallen,Lugano,1.73,4.0,4.5,1.48,2.6,1.5,2.5,3.0,0.0,0.371,0.9,1.3747727,0.745,0.5780347,0.25,0.22222222,0.6756757,0.3846154,0.46155208,2.1,1.375,1,0.5077
6,ENGLAND - CHAMPIONSHIP,28/01/2024,10:30,QPR,Huddersfield,2.05,3.4,3.6,2.2,1.65,1.91,1.8,0.8,1.1661904,1.079,0.6,0.9165151,0.949,0.4878049,0.29411766,0.2777778,0.45454547,0.6060606,0.2700478,0.2,2.083,1,0.8
7,PORTUGAL - LIGA PORTUGAL 2,28/01/2024,11:00,Santa Clara,Leixoes,1.65,3.5,5.0,2.4,1.53,2.38,1.53,2.3,1.1,0.622,1.1,1.3,1.068,0.6060606,0.2857143,0.2,0.41666666,0.6535948,0.48019525,1.2,2.4,1,0.887
8,PORTUGAL - LIGA PORTUGAL 2,28/01/2024,12:30,FC Porto B,Os Belenenses,1.53,4.0,5.25,1.73,2.08,1.8,1.91,1.7,1.3453624,0.436,0.7777778,1.2272624,1.119,0.6535948,0.25,0.1904762,0.5780347,0.48076922,0.56411296,0.922,2.573,1,0.9373
9,PORTUGAL - LIGA PORTUGAL 2,28/01/2024,12:30,Nacional,Torreense,1.91,3.4,3.8,2.03,1.83,1.83,1.83,2.1,1.1357816,0.46,1.5,1.2845232,1.026,0.5235602,0.29411766,0.2631579,0.49261084,0.5464481,0.3223819,0.6,2.42,1,0.7618
10,PORTUGAL - LIGA PORTUGAL,28/01/2024,12:30,Boavista,Portimonense,1.95,3.4,4.0,1.93,1.93,1.8,1.95,1.3,1.1874342,1.07,1.0,1.3416408,0.939,0.51282054,0.29411766,0.25,0.5181347,0.5181347,0.32617715,0.3,2.529,1,0.8966
