,League,Date,Time,Home,Away,Goals_H,Goals_A,Odd_H,Odd_D,Odd_A,Odd_CS_0x1_Lay_x,IDMercado_Correct_Score,Lay_0x1,Predictions,Profit,Profit_acu
1,BRAZIL - SERIE B,2024-06-04,19:00:00,Mirassol,Guarani,3.0,0.0,1.72,3.85,6.0,18.0,1.2294308,1,1,0.94,0.94
2,URUGUAY - PRIMERA DIVISION,2024-06-04,19:00:00,Boston River,Nacional,1.0,3.0,4.4,3.6,1.85,9.8,1.2294393,1,1,0.94,1.88
3,ARGENTINA - LIGA PROFESIONAL,2024-06-04,20:00:00,Banfield,Newells Old Boys,2.0,0.0,3.35,2.92,2.66,7.2,1.2293895,1,1,0.94,2.82
