Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,10/05/2024,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Henan Songshan Longmen,1.36,4.5,9.0,1.7,2.0,1.75,1.04,1.33,1.2,5.0,1.17
2,10/05/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Kapaz,1.5,3.95,5.9,1.65,1.75,1.85,1.03,1.4,1.22,4.85,1.14
3,10/05/2024,13:00,POLAND - DIVISION 1,Motor Lublin,Pruszkow,1.7,3.6,4.75,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
4,10/05/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Telstar,1.44,5.0,6.5,1.5,1.73,2.0,1.02,1.25,1.14,3.75,1.25
5,10/05/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Jong PSV,1.6,4.5,4.75,1.3,1.36,3.0,1.01,1.18,1.08,2.63,1.44
6,10/05/2024,15:45,IRELAND - PREMIER DIVISION,Derry City,Bohemians,1.62,3.75,5.5,2.05,2.05,1.7,1.07,1.44,1.33,8.0,1.08
7,10/05/2024,15:45,IRELAND - PREMIER DIVISION,Shamrock Rovers,St. Patricks,1.55,3.8,5.75,1.88,1.95,1.8,1.05,1.36,1.25,6.0,1.13
8,10/05/2024,15:45,IRELAND - PREMIER DIVISION,Shelbourne,Drogheda,1.67,3.6,5.25,2.25,2.2,1.62,1.07,1.5,1.4,10.0,1.06
9,10/05/2024,16:00,ENGLAND - LEAGUE TWO,Doncaster,Crewe,1.67,3.8,4.75,1.75,1.73,2.0,1.04,1.33,1.22,5.5,1.14
10,10/05/2024,16:15,ICELAND - BESTA DEILD KARLA,Stjarnan,Fram,1.65,3.85,4.65,1.55,1.57,2.25,1.03,1.31,1.18,3.8,1.22
11,10/05/2024,21:00,BRAZIL - COPA DO BRASIL,Internacional,Juventude,1.53,4.0,6.5,2.15,2.2,1.62,1.06,1.44,1.36,9.0,1.07
12,10/05/2024,21:30,BRAZIL - SERIE B,Goias,Ituano,1.5,3.6,7.5,2.15,2.25,1.57,1.07,1.44,1.36,9.0,1.07
13,10/05/2024,21:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Sol de America,1.53,4.0,6.5,1.88,1.91,1.8,1.06,1.36,1.25,6.0,1.13
